Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
883,Dragon Ball Z: Budokai 3,PS2,Atari,1.09,0.15,0.65,0.04,1.94
916,Mortal Kombat: Deception,PS2,Midway Games,0.92,0.72,0,0.24,1.88
995,Def Jam: Fight for NY,PS2,Electronic Arts,0.86,0.67,0,0.22,1.76
1285,Fight Night 2004,PS2,Electronic Arts,1.08,0.2,0,0.2,1.48
2715,Mortal Kombat: Deception,XB,Midway Games,0.61,0.12,0,0.03,0.76
3001,Fight Night 2004,XB,Electronic Arts,0.51,0.15,0,0.02,0.68
3019,Fight Night Round 2004,XB,Electronic Arts,0.46,0.18,0,0.03,0.67
3073,Street Fighter Anniversary Collection,PS2,Capcom,0.32,0.25,0,0.08,0.66
3530,Naruto: Ultimate Ninja 2,PS2,Namco Bandai Games,0.47,0.02,0,0.08,0.57
3937,Dragon Ball Z: Supersonic Warriors,GBA,Atari,0.36,0.13,0,0.01,0.51
3988,Dead or Alive Ultimate,XB,Tecmo Koei,0.3,0.1,0.08,0.02,0.5
4222,Godzilla: Save the Earth,PS2,Atari,0.23,0.18,0,0.06,0.47
4396,WWE Day of Reckoning,GC,THQ,0.35,0.09,0,0.01,0.45
4467,Naruto: Gekito Ninja Taisen! 3,GC,Tomy Corporation,0,0,0.43,0.01,0.44
4879,Rumble Roses,PS2,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39
5917,Showdown: Legends of Wrestling,PS2,Acclaim Entertainment,0.15,0.11,0,0.04,0.3
6187,Backyard Wrestling 2: There Goes the Neighborhood,PS2,Eidos Interactive,0.14,0.11,0,0.04,0.28
6273,Dragon Ball Z: Budokai 2,GC,Atari,0.21,0.06,0,0.01,0.27
6567,King of Fighters: Maximum Impact,PS2,Ignition Entertainment,0.13,0.1,0,0.03,0.26
7142,Def Jam: Fight for NY,GC,Electronic Arts,0.17,0.05,0,0.01,0.22
7192,Galactic Wrestling: Featuring Ultimate Muscle,PS2,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22
7512,Capcom Fighting Evolution,PS2,Capcom,0.1,0.08,0,0.03,0.2
8000,Fight Club,PS2,Vivendi Games,0.09,0.07,0,0.02,0.18
8179,UFC: Sudden Impact,PS2,Global Star,0.09,0.07,0,0.02,0.18
8830,Street Fighter Anniversary Collection,XB,Capcom,0.11,0.03,0,0.01,0.15
8935,Darkstalkers Chronicle: The Chaos Tower,PSP,Capcom,0.13,0,0,0.01,0.15
8988,Guilty Gear X2 #Reload,XB,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15
9177,Godzilla: Save the Earth,XB,Atari,0.1,0.03,0,0,0.14
9417,WWE Survivor Series,GBA,THQ,0.09,0.04,0,0,0.13
9809,Showdown: Legends of Wrestling,XB,Acclaim Entertainment,0.09,0.03,0,0,0.12
9916,Backyard Wrestling 2: There Goes the Neighborhood,XB,Eidos Interactive,0.09,0.03,0,0,0.12
10379,Fight Club,XB,Vivendi Games,0.08,0.02,0,0,0.11
10618,SNK vs. Capcom: SVC Chaos,XB,Ignition Entertainment,0.08,0.02,0,0,0.1
10768,Guilty Gear Isuka,PS2,505 Games,0.05,0.04,0,0.01,0.1
10900,Digimon Rumble Arena 2,PS2,Atari,0.05,0.04,0,0.01,0.09
11331,Gundam Seed: Battle Assault,GBA,Namco Bandai Games,0.06,0.02,0,0,0.08
13653,Digimon Rumble Arena 2,GC,Atari,0.03,0.01,0,0,0.04
15459,Digimon Rumble Arena 2,XB,Atari,0.01,0,0,0,0.02
16333,Ultraman Fighting Evolution 3,PS2,Banpresto,0,0,0.01,0,0.01
