Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14,Wii Fit,Wii,Sports,Nintendo,8.94,8.03,3.6,2.15,22.72
44,Halo 3,X360,Shooter,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14
49,Super Mario Galaxy,Wii,Platform,Nintendo,6.16,3.4,1.2,0.76,11.52
71,Call of Duty 4: Modern Warfare,X360,Shooter,Activision,5.91,2.38,0.13,0.9,9.32
75,Mario Party DS,DS,Misc,Nintendo,4.46,1.88,1.98,0.7,9.02
81,Mario Party 8,Wii,Misc,Nintendo,3.81,2.3,1.58,0.73,8.42
86,Mario & Sonic at the Olympic Games,Wii,Sports,Sega,2.58,3.9,0.66,0.91,8.06
121,Call of Duty 4: Modern Warfare,PS3,Shooter,Activision,3.1,2.3,0.28,1.04,6.72
151,LEGO Star Wars: The Complete Saga,Wii,Action,LucasArts,3.66,1.63,0,0.53,5.83
159,Assassin's Creed,X360,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55
178,Professor Layton and the Curious Village,DS,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26
187,The Legend of Zelda: Phantom Hourglass,DS,Action,Nintendo,1.9,1.83,0.95,0.49,5.17
207,Link's Crossbow Training,Wii,Shooter,Nintendo,3.06,1.18,0.29,0.46,5
208,Guitar Hero III: Legends of Rock,PS2,Misc,Activision,3.49,0.01,0.01,1.48,4.98
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96
211,Uncharted: Drake's Fortune,PS3,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94
213,LEGO Star Wars: The Complete Saga,DS,Action,LucasArts,2.89,1.54,0,0.46,4.9
219,Assassin's Creed,PS3,Adventure,Ubisoft,1.91,2,0.09,0.83,4.83
231,Guitar Hero III: Legends of Rock,Wii,Misc,Activision,3.06,1.12,0,0.44,4.62
238,Guitar Hero III: Legends of Rock,X360,Misc,Activision,3.19,0.92,0.01,0.42,4.53
273,Gran Turismo 5 Prologue,PS3,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
287,Carnival Games,Wii,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
289,World of Warcraft: The Burning Crusade,PC,Role-Playing,Activision,2.57,1.52,0,0,4.09
291,God of War II,PS2,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292,Forza Motorsport 2,X360,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
301,Professor Layton and the Diabolical Box,DS,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4
317,Flash Focus: Vision Training in Minutes a Day,DS,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
321,Big Brain Academy: Wii Degree,Wii,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
327,Ratchet & Clank: Size Matters,PSP,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
330,Super Paper Mario,Wii,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
338,MySims,DS,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
349,Pro Evolution Soccer 2008,PS2,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63
356,Cooking Mama 2: Dinner With Friends,DS,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
425,Crisis Core: Final Fantasy VII,PSP,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
441,FIFA Soccer 08,PS2,Sports,Electronic Arts,0.68,0,0,2.46,3.14
446,The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,Fighting,Atari,1.15,0,0.76,1.09,3
490,Mass Effect,X360,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
492,Cooking Mama: Cook Off,Wii,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
504,Imagine: Babyz,DS,Simulation,Ubisoft,1.3,1.27,0,0.31,2.88
516,BioShock,X360,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
524,Imagine: Fashion Designer,DS,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81
543,Sonic and the Secret Rings,Wii,Platform,Sega,1.24,1.2,0.04,0.3,2.77
576,LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,1.53,0.87,0,0.24,2.64
582,Mario Strikers Charged,Wii,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
591,Ratchet & Clank Future: Tools of Destruction,PS3,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59
596,Monster Hunter Freedom 2,PSP,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.58
601,Madden NFL 08,PS2,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57
611,Game Party,Wii,Misc,Midway Games,1.5,0.78,0,0.24,2.52
645,Need for Speed: ProStreet,PS2,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41
659,LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,1.02,0.97,0,0.39,2.38
666,Madden NFL 08,X360,Sports,Electronic Arts,2.18,0.01,0,0.18,2.37
678,WWE SmackDown vs Raw 2008,PS2,Fighting,THQ,0.92,0,0.01,1.41,2.34
712,Guitar Hero III: Legends of Rock,PS3,Misc,Activision,1.4,0.54,0.02,0.3,2.26
714,Resident Evil 4,Wii,Action,Capcom,1.34,0.57,0.14,0.21,2.26
737,Guitar Hero II,X360,Misc,Activision,2.01,0.02,0,0.17,2.2
741,High School Musical: Makin' the Cut!,DS,Puzzle,Disney Interactive Studios,1.06,0.91,0,0.23,2.2
763,Call of Duty: Roads to Victory,PSP,Shooter,Activision,0.52,1.03,0,0.59,2.14
804,Dance Dance Revolution: Hottest Party,Wii,Simulation,Konami Digital Entertainment,1.36,0.52,0,0.2,2.08
815,Need for Speed: ProStreet,X360,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06
823,Need for Speed: ProStreet,PS3,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05
830,PGR4 - Project Gotham Racing 4,X360,Racing,Microsoft Game Studios,0.48,1.29,0.02,0.25,2.05
846,TouchMaster,DS,Puzzle,Midway Games,0.49,1.27,0,0.25,2.01
920,High School Musical: Sing It!,PS2,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,1.87
938,Rayman Raving Rabbids 2,Wii,Misc,Ubisoft,0.83,0.82,0,0.2,1.85
951,The Orange Box,X360,Shooter,Electronic Arts,1.09,0.54,0.02,0.17,1.83
957,Metroid Prime 3: Corruption,Wii,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82
982,High School Musical: Sing It!,Wii,Misc,Disney Interactive Studios,1.16,0.45,0,0.16,1.77
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,Action,THQ,1.26,0.47,0,0.03,1.76
1003,FIFA Soccer 08,PS3,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76
1009,Crackdown,X360,Shooter,Microsoft Game Studios,1,0.54,0.03,0.18,1.75
1045,Deal or No Deal,DS,Misc,Mindscape,1.15,0.41,0,0.15,1.71
1054,Personal Trainer: Math,DS,Puzzle,Nintendo,0.49,1.12,0,0.09,1.7
1057,Ben 10: Protector of Earth,DS,Action,D3Publisher,0.69,0.83,0,0.19,1.7
1074,Star Wars Battlefront: Renegade Squadron,PSP,Shooter,LucasArts,0.9,0.47,0,0.32,1.68
1082,MySims,Wii,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68
1100,Heavenly Sword,PS3,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
1114,Dragon Quest IV: Chapters of the Chosen,DS,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64
1148,SpongeBob's Atlantis SquarePantis,DS,Action,THQ,1.5,0,0,0.11,1.61
1166,Pro Evolution Soccer 2008,PS3,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59
1179,Hannah Montana: Music Jam,DS,Action,Disney Interactive Studios,1.06,0.37,0,0.15,1.58
1211,Resident Evil: The Umbrella Chronicles,Wii,Action,Capcom,0.68,0.43,0.29,0.14,1.54
1222,The Simpsons Game,DS,Action,Electronic Arts,0.57,0.79,0,0.17,1.53
1231,Sonic Rivals 2,PSP,Racing,Sega,0.44,0.69,0,0.39,1.52
1251,The Simpsons Game,PS2,Action,Electronic Arts,0.35,0.03,0,1.13,1.51
1287,Imagine: Master Chef,DS,Simulation,Ubisoft,0.39,0.92,0,0.17,1.47
1297,Disney Princess: Magical Jewels,DS,Adventure,Disney Interactive Studios,1.15,0.2,0,0.12,1.47
1324,Smarty Pants,Wii,Misc,Electronic Arts,0.53,0.76,0,0.16,1.45
1333,My Word Coach,DS,Misc,Ubisoft,0.37,0.9,0,0.18,1.45
1334,Hello Kitty Party,DS,Misc,Rising Star Games,0.79,0.53,0,0.13,1.44
1335,SingStar Pop,PS2,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,1.44
1340,WWE SmackDown vs Raw 2008,X360,Fighting,THQ,0.92,0.38,0,0.13,1.44
1392,Final Fantasy XII: Revenant Wings,DS,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39
1398,Hannah Montana: Spotlight World Tour,Wii,Action,Disney Interactive Studios,0.87,0.38,0,0.13,1.39
1410,Disney Princess: Enchanted Journey,Wii,Adventure,Disney Interactive Studios,1.24,0.04,0,0.09,1.38
1441,Namco Museum DS,DS,Misc,Atari,1.18,0.01,0.06,0.09,1.35
1442,FIFA Soccer 08,PSP,Sports,Electronic Arts,0.2,0.76,0,0.39,1.35
1455,FIFA Soccer 08,X360,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35
1467,WWE SmackDown vs Raw 2008,PS3,Fighting,THQ,0.62,0.5,0.01,0.21,1.33
1482,Petz Wild Animals: Dolphinz,DS,Simulation,Ubisoft,0.71,0.48,0,0.13,1.33
1521,EA Playground,Wii,Sports,Electronic Arts,0.69,0.48,0,0.13,1.3
1566,Rockstar Games presents Table Tennis,Wii,Sports,Take-Two Interactive,0.39,0.73,0,0.15,1.27
1575,Final Fantasy IV,DS,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26
1580,Ratatouille,DS,Action,THQ,0.5,0.62,0,0.14,1.26
1583,Winter Sports: The Ultimate Challenge,Wii,Sports,RTL,0.45,0.68,0,0.12,1.26
1588,Tom Clancy's Rainbow Six: Vegas,PS3,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25
1601,Transformers: Autobots / Decepticons,DS,Action,Activision,1.12,0.03,0,0.09,1.24
1603,Diddy Kong Racing DS,DS,Racing,Nintendo,1.1,0.04,0,0.1,1.24
1612,Ben 10: Protector of Earth,Wii,Action,D3Publisher,0.55,0.55,0,0.13,1.23
1621,Medal of Honor: Airborne,PS3,Shooter,Electronic Arts,0.25,0.7,0.03,0.25,1.23
1633,The Sims 2: Castaway,Wii,Simulation,Electronic Arts,0.45,0.64,0,0.14,1.23
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,Misc,N/A,0.87,0.32,0,0.02,1.21
1690,WWE SmackDown vs Raw 2008,PSP,Fighting,THQ,0.45,0.47,0,0.28,1.19
1726,Sonic Rush Adventure,DS,Platform,Sega,0.54,0.49,0.01,0.12,1.17
1745,Final Fantasy Tactics: The War of the Lions,PSP,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16
1748,SingStar,PS3,Misc,Sony Computer Entertainment,0.45,0.58,0,0.13,1.16
1757,Medal of Honor Heroes 2,PSP,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16
1766,Ninja Gaiden Sigma,PS3,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15
1771,Call of Duty 4: Modern Warfare,PC,Shooter,Activision,0,1.12,0,0.03,1.15
1788,Hot Shots Golf: Out of Bounds,PS3,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
1831,Worldwide Soccer Manager 2008,PC,Sports,Russel,0,1.12,0,0,1.12
1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,Action,Activision,0.63,0.37,0,0.11,1.11
1837,Guitar Hero Encore: Rocks The 80s,PS2,Misc,RedOctane,0.92,0.04,0,0.15,1.11
1844,Need for Speed: ProStreet,Wii,Racing,Electronic Arts,0.54,0.46,0,0.12,1.11
1851,Medal of Honor: Airborne,X360,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1
1856,Petz Dogz 2,DS,Simulation,Ubisoft,0.47,0.52,0,0.12,1.1
1874,The Simpsons Game,PSP,Action,Electronic Arts,0.24,0.55,0,0.31,1.09
1878,Virtua Fighter 5,PS3,Fighting,Sega,0.29,0.52,0.08,0.2,1.09
1892,Endless Ocean,Wii,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
1906,The Orange Box,PS3,Shooter,Electronic Arts,0.28,0.59,0,0.22,1.08
1928,Pro Evolution Soccer 2008,X360,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07
1945,DiRT,PS3,Racing,Codemasters,0.16,0.67,0,0.23,1.06
1946,Call of Duty 4: Modern Warfare,DS,Shooter,Activision,0.96,0.02,0.01,0.08,1.06
1958,Dora the Explorer: Dora Saves the Mermaids,DS,Platform,Take-Two Interactive,0.97,0.01,0,0.08,1.06
1962,Virtua Tennis 3,PS3,Sports,Sega,0.23,0.59,0.03,0.22,1.06
1964,Warhawk,PS3,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06
1965,Apollo Justice: Ace Attorney,DS,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06
1982,Imagine: Animal Doctor,DS,Simulation,Ubisoft,0.45,0.49,0,0.11,1.05
1989,The Simpsons Game,X360,Action,Electronic Arts,0.54,0.4,0,0.11,1.05
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,Fighting,Atari,0.33,0.37,0.26,0.09,1.04
2011,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.04
2017,Tiger Woods PGA Tour 08,Wii,Sports,Electronic Arts,0.94,0.02,0,0.08,1.03
2023,The Simpsons Game,Wii,Action,Electronic Arts,0.45,0.47,0,0.11,1.03
2028,FIFA Soccer 08,Wii,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02
2029,Naruto: Clash of Ninja Revolution,Wii,Fighting,Tomy Corporation,0.45,0.46,0,0.11,1.02
2030,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02
2033,Petz: Catz 2,DS,Simulation,Ubisoft,0.51,0.4,0,0.11,1.02
2038,Ace Combat 6: Fires of Liberation,X360,Simulation,Atari,0.69,0.04,0.22,0.06,1.02
2101,WWE SmackDown vs Raw 2008,Wii,Fighting,THQ,0.38,0.5,0,0.11,0.99
2130,Madden NFL 08,PS3,Sports,Electronic Arts,0.89,0.01,0,0.08,0.97
2140,Grand Theft Auto: Vice City Stories,PS2,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97
2232,Build-A-Bear Workshop,DS,Simulation,Game Factory,0.85,0.01,0,0.07,0.93
2239,MLB 07: The Show,PS2,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93
2272,Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92
2276,AMF Bowling Pinbusters!,Wii,Sports,Bethesda Softworks,0.85,0,0,0.07,0.91
2295,The Simpsons Game,PS3,Action,Electronic Arts,0.38,0.37,0,0.15,0.91
2314,Spider-Man 3,PS2,Platform,Activision,0.74,0.03,0.01,0.12,0.9
2329,Madden NFL 08,Wii,Sports,Electronic Arts,0.82,0.01,0,0.07,0.89
2366,Buzz! The Mega Quiz,PS2,Misc,Sony Computer Entertainment,0.32,0.06,0,0.5,0.88
2380,DiRT,X360,Racing,Codemasters,0.38,0.4,0,0.09,0.87
2406,Warriors Orochi,PS2,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87
2410,SingStar '90s,PS2,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,0.87
2412,Tomb Raider: Anniversary,Wii,Action,Eidos Interactive,0.12,0.63,0,0.11,0.86
2416,The World Ends With You,DS,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86
2431,FIFA Soccer 08,DS,Sports,Electronic Arts,0.1,0.65,0,0.11,0.85
2435,NBA 2K8,X360,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85
2440,Blazing Angels: Squadrons of WWII,Wii,Simulation,Ubisoft,0.74,0.04,0,0.06,0.85
2442,Harry Potter and the Order of the Phoenix,DS,Action,Electronic Arts,0.28,0.47,0,0.1,0.85
2447,Ratatouille,PS2,Action,THQ,0.31,0,0,0.53,0.85
2467,Harvest Moon: Tree of Tranquility,Wii,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84
2478,Time Crisis 4,PS3,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84
2479,Ben 10: Protector of Earth,PS2,Action,D3Publisher,0.09,0,0,0.74,0.84
2500,I Spy: Fun House,DS,Puzzle,Scholastic Inc.,0.77,0,0,0.06,0.83
2526,Stranglehold,X360,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82
2537,Patapon,PSP,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
2560,Final Fantasy XI: Wings of the Goddess,PS2,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81
2581,The Sims 2: Castaway,PSP,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.8
