Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6,Tetris,GB,Puzzle,Nintendo,23.2,2.26,4.22,0.58,30.26
22,Super Mario Land,GB,Platform,Nintendo,10.83,2.71,4.18,0.42,18.14
171,Dr. Mario,GB,Puzzle,Nintendo,2.18,0.96,2,0.2,5.34
277,Teenage Mutant Ninja Turtles,NES,Action,Palcom,3.38,0.44,0.31,0.04,4.17
777,Golf,GB,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12
854,Tennis,GB,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99
882,Alleyway,GB,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94
1091,Disney's DuckTales,NES,Platform,Capcom,0.91,0.3,0.42,0.04,1.67
1144,Baseball,GB,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61
1544,Yakuman,GB,Misc,Nintendo,0,0,1.28,0,1.28
1680,SolarStriker,GB,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
1860,The Final Fantasy Legend,GB,Role-Playing,SquareSoft,0,0,1.1,0,1.1
1861,Famicom Jump: Eiyuu Retsuden,NES,Role-Playing,Namco Bandai Games,0,0,1.1,0,1.1
2441,Castlevania III: Dracula's Curse,NES,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85
4149,Double Dragon,2600,Action,Activision,0.45,0.02,0,0.01,0.47
8759,Klax,2600,Puzzle,Atari,0.14,0.01,0,0,0.15
12638,Adventures of Lolo,NES,Puzzle,HAL Laboratory,0.06,0,0,0,0.06
