Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
30,Call of Duty: Modern Warfare 3,X360,Shooter,Activision,9.03,4.28,0.13,1.32,14.76
38,Call of Duty: Modern Warfare 3,PS3,Shooter,Activision,5.54,5.82,0.49,1.62,13.46
43,Mario Kart 7,3DS,Racing,Nintendo,4.74,3.91,2.67,0.89,12.21
54,Super Mario 3D Land,3DS,Platform,Nintendo,4.89,2.99,2.13,0.78,10.79
61,Just Dance 3,Wii,Misc,Ubisoft,6.05,3.15,0,1.07,10.26
76,The Elder Scrolls V: Skyrim,X360,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84
100,Battlefield 3,X360,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34
104,Battlefield 3,PS3,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23
116,Uncharted 3: Drake's Deception,PS3,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83
122,FIFA 12,PS3,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69
127,The Elder Scrolls V: Skyrim,PS3,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56
141,Gears of War 3,X360,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24
160,Batman: Arkham City,PS3,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53
223,Batman: Arkham City,X360,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76
229,Forza Motorsport 4,X360,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64
264,Assassin's Creed: Revelations,PS3,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24
269,The Legend of Zelda: Ocarina of Time,3DS,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
274,Assassin's Creed: Revelations,X360,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
276,FIFA 12,X360,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
285,The Legend of Zelda: Skyward Sword,Wii,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
311,The Elder Scrolls V: Skyrim,PC,Role-Playing,Bethesda Softworks,1.15,2.09,0,0.64,3.88
322,Nintendogs + cats,3DS,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
324,Mario & Sonic at the London 2012 Olympic Games,Wii,Sports,Sega,1.14,1.91,0.27,0.46,3.78
388,LittleBigPlanet 2,PS3,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
418,L.A. Noire,PS3,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
480,Star Wars: The Old Republic,PC,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.97
502,Zumba Fitness 2,Wii,Sports,Majesco Entertainment,1.54,1.07,0,0.28,2.88
509,Mortal Kombat,PS3,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85
513,Skylanders: Spyro's Adventure,Wii,Action,Activision,1.4,1.14,0,0.31,2.85
529,Killzone 3,PS3,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
534,Battlefield 3,PC,Shooter,Electronic Arts,0.89,1.43,0,0.48,2.79
537,Monster Hunter Tri,3DS,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79
544,Saints Row: The Third,X360,Action,THQ,1.25,1.15,0.07,0.3,2.77
550,L.A. Noire,X360,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72
556,Madden NFL 12,X360,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69
564,Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
585,NBA 2K12,X360,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
617,Saints Row: The Third,PS3,Action,THQ,0.86,1.06,0.18,0.39,2.49
633,Halo: Combat Evolved Anniversary,X360,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44
657,Dead Island,X360,Action,Deep Silver,1.48,0.71,0,0.2,2.39
660,Kinect: Disneyland Adventures,X360,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,2.38
671,Kinect Sports: Season Two,X360,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36
695,Dead Island,PS3,Action,Deep Silver,1.08,0.75,0.15,0.31,2.29
719,Madden NFL 12,PS3,Sports,Electronic Arts,1.93,0.15,0,0.17,2.25
