Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2494,Mega Man Legends,PS,1997,Capcom,0.39,0.26,0.12,0.05,0.83
2504,Casper,PS,1996,Interplay,0.46,0.31,0,0.05,0.83
2519,MediEvil: Resurrection,PSP,2005,Sony Computer Entertainment,0.19,0.41,0,0.22,0.82
2536,Kamaitachi no Yoru,SNES,1994,ChunSoft,0,0,0.81,0,0.81
2600,The Walking Dead: Season One,PS3,2012,Avanquest Software,0.4,0.25,0.03,0.11,0.79
2635,The 7th Guest,PC,1992,Virgin Interactive,0.01,0.77,0,0,0.78
2639,My Little Pony: Pinkie Pie's Party,DS,2008,THQ,0.72,0,0,0.06,0.78
2691,Raving Rabbids: Travel in Time,Wii,2010,Ubisoft,0.22,0.47,0,0.08,0.76
2716,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Capcom,0.27,0.15,0.3,0.04,0.76
2717,That's So Raven,GBA,2004,Disney Interactive Studios,0.54,0.2,0,0.01,0.76
2737,Tearaway,PSV,2013,Sony Computer Entertainment Europe,0.17,0.39,0,0.19,0.75
2763,The Walking Dead: Season One,X360,2012,Avanquest Software,0.55,0.14,0,0.05,0.75
2811,iCarly,DS,2009,Activision,0.67,0.01,0,0.05,0.73
2854,Catherine,PS3,2011,Deep Silver,0.3,0.15,0.2,0.07,0.72
2874,Conker: Live And Reloaded,XB,2005,Microsoft Game Studios,0.49,0.2,0,0.02,0.71
2926,Hannah Montana: The Movie,DS,2009,Disney Interactive Studios,0.38,0.25,0,0.07,0.7
2939,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Nintendo,0.37,0.14,0.17,0.01,0.7
2952,Minecraft: Story Mode,PS3,2015,Mojang,0.25,0.33,0,0.11,0.69
2999,Hidden Objects: Mystery Stories,DS,2009,GSP,0.19,0.43,0,0.05,0.68
3016,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Disney Interactive Studios,0.4,0.22,0,0.06,0.67
3037,Minecraft: Story Mode,PS4,2015,Mojang,0.23,0.33,0,0.11,0.67
3047,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Capcom,0.33,0.05,0.25,0.04,0.67
3070,Strawberry Shortcake: Summertime Adventure,GBA,2004,Majesco Entertainment,0.47,0.18,0,0.01,0.66
3124,Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Acclaim Entertainment,0.36,0.24,0,0.04,0.65
3258,Bolt,DS,2008,Disney Interactive Studios,0.35,0.21,0,0.06,0.62
3280,Toshochu: Run for Money,3DS,2012,Namco Bandai Games,0,0,0.62,0,0.62
3352,Alice: Madness Returns,PS3,2011,Electronic Arts,0.22,0.25,0.04,0.09,0.6
3372,Xena: Warrior Princess,PS,1998,Electronic Arts,0.33,0.23,0,0.04,0.6
3376,Kinect Rush: A Disney Pixar Adventure,X360,2012,Microsoft Game Studios,0.38,0.16,0,0.05,0.6
3477,Shrek 2: Beg for Mercy,GBA,2004,Activision,0.42,0.15,0,0.01,0.58
3486,Phoenix Wright: Ace Attorney - Justice for All,DS,2006,Capcom,0.24,0.05,0.26,0.03,0.58
3497,Rooms: The Main Building,DS,2010,Nintendo,0.1,0.41,0.01,0.06,0.58
3550,Bratz 4 Real,DS,2007,THQ,0.29,0.22,0,0.06,0.57
3557,Bolt,Wii,2008,Disney Interactive Studios,0.19,0.31,0,0.06,0.57
3578,Hotel Dusk: Room 215,DS,2007,Nintendo,0.27,0.05,0.22,0.03,0.56
3649,Sakura Wars,SAT,1996,Sega,0,0,0.55,0,0.55
3652,Batman: Vengeance,PS2,2001,Ubisoft,0.27,0.21,0,0.07,0.55
3712,Minecraft: Story Mode,XOne,2015,Mojang,0.29,0.21,0,0.05,0.54
3758,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Sega,0,0,0.53,0,0.53
3761,Clock Tower,PS,1996,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53
3800,Alice in Wonderland,Wii,2010,Disney Interactive Studios,0.27,0.21,0,0.05,0.53
3827,The Grinch,PS,1999,Konami Digital Entertainment,0.29,0.2,0,0.03,0.52
3862,That's So Raven 2: Supernatural Style,GBA,2005,Disney Interactive Studios,0.37,0.14,0,0.01,0.52
3947,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009,GSP,0.12,0.33,0,0.06,0.51
3956,Alice: Madness Returns,X360,2011,Electronic Arts,0.27,0.15,0.04,0.04,0.5
3963,Avatar: The Last Airbender,GC,2006,THQ,0.39,0.1,0,0.01,0.5
3984,Alice in Wonderland,DS,2010,Disney Interactive Studios,0.27,0.18,0,0.05,0.5
4037,Ultimate I Spy,Wii,2008,Scholastic Inc.,0.45,0,0,0.03,0.49
4060,Alone in the Dark,X360,2008,Atari,0.14,0.3,0,0.05,0.49
4071,Jake Power: Fireman,DS,2008,Ubisoft,0.08,0.35,0,0.06,0.49
