Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16438,Getsuei Gakuen: kou,PSV,2013,Arc System Works,0,0,0.01,0,0.01
16446,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Quinrose,0,0,0.01,0,0.01
16449,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008,Marvelous Interactive,0,0,0.01,0,0.01
16454,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Views,0,0,0.01,0,0.01
16457,Heart no Kuni no Alice,PS2,2008,Prototype,0,0,0.01,0,0.01
16466,Vitamin Y,DS,2008,D3Publisher,0,0,0.01,0,0.01
16470,Memories Off #5: Togireta Film,PSP,2009,5pb,0,0,0.01,0,0.01
16472,Lucian Bee's: Resurrection Supernova,PS2,2009,5pb,0,0,0.01,0,0.01
16476,Captain Rainbow,Wii,2008,Nintendo,0,0,0.01,0,0.01
16482,Agatha Christie: Peril at End House,PC,2009,JoWood Productions,0,0.01,0,0,0.01
16489,Case Closed: One Truth Prevails,Wii,2007,Nobilis,0,0,0.01,0,0.01
16503,Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Quinrose,0,0,0.01,0,0.01
16505,Naraku no Shiro,PS2,2008,Nippon Ichi Software,0,0,0.01,0,0.01
16506,Shinigami to Shoujo,PSP,2011,Takuyo,0,0,0.01,0,0.01
16507,Mystereet,PS2,2006,Yeti,0,0,0.01,0,0.01
16510,Romeo Vs. Juliet,PSP,2013,Quinrose,0,0,0.01,0,0.01
16524,Akatsuki no Goei Trinity,PS3,2012,5pb,0,0,0.01,0,0.01
16527,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008,Russel,0,0,0.01,0,0.01
16529,Onigokko! Portable,PSP,2013,Alchemist,0,0,0.01,0,0.01
16530,Hoshizora no Comic Garden,DS,2008,D3Publisher,0,0,0.01,0,0.01
16531,Kiniro no Corda 3,3DS,2015,Tecmo Koei,0,0,0.01,0,0.01
16537,Time Travelers,PSP,2012,Level 5,0,0,0.01,0,0.01
16541,Sea Monsters: A Prehistoric Adventure,DS,2007,DSI Games,0.01,0,0,0,0.01
16543,15 Days,PC,2009,DTP Entertainment,0,0.01,0,0,0.01
16554,Sweet Honey Coming,PS2,2009,Kadokawa Shoten,0,0,0.01,0,0.01
16557,Psychic Detective,PS,1995,Electronic Arts,0.01,0,0,0,0.01
16560,Dramatical Murder Re:code,PSV,2014,Nitroplus,0,0,0.01,0,0.01
16562,Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008,Alchemist,0,0,0.01,0,0.01
16563,Hanasaku Manimani,PSV,2014,5pb,0,0,0.01,0,0.01
16564,Kanokon: Esuii,PS2,2008,5pb,0,0,0.01,0,0.01
16574,Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,2013,Prototype,0,0,0.01,0,0.01
16575,Scarlett: Nichijou no Kyoukaisen,PS2,2008,Kadokawa Shoten,0,0,0.01,0,0.01
16578,Neo Angelique Special,PSP,2008,Tecmo Koei,0,0,0.01,0,0.01
16583,Real Rode,PS2,2008,Kadokawa Shoten,0,0,0.01,0,0.01
16589,Secret Files 2: Puritas Cordis,DS,2009,Deep Silver,0,0.01,0,0,0.01
16594,Myst IV: Revelation,PC,2004,Ubisoft,0.01,0,0,0,0.01
