Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5404,Leisure Suit Larry: Magna Cum Laude,PS2,2004,Vivendi Games,0.17,0.13,0,0.04,0.34
5436,Avatar: The Last Airbender,DS,2006,THQ,0.3,0.01,0,0.03,0.34
5451,Beyond Good & Evil,PS2,2003,Ubisoft,0.16,0.13,0,0.04,0.33
5518,Clock Tower 3,PS2,2002,Capcom,0.1,0.08,0.12,0.03,0.33
5520,Goosebumps HorrorLand,DS,2008,Scholastic Inc.,0.31,0,0,0.02,0.33
5537,Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Sega,0,0,0.33,0,0.33
5658,"Ed, Edd n Eddy: Jawbreakers!",GBA,2002,BAM! Entertainment,0.23,0.08,0,0.01,0.32
5661,Riven: The Sequel to Myst,PS,1997,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5687,Catherine,X360,2011,Deep Silver,0.2,0.06,0.03,0.02,0.32
5689,"Monsters, Inc.",PS2,2002,Sony Computer Entertainment,0.15,0.12,0,0.04,0.32
5696,Shenmue II,XB,2002,Microsoft Game Studios,0.22,0.08,0,0.01,0.32
5725,Barbie as The Island Princess,DS,2007,Activision,0.28,0.01,0,0.02,0.31
5733,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Infogrames,0.17,0.12,0,0.02,0.31
5821,LEGO Legends of Chima: Laval's Journey,3DS,2013,Warner Bros. Interactive Entertainment,0.18,0.1,0,0.03,0.31
5854,Charlie and the Chocolate Factory,GBA,2005,Global Star,0.22,0.08,0,0.01,0.3
5855,Neopets: The Darkest Faerie,PS2,2005,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
5861,24: The Game,PS2,2006,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
5875,Jonas,DS,2009,Disney Interactive Studios,0.28,0,0,0.02,0.3
5949,Trace Memory,DS,2005,Nintendo,0.15,0.01,0.12,0.01,0.3
5981,Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002,505 Games,0.02,0.02,0.25,0.01,0.29
5983,Kurohyou: Ryu ga Gotoku Shinshou,PSP,2010,Sega,0,0,0.29,0,0.29
5987,Majin and the Forsaken Kingdom,PS3,2010,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29
6019,CSI: Deadly Intent,Wii,2009,Ubisoft,0.13,0.13,0,0.03,0.29
6060,"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Sega,0,0,0.29,0,0.29
6080,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,Konami Digital Entertainment,0,0,0.29,0,0.29
6116,Bratz Ponyz,DS,2007,Game Factory,0.26,0,0,0.02,0.28
6142,Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Disney Interactive Studios,0.25,0.01,0,0.02,0.28
6145,Avatar: The Last Airbender,Wii,2006,THQ,0.24,0.02,0,0.02,0.28
6216,iCarly 2: iJoin The Click!,DS,2010,Activision,0.26,0.01,0,0.02,0.28
6247,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Namco Bandai Games,0,0.07,0.19,0.01,0.28
6251,Myst III: Exile,PS2,2002,Ubisoft,0.14,0.11,0,0.04,0.28
6268,How to Train Your Dragon 2,Wii,2014,Little Orbit,0.05,0.2,0,0.02,0.27
6289,Evil Dead: Hail to the King,PS,2000,THQ,0.15,0.1,0,0.02,0.27
6336,Sherlock Holmes: Crimes & Punishments,PS4,2014,Focus Home Interactive,0.08,0.14,0,0.05,0.27
6392,Ace Attorney 6,3DS,2016,Capcom,0,0,0.27,0,0.27
6410,Megamind: The Blue Defender,DS,2010,THQ,0.19,0.05,0,0.02,0.27
6413,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Activision,0.11,0.11,0,0.05,0.27
6422,The Dog Island,PS2,2007,Ubisoft,0.13,0.1,0,0.03,0.27
6478,Bolt,PS2,2008,Disney Interactive Studios,0.09,0.02,0,0.16,0.26
6481,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Codemasters,0.24,0,0,0.02,0.26
6502,Ace Attorney Investigations 2,DS,2011,Capcom,0,0,0.26,0,0.26
6513,Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Banpresto,0,0,0.25,0.01,0.26
6531,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,NewKidCo,0.19,0.07,0,0,0.26
6537,Batman: Vengeance,GC,2001,Ubisoft,0.2,0.05,0,0.01,0.26
6545,The Testament of Sherlock Holmes,PS3,2012,Focus Home Interactive,0.05,0.15,0,0.06,0.26
6559,Bratz Ponyz 2,DS,2008,Game Factory,0.24,0,0,0.02,0.26
6565,Oddworld: Stranger's Wrath,XB,2005,Electronic Arts,0.19,0.06,0,0.01,0.26
6573,Drakan: The Ancients' Gates,PS2,2002,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
6581,Pirates of the Caribbean: Dead Man's Chest,DS,2006,Disney Interactive Studios,0.23,0.01,0,0.02,0.26
6591,The Backyardigans,DS,2009,Take-Two Interactive,0.24,0,0,0.02,0.26
