Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
83,FIFA Soccer 13,PS3,Electronic Arts,1.06,5.05,0.13,2.01,8.24
129,Assassin's Creed III,PS3,Ubisoft,2.64,2.56,0.16,1.14,6.5
173,Assassin's Creed III,X360,Ubisoft,3.13,1.71,0.03,0.44,5.3
186,FIFA Soccer 13,X360,Electronic Arts,1.08,3.48,0.03,0.58,5.18
572,Skylanders Giants,Wii,Activision,1.56,0.88,0,0.22,2.65
693,Guild Wars 2,PC,NCSoft,0.95,1.06,0,0.29,2.3
747,Hitman: Absolution,PS3,Square Enix,0.59,1.07,0.07,0.45,2.19
972,Kinect Star Wars,X360,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78
999,Hitman: Absolution,X360,Square Enix,0.68,0.9,0.01,0.17,1.76
1033,Dishonored,X360,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
1073,Call of Duty Black Ops: Declassified,PSV,Activision,0.8,0.52,0.07,0.3,1.69
1077,LEGO Batman 2: DC Super Heroes,X360,Warner Bros. Interactive Entertainment,0.9,0.64,0,0.15,1.68
1178,Kingdom Hearts 3D: Dream Drop Distance,3DS,Square Enix,0.88,0.26,0.34,0.09,1.58
1197,Dishonored,PS3,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
1288,Assassin's Creed III: Liberation,PSV,Ubisoft,0.58,0.55,0.06,0.28,1.47
1312,LEGO Batman 2: DC Super Heroes,Wii,Warner Bros. Interactive Entertainment,0.94,0.4,0,0.11,1.46
1313,Medal of Honor: Warfighter,PS3,Electronic Arts,0.47,0.65,0.06,0.28,1.46
1399,WWE '13,PS3,THQ,0.51,0.62,0,0.26,1.39
1499,Skylanders Giants,X360,Activision,0.75,0.45,0,0.11,1.32
1547,WWE '13,X360,THQ,0.72,0.45,0,0.11,1.28
1550,Kid Icarus: Uprising,3DS,Nintendo,0.48,0.35,0.36,0.07,1.28
1582,LEGO The Lord of the Rings,X360,Warner Bros. Interactive Entertainment,0.63,0.51,0,0.11,1.26
1634,LEGO Batman 2: DC Super Heroes,PS3,Warner Bros. Interactive Entertainment,0.5,0.53,0,0.2,1.22
1685,One Piece: Pirate Warriors,PS3,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2
1708,Resident Evil: Operation Raccoon City,PS3,Capcom,0.48,0.25,0.36,0.1,1.18
