Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
636,Riven: The Sequel to Myst,PC,Red Orb,1.52,0.82,0,0.1,2.43
2494,Mega Man Legends,PS,Capcom,0.39,0.26,0.12,0.05,0.83
5661,Riven: The Sequel to Myst,PS,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
7334,EVE: burst error,SAT,Imagineer,0,0,0.21,0,0.21
8095,Moon,PS,ASCII Entertainment,0,0,0.17,0.01,0.18
8819,Kowloon's Gate,PS,Sony Computer Entertainment,0,0,0.14,0.01,0.15
8865,Space Station Silicon Valley,N64,Take-Two Interactive,0.12,0.03,0,0,0.15
9183,Desire,SAT,Imadio,0,0,0.14,0,0.14
9684,Clock Tower: The First Fear,PS,Human Entertainment,0,0,0.12,0.01,0.12
9740,O.D.T.: Escape... Or Die Trying,PS,Psygnosis,0.07,0.05,0,0.01,0.12
10771,Shadow Master,PS,Psygnosis,0.05,0.04,0,0.01,0.1
11526,Sentimental Graffiti: First Window,SAT,NEC Interchannel,0,0,0.08,0,0.08
11786,Real Sound: Kaze no Riguretto,SAT,Warp,0,0,0.07,0,0.07
12742,Broken Sword II: The Smoking Mirror,PS,Sony Computer Entertainment,0.03,0.02,0,0,0.06
