Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3,Mario Kart Wii,Wii,Nintendo,15.85,12.88,3.79,3.31,35.82
622,Pure,X360,Disney Interactive Studios,1.38,0.85,0,0.25,2.48
629,Midnight Club: Los Angeles,PS3,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45
676,Midnight Club: Los Angeles,X360,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35
803,Need For Speed: Undercover,PS3,Electronic Arts,0.63,1.02,0.05,0.39,2.08
865,Burnout Paradise,PS3,Electronic Arts,1.01,0.64,0.02,0.3,1.97
1069,Need For Speed: Undercover,X360,Electronic Arts,0.79,0.71,0.01,0.18,1.69
1383,Need For Speed: Undercover,PS2,Electronic Arts,0.38,0.08,0.03,0.93,1.4
1419,MotorStorm: Pacific Rift,PS3,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.37
1427,Burnout Paradise,X360,Electronic Arts,0.63,0.58,0.01,0.15,1.36
1836,GRID,PS3,Codemasters,0.31,0.57,0.03,0.2,1.11
2098,Midnight Club: LA Remix,PSP,Take-Two Interactive,0.52,0.28,0,0.19,0.99
2230,Sonic Riders: Zero Gravity,Wii,Sega,0.5,0.32,0.02,0.1,0.93
2318,Pure,PS3,Disney Interactive Studios,0.42,0.33,0,0.14,0.9
2374,GRID,X360,Codemasters,0.33,0.44,0.01,0.09,0.88
2651,Need for Speed: ProStreet,PSP,Electronic Arts,0.24,0.33,0.01,0.2,0.78
2667,Need For Speed: Undercover,PSP,Electronic Arts,0.23,0.32,0.03,0.19,0.77
3026,Need For Speed: Undercover,Wii,Electronic Arts,0.27,0.32,0,0.07,0.67
3700,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,System 3 Arcade Software,0.07,0.4,0,0.07,0.54
3777,NASCAR 09,PS2,Electronic Arts,0.26,0.2,0,0.07,0.53
4142,Ford Racing Off Road,Wii,Xplosiv,0.06,0.4,0,0.01,0.48
4146,Emergency Heroes,Wii,Ubisoft,0.15,0.27,0,0.06,0.48
4646,Monster Jam: Urban Assault,Wii,Activision,0.39,0,0,0.03,0.42
