Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
80,Halo 2,XB,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49
353,Star Wars: Battlefront,PS2,LucasArts,1.93,1.22,0.03,0.44,3.61
501,Call of Duty: Finest Hour,PS2,Activision,1.51,1.12,0.01,0.24,2.89
667,Half-Life 2,PC,Vivendi Games,2.28,0.02,0.08,0,2.37
687,James Bond 007: Everything or Nothing,PS2,Electronic Arts,0.85,1.06,0.09,0.32,2.31
1007,Star Wars: Battlefront,XB,Activision,1.24,0.45,0,0.07,1.75
1321,Red Dead Revolver,PS2,Take-Two Interactive,0.71,0.55,0,0.19,1.45
1425,Tom Clancy's Ghost Recon 2,XB,Ubisoft,0.86,0.45,0,0.06,1.36
1478,Metroid Prime 2: Echoes,GC,Nintendo,0.87,0.35,0.07,0.04,1.33
1535,Transformers,PS2,Atari,0.63,0.49,0,0.16,1.29
1655,Call of Duty: Finest Hour,XB,Activision,0.78,0.4,0,0.04,1.21
1747,Tom Clancy's Ghost Recon: Jungle Storm,PS2,Ubisoft,0.57,0.44,0,0.15,1.16
1767,Bad Boys: Miami Takedown,PS2,Empire Interactive,0.56,0.44,0,0.15,1.15
1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,Ubisoft,0.99,0.12,0,0.02,1.13
1909,Tom Clancy's Ghost Recon 2,PS2,Ubisoft,0.64,0.34,0,0.1,1.08
2196,Killzone,PS2,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
2550,Tom Clancy's Rainbow Six 3,PS2,Ubisoft,0.4,0.31,0,0.1,0.81
2571,Hitman: Contracts,PS2,Eidos Interactive,0.39,0.31,0,0.1,0.8
2710,Syphon Filter: The Omega Strain,PS2,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76
3146,GoldenEye: Rogue Agent,PS2,Electronic Arts,0.54,0.02,0,0.09,0.64
3152,James Bond 007: Everything or Nothing,XB,Electronic Arts,0.43,0.19,0,0.02,0.64
3687,Red Dead Revolver,XB,Take-Two Interactive,0.4,0.12,0,0.02,0.55
3740,Greg Hastings' Tournament Paintball,XB,Activision,0.46,0.06,0,0.02,0.54
3771,Conflict: Vietnam,PS2,SCi,0.26,0.2,0,0.07,0.53
4036,GoldenEye: Rogue Agent,XB,Electronic Arts,0.34,0.13,0,0.02,0.49
4628,James Bond 007: Everything or Nothing,GC,Electronic Arts,0.32,0.08,0,0.01,0.42
4871,Call of Duty: Finest Hour,GC,Activision,0.31,0.08,0,0.01,0.4
5167,GoldenEye: Rogue Agent,GC,Electronic Arts,0.28,0.07,0,0.01,0.36
5381,Hitman: Contracts,XB,Eidos Interactive,0.26,0.07,0,0.01,0.34
6081,Psi-Ops: The Mindgate Conspiracy,PS2,Midway Games,0.14,0.11,0,0.04,0.29
6339,BloodRayne 2,PS2,THQ,0.13,0.1,0,0.03,0.27
6664,Men of Valor,XB,Vivendi Games,0.19,0.05,0,0.01,0.25
6769,Classic NES Series: Xevious,GBA,Nintendo,0.08,0.03,0.12,0.01,0.25
7159,Conflict: Vietnam,XB,SCi,0.17,0.05,0,0.01,0.22
7161,Time Crisis: Crisis Zone,PS2,Namco Bandai Games,0.11,0.09,0,0.03,0.22
7245,Shellshock: Nam '67,XB,Eidos Interactive,0.16,0.05,0,0.01,0.22
7368,Neo Contra,PS2,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
7433,Unreal II: The Awakening,XB,Atari,0.17,0.04,0,0.01,0.21
7613,Star Wars: Battlefront,PC,LucasArts,0.06,0.12,0,0.02,0.2
8054,Vietcong: Purple Haze,PS2,Gathering of Developers,0.09,0.07,0,0.02,0.18
8090,Bad Boys: Miami Takedown,XB,Empire Interactive,0.14,0.04,0,0.01,0.18
8286,Psi-Ops: The Mindgate Conspiracy,XB,Midway Games,0.13,0.04,0,0.01,0.17
8374,Terminator 3: The Redemption,PS2,Atari,0.08,0.06,0,0.02,0.17
8665,Trigger Man,PS2,Play It,0.08,0.06,0,0.02,0.16
8783,Army Men: Sarge's War,GC,Global Star,0.12,0.03,0,0,0.15
