Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7003,The Scorpion King: Rise of the Akkadian,PS2,2002,Universal Interactive,0.11,0.09,0,0.03,0.23
7005,Looney Tunes: Acme Arsenal,Wii,2007,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23
7011,Tom Clancy's Splinter Cell,GC,2003,Ubisoft,0.18,0.05,0,0.01,0.23
7018,The Incredible Hulk: Ultimate Destruction,XB,2005,Vivendi Games,0.17,0.05,0,0.01,0.23
7021,Skylanders: SuperChargers,XOne,2015,Activision,0.16,0.05,0,0.02,0.23
7027,LEGO The Hobbit,WiiU,2014,Warner Bros. Interactive Entertainment,0.1,0.11,0,0.02,0.23
7029,NBA 2K6,X360,2005,Take-Two Interactive,0.21,0.01,0,0.02,0.23
7041,Dynasty Warriors: Strikeforce,X360,2009,Tecmo Koei,0.13,0.06,0.02,0.02,0.23
7048,Perfect Weapon,PS,1996,American Softworks,0.13,0.09,0,0.02,0.23
7053,Mafia,XB,2004,Take-Two Interactive,0.17,0.05,0,0.01,0.23
7054,Spider-Man: Edge of Time,PS3,2011,Activision,0.13,0.07,0,0.03,0.23
7055,Deadly Creatures,Wii,2009,THQ,0.08,0.12,0,0.03,0.23
7062,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,Square Enix,0,0,0.23,0,0.23
7063,Puss in Boots,X360,2011,THQ,0.2,0.02,0,0.02,0.23
7064,Family Fest presents: Movie Games,Wii,2008,Ubisoft,0.2,0.01,0,0.02,0.23
7069,Musou Orochi Z,PS3,2009,Tecmo Koei,0,0,0.23,0,0.23
7072,Naruto Shippuden: Ninja Council 4,DS,2007,Nintendo,0.09,0,0.13,0.01,0.23
7073,Genji: Dawn of the Samurai,PS2,2005,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7077,Critical Depth,PS,1997,GT Interactive,0.13,0.09,0,0.01,0.23
7095,Bratz: Girlz Really Rock,PS2,2008,THQ,0.11,0.09,0,0.03,0.23
7097,Rampage 2: Universal Tour,PS,1998,GT Interactive,0.13,0.09,0,0.01,0.23
7120,All Star Karate,Wii,2010,THQ,0.14,0.07,0,0.02,0.23
7126,Senran Kagura: Estival Versus,PSV,2015,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23
7130,Rogue Ops,PS2,2003,Kemco,0.11,0.09,0,0.03,0.23
7136,Legion: The Legend of Excalibur,PS2,2002,Midway Games,0.11,0.09,0,0.03,0.22
7139,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Namco Bandai Games,0,0,0.22,0,0.22
7144,Spartan: Total Warrior,PS2,2005,Sega,0.11,0.09,0,0.03,0.22
7145,Killer is Dead,PS3,2013,Deep Silver,0.12,0.04,0.05,0.02,0.22
7147,Star Trek: The Game,X360,2013,Namco Bandai Games,0.12,0.09,0,0.02,0.22
7151,Assault,2600,1982,Bomb,0.21,0.01,0,0,0.22
7152,Reactor,2600,1981,Parker Bros.,0.21,0.01,0,0,0.22
7154,Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,THQ,0.17,0.03,0,0.02,0.22
7155,Gundam Battle Chronicle,PSP,2007,Namco Bandai Games,0,0,0.22,0,0.22
7156,G-Force,PS3,2009,Disney Interactive Studios,0.13,0.06,0,0.03,0.22
7157,Danball Senki Boost,PSP,2011,Level 5,0,0,0.22,0,0.22
7166,Hatsune Miku: Project Mirai 2,3DS,2013,Sega,0,0,0.22,0,0.22
7171,Sengoku Basara 3 Utage,PS3,2011,Capcom,0,0,0.22,0,0.22
7177,Danny Phantom: The Ultimate Enemy,GBA,2005,THQ,0.16,0.06,0,0,0.22
7186,Crazy Climber,2600,1981,Atari,0.21,0.01,0,0,0.22
7191,Rampage: Total Destruction,Wii,2006,Midway Games,0.19,0.01,0,0.02,0.22
7196,Mobile Suit Gundam Seed,PS2,2003,Namco Bandai Games,0,0,0.22,0,0.22
7198,Puss in Boots,Wii,2011,THQ,0.19,0.01,0,0.01,0.22
7201,LEGO The Lord of the Rings,PC,2012,Warner Bros. Interactive Entertainment,0.07,0.13,0,0.03,0.22
7202,Hitman: HD Trilogy,PS3,2013,Square Enix,0.07,0.1,0,0.04,0.22
7203,Aliens vs Predator: Requiem,PSP,2007,Vivendi Games,0.03,0.12,0,0.07,0.22
7204,Castlevania: Lords of Shadow 2,PS3,2014,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22
7205,Barbie: Groom and Glam Pups,Wii,2010,THQ,0.19,0.02,0,0.01,0.22
7207,Tenchu: Shadow Assassins,Wii,2008,Ubisoft,0.16,0.01,0.03,0.02,0.22
7211,Jackass the Game,PSP,2007,Empire Interactive,0.09,0.08,0,0.05,0.22
7214,Dungeon Hunter Alliance,PSV,2012,Ubisoft,0.09,0.1,0,0.04,0.22
