Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1969,Skylanders: Trap Team,Wii,2014,Activision,0.42,0.54,0,0.08,1.05
1977,UFC Undisputed 3,PS3,2012,THQ,0.55,0.34,0.03,0.13,1.05
1989,The Simpsons Game,X360,2007,Electronic Arts,0.54,0.4,0,0.11,1.05
1990,Guinness World Records: The Videogame,Wii,2008,Warner Bros. Interactive Entertainment,0.46,0.47,0,0.11,1.04
1992,Legacy of Kain: Soul Reaver,PS,N/A,Eidos Interactive,0.58,0.4,0,0.07,1.04
1994,Disney Tangled,DS,2010,Disney Interactive Studios,0.58,0.37,0,0.09,1.04
1998,Mega Man X4,PS,1996,Virgin Interactive,0.45,0.3,0.22,0.07,1.04
2005,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Activision,0.62,0.33,0,0.09,1.04
2009,LEGO Marvel Super Heroes,XOne,2013,Warner Bros. Interactive Entertainment,0.61,0.34,0,0.09,1.04
2019,Epic Mickey 2: The Power of Two,Wii,2012,Disney Interactive Studios,0.72,0.23,0,0.08,1.03
2023,The Simpsons Game,Wii,2007,Electronic Arts,0.45,0.47,0,0.11,1.03
2024,Tomb Raider,PC,1996,Eidos Interactive,0.96,0.07,0,0,1.03
2031,ZombiU,WiiU,2012,Ubisoft,0.53,0.36,0.05,0.08,1.02
2035,Final Fight 2,SNES,1993,Capcom,0.39,0.12,0.49,0.02,1.02
2037,The Lost World: Jurassic Park,PS,1997,Electronic Arts,0.57,0.39,0,0.07,1.02
2040,Disney Infinity 2.0: Marvel Super Heroes,PS3,2014,Disney Interactive Studios,0.44,0.4,0,0.17,1.02
2041,Harry Potter and the Prisoner of Azkaban,PS2,2004,Electronic Arts,0.5,0.39,0,0.13,1.02
2043,Bayonetta 2,WiiU,2014,Nintendo,0.34,0.28,0.1,0.3,1.01
2044,Prince of Persia,X360,2008,Ubisoft,0.54,0.35,0.02,0.1,1.01
2045,God of War: Ghost of Sparta,PSP,2010,Sony Computer Entertainment,0.41,0.36,0.03,0.21,1.01
2047,Ninja Gaiden II,X360,2008,Tecmo Koei,0.65,0.22,0.05,0.1,1.01
2053,The LEGO Movie Videogame,PS3,2014,Warner Bros. Interactive Entertainment,0.33,0.48,0.02,0.18,1.01
2068,UFC Undisputed 3,X360,2012,THQ,0.72,0.21,0,0.07,1
2074,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Tecmo Koei,0.13,0.1,0.74,0.03,1
2077,Dead Space 3,PS3,2013,Electronic Arts,0.44,0.38,0,0.17,1
2079,Disney Infinity,PS3,2013,Disney Interactive Studios,0.48,0.35,0,0.16,1
2083,Dead Space 3,X360,2013,Electronic Arts,0.64,0.28,0,0.08,0.99
2088,LEGO Harry Potter: Years 5-7,X360,N/A,Warner Bros. Interactive Entertainment,0.51,0.39,0,0.09,0.99
2089,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Ubisoft,0.57,0.34,0.01,0.08,0.99
2092,LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Disney Interactive Studios,0.36,0.46,0,0.17,0.99
2097,Scooby-Doo! First Frights,Wii,2009,Warner Bros. Interactive Entertainment,0.88,0.05,0,0.07,0.99
2099,The Bouncer,PS2,2000,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99
2122,Grand Theft Auto: San Andreas,PC,2005,Take-Two Interactive,0,0.92,0,0.05,0.98
2123,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Ubisoft,0.34,0.41,0.06,0.18,0.98
2124,Pro Evolution Soccer 2014,PS3,2013,Konami Digital Entertainment,0.03,0.43,0.51,0.01,0.98
2127,Brutal Legend,X360,2009,Electronic Arts,0.62,0.27,0,0.09,0.98
2136,Yakuza 4,PS3,N/A,Sega,0.15,0.14,0.63,0.05,0.97
2137,Skylanders: Spyro's Adventure,X360,2011,Activision,0.53,0.35,0,0.1,0.97
2140,Grand Theft Auto: Vice City Stories,PS2,2007,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97
2143,LEGO The Lord of the Rings,Wii,2012,Warner Bros. Interactive Entertainment,0.52,0.37,0,0.08,0.97
2146,LEGO Star Wars II: The Original Trilogy,GC,2006,LucasArts,0.75,0.19,0,0.03,0.97
2147,LEGO Harry Potter: Years 5-7,PS3,N/A,Warner Bros. Interactive Entertainment,0.36,0.45,0,0.16,0.97
2153,PlayStation All-Stars Battle Royale,PS3,2012,Sony Computer Entertainment,0.5,0.28,0.04,0.14,0.96
2157,LEGO Pirates of the Caribbean: The Video Game,DS,2011,Disney Interactive Studios,0.37,0.49,0,0.1,0.96
2167,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Capcom,0.39,0,0.53,0.03,0.96
2170,The Witcher 2: Assassins of Kings,PC,2011,Namco Bandai Games,0.25,0.56,0,0.15,0.96
2173,LEGO Jurassic World,X360,2015,Warner Bros. Interactive Entertainment,0.47,0.4,0,0.08,0.95
2177,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Ubisoft,0.36,0.45,0,0.14,0.95
2180,Ben 10: Alien Force,DS,2008,Koch Media,0.65,0.22,0,0.09,0.95
2187,Brutal Legend,PS3,2009,Electronic Arts,0.54,0.28,0,0.13,0.95
