Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
17,Grand Theft Auto V,PS3,2013,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4
18,Grand Theft Auto: San Andreas,PS2,2004,Take-Two Interactive,9.43,0.4,0.41,10.57,20.81
24,Grand Theft Auto V,X360,2013,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
25,Grand Theft Auto: Vice City,PS2,2002,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15
39,Grand Theft Auto III,PS2,2001,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1
45,Grand Theft Auto V,PS4,2014,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98
46,Pokemon HeartGold/Pokemon SoulSilver,DS,2009,Nintendo,4.4,2.77,3.96,0.77,11.9
52,Grand Theft Auto IV,X360,2008,Take-Two Interactive,6.76,3.1,0.14,1.03,11.02
57,Grand Theft Auto IV,PS3,2008,Take-Two Interactive,4.76,3.76,0.44,1.62,10.57
83,FIFA Soccer 13,PS3,2012,Electronic Arts,1.06,5.05,0.13,2.01,8.24
91,Grand Theft Auto: Liberty City Stories,PSP,2005,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72
95,The Legend of Zelda: Ocarina of Time,N64,1998,Nintendo,4.1,1.89,1.45,0.16,7.6
101,The Legend of Zelda: Twilight Princess,Wii,2006,Nintendo,3.83,2.19,0.6,0.7,7.31
116,Uncharted 3: Drake's Deception,PS3,2011,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83
120,Uncharted 2: Among Thieves,PS3,2009,Sony Computer Entertainment,3.27,2.25,0.21,1,6.73
124,Red Dead Redemption,PS3,2010,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6
128,The Legend of Zelda,NES,1986,Nintendo,3.74,0.93,1.69,0.14,6.51
129,Assassin's Creed III,PS3,2012,Ubisoft,2.64,2.56,0.16,1.14,6.5
135,Red Dead Redemption,X360,2010,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34
139,Driver,PS,1999,GT Interactive,3.11,2.8,0.02,0.33,6.27
143,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05
145,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03
146,Metal Gear Solid,PS,1998,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03
147,The Last of Us,PS3,2013,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99
151,LEGO Star Wars: The Complete Saga,Wii,2007,LucasArts,3.66,1.63,0,0.53,5.83
152,Resident Evil 2,PS,1998,Virgin Interactive,1.88,1.47,2.02,0.45,5.82
157,Assassin's Creed II,PS3,2009,Ubisoft,2.54,1.95,0.21,0.87,5.57
160,Batman: Arkham City,PS3,2011,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53
173,Assassin's Creed III,X360,2012,Ubisoft,3.13,1.71,0.03,0.44,5.3
177,Assassin's Creed II,X360,2009,Ubisoft,3.1,1.56,0.08,0.51,5.27
179,Tomb Raider II,PS,1997,Eidos Interactive,2.3,2.46,0.2,0.28,5.24
186,FIFA Soccer 13,X360,2012,Electronic Arts,1.08,3.48,0.03,0.58,5.18
187,The Legend of Zelda: Phantom Hourglass,DS,2007,Nintendo,1.9,1.83,0.95,0.49,5.17
197,Resident Evil 5,PS3,2009,Capcom,1.96,1.43,1.08,0.65,5.11
198,Grand Theft Auto V,XOne,2014,Take-Two Interactive,2.66,2.01,0,0.41,5.08
199,Grand Theft Auto: Vice City Stories,PSP,2006,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08
202,Resident Evil,PS,1996,Virgin Interactive,2.05,1.16,1.11,0.73,5.05
211,Uncharted: Drake's Fortune,PS3,2007,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94
213,LEGO Star Wars: The Complete Saga,DS,2007,LucasArts,2.89,1.54,0,0.46,4.9
217,God of War III,PS3,2010,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84
223,Batman: Arkham City,X360,2011,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76
224,Driver 2,PS,2000,Atari,2.36,2.1,0.02,0.25,4.73
228,The Lord of the Rings: The Two Towers,PS2,2002,Electronic Arts,1.94,1.95,0.08,0.7,4.67
230,Tomb Raider,PS,1996,Eidos Interactive,2.29,1.97,0.13,0.24,4.63
232,The Legend of Zelda: A Link to the Past,SNES,1991,Nintendo,2.42,0.91,1.15,0.13,4.61
233,The Legend of Zelda: The Wind Waker,GC,2002,Nintendo,2.6,0.99,0.89,0.13,4.6
235,Luigi's Mansion: Dark Moon,3DS,2013,Nintendo,1.78,1.39,1.1,0.3,4.58
237,The Last of Us,PS4,2014,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55
242,Spider-Man: The Movie,PS2,2002,Activision,2.71,1.51,0.03,0.23,4.48
244,Uncharted: The Nathan Drake Collection,PS4,2015,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
