Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8628,Burger Island,DS,2008,Destineer,0.15,0,0,0.01,0.16
8629,Dynasty Warriors 8,X360,2013,Tecmo Koei,0.09,0.05,0,0.01,0.16
8631,Tak and the Guardians of Gross,Wii,2008,THQ,0.15,0,0,0.01,0.16
8633,LEGO The Lord of the Rings,DS,2012,Warner Bros. Interactive Entertainment,0,0.14,0,0.02,0.16
8648,Darksiders II,WiiU,2012,THQ,0.07,0.07,0,0.01,0.16
8657,Power Rangers Double Pack,GBA,2005,THQ,0.11,0.04,0,0,0.16
8663,Saw II: Flesh & Blood,X360,2010,Konami Digital Entertainment,0.1,0.04,0,0.01,0.16
8682,Rudolph the Red-Nosed Reindeer,DS,2010,Crave Entertainment,0.15,0,0,0.01,0.16
8683,WWE '13,Wii,2012,THQ,0.12,0.02,0,0.01,0.16
8699,The Incredible Hulk: The Pantheon Saga,PS,1996,Eidos Interactive,0.09,0.06,0,0.01,0.16
8700,Darksiders II,PC,2012,Nordic Games,0.03,0.1,0,0.03,0.16
8701,Megamind: Ultimate Showdown,PS3,2010,THQ,0.07,0.06,0,0.02,0.16
8703,Space Camp,DS,2009,Activision,0.14,0,0,0.01,0.16
8706,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Marvelous Interactive,0,0,0.16,0,0.16
8707,Ultimate Spider-Man,DS,2005,Activision,0.14,0,0,0.01,0.16
8708,Fist of the North Star: Ken's Rage,X360,2010,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16
8709,Jurassic Park: The Game,X360,N/A,Unknown,0.15,0,0,0.01,0.16
8710,He-Man: Power of Grayskull,GBA,2002,TDK Mediactive,0.11,0.04,0,0,0.16
8714,Wing Commander III: Heart of the Tiger,PS,1996,Electronic Arts,0.09,0.06,0,0.01,0.16
8716,Prince of Persia: The Forgotten Sands,DS,2010,Ubisoft,0.14,0.01,0,0.01,0.16
8732,Deadly Premonition,PS3,2010,Rising Star Games,0.08,0.05,0,0.02,0.15
8736,Chaotic: Shadow Warriors,X360,2009,Activision,0.14,0,0,0.01,0.15
8755,Metal Gear Solid V: Ground Zeroes,X360,2014,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
8760,Pressure Cooker,2600,1982,Activision,0.14,0.01,0,0,0.15
8764,The Adventures of Tintin: The Game,3DS,2011,Ubisoft,0.05,0.09,0,0.02,0.15
8766,Sonny with a Chance,DS,2010,Disney Interactive Studios,0.12,0.02,0,0.01,0.15
8767,Murdered: Soul Suspect,PS3,2014,Square Enix,0.05,0.06,0.02,0.02,0.15
8770,Wolfenstein: The Old Blood,XOne,2015,Bethesda Softworks,0.07,0.07,0,0.01,0.15
8771,The Terminator: Dawn of Fate,XB,2002,Atari,0.11,0.03,0,0.01,0.15
8776,Samurai Warriors: Katana,Wii,2007,Tecmo Koei,0.11,0,0.04,0.01,0.15
8790,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,THQ,0.12,0.02,0,0.01,0.15
8794,The Incredibles: Rise of the Underminer,DS,2005,THQ,0.13,0.01,0,0.01,0.15
8795,Darksiders,PC,2010,THQ,0.07,0.06,0,0.02,0.15
8796,The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,D3Publisher,0.05,0.02,0,0.08,0.15
8804,Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Activision,0.08,0.06,0,0.01,0.15
8806,Thor: God of Thunder,PS3,2011,Sega,0.07,0.06,0,0.02,0.15
8807,Fantastic Four: Rise of the Silver Surfer,PS3,2007,Take-Two Interactive,0.12,0.02,0,0.02,0.15
8809,GoldenEye 007 (2010),DS,2010,Activision,0.11,0.03,0,0.01,0.15
8810,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Konami Digital Entertainment,0,0,0.15,0,0.15
8813,Gundam Breaker 2,PSV,2014,Namco Bandai Games,0,0,0.15,0,0.15
8814,Prince of Persia: The Sands of Time,GBA,2003,Ubisoft,0.11,0.04,0,0,0.15
8816,Zoids: Battle Legends,GC,2003,Tomy Corporation,0.12,0.03,0,0,0.15
8820,Killer7,GC,2005,Capcom,0.12,0.03,0,0,0.15
8825,The Cursed Crusade,X360,2011,DTP Entertainment,0.08,0.05,0,0.01,0.15
8839,Spider-Man: Friend or Foe,Wii,2007,Activision,0.13,0.01,0,0.01,0.15
8846,Terraria,PC,2011,Unknown,0,0.13,0,0.02,0.15
8847,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
8848,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Namco Bandai Games,0,0,0.15,0,0.15
8855,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Activision,0.09,0.04,0,0.03,0.15
8859,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,THQ,0.11,0.04,0,0,0.15
