Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1208,LEGO Battles: Ninjago,DS,Warner Bros. Interactive Entertainment,1.07,0.36,0,0.12,1.55
1322,Anno 2070,PC,Ubisoft,0,1.13,0,0.32,1.45
1716,Plants vs. Zombies,DS,Mastertronic,0.95,0.15,0,0.08,1.18
3400,Total War: Shogun 2,PC,Sega,0.19,0.31,0,0.09,0.59
4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Banpresto,0,0,0.42,0,0.42
4926,Combat of Giants: Dinosaurs 3D,3DS,Ubisoft,0.25,0.06,0.05,0.03,0.39
5354,SD Gundam G Generation World,PSP,Namco Bandai Games,0,0,0.34,0,0.34
5399,Tom Clancy's Ghost Recon: Shadow Wars,3DS,Ubisoft,0.22,0.09,0,0.03,0.34
6343,Tropico 4,PC,Kalypso Media,0.1,0.13,0,0.04,0.27
7375,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21
7821,Plants vs. Zombies,PS3,PopCap Games,0.18,0,0,0.01,0.19
8505,Stronghold 3,PC,N/A,0.06,0.1,0,0,0.16
8549,Yu-Gi-Oh! 5D's Tag Force 6,PSP,Konami Digital Entertainment,0,0,0.16,0,0.16
9144,Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,Namco Bandai Games,0,0,0.14,0,0.14
9807,McDROID,Wii,Namco Bandai Games,0,0,0.12,0,0.12
10102,Stronghold Kingdoms,PC,DTP Entertainment,0,0.1,0,0.02,0.11
10530,Weiss Schwarz Portable,PSP,Namco Bandai Games,0,0,0.1,0,0.1
10535,Dora & Kai-Lan's Pet Shelter,DS,Take-Two Interactive,0.08,0.01,0,0.01,0.1
10841,Dungeons,PC,Kalypso Media,0.07,0.02,0,0.01,0.09
11108,Bakugan: Rise of the Resistance,DS,Activision,0.06,0.02,0,0.01,0.09
11487,"Warhammer 40,000: Dawn of War II - Retribution",PC,THQ,0,0.06,0,0.02,0.08
11501,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,Acquire,0,0,0.08,0,0.08
11599,FabStyle,DS,Tecmo Koei,0,0,0.08,0,0.08
12157,Cities XL 2012,PC,Focus Home Interactive,0.01,0.05,0,0.01,0.07
12183,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,Tecmo Koei,0,0,0.07,0,0.07
12362,Age of Empires Online,PC,Microsoft Game Studios,0.01,0.04,0,0.01,0.06
12785,Yuugen Gaisha Brave Company,3DS,Namco Bandai Games,0,0,0.06,0,0.06
12876,McDROID,PSP,Namco Bandai Games,0,0,0.05,0,0.05
13059,Men of War: Assault Squad,PC,1C Company,0.01,0.03,0,0.01,0.05
13343,SD Gundam G Generation World,Wii,Namco Bandai Games,0,0,0.05,0,0.05
13711,Men of War: Vietnam,PC,Unknown,0,0.03,0,0.01,0.04
13985,Worms: Ultimate Mayhem,PC,Unknown,0,0.03,0,0,0.04
14078,A Game of Thrones: Genesis,PC,Focus Home Interactive,0,0.03,0,0.01,0.04
14101,FabStyle,3DS,Tecmo Koei,0,0,0.03,0,0.03
14112,Supreme Ruler: Cold War,PC,Paradox Interactive,0,0.03,0,0.01,0.03
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,Nippon Ichi Software,0,0,0.03,0,0.03
14724,King Arthur II,PC,Paradox Interactive,0,0.02,0,0,0.03
14777,Farm Frenzy 3,DS,Unknown,0,0.02,0,0,0.03
15420,Trapped Dead,PC,Iceberg Interactive,0,0.02,0,0,0.02
15663,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,Tecmo Koei,0,0,0.02,0,0.02
15689,Machi-ing Maker 4,PS3,D3Publisher,0,0,0.02,0,0.02
15698,Dungeons - The Dark Lord,PC,Kalypso Media,0,0.01,0,0,0.02
15837,Majesty 2 Collection,PC,Paradox Interactive,0,0.01,0,0,0.02
15968,Sengoku,PC,Paradox Interactive,0,0.01,0,0,0.02
16499,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,System Soft,0,0,0.01,0,0.01
16535,STORM: Frontline Nation,PC,Unknown,0,0.01,0,0,0.01
