Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
520,Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
3543,Jampack Summer 2002,PS2,2002,Misc,Sony Computer Entertainment,0.28,0.22,0,0.07,0.57
5655,Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0,0.04,0.32
8525,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,0.12,0.03,0,0.01,0.16
319,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
3402,Rock Band 2,PS2,2008,Misc,MTV Games,0.29,0.23,0,0.08,0.59
6154,Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28
14387,thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0,0,0,0.03
4247,"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,0.13,0.25,0,0.09,0.46
6321,LEGO Harry Potter: Years 5-7,PSP,N/A,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0,0.06,0.27
8668,The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0,0,0.01,0.16
7344,WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0,0.01,0.21
7122,Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23
2114,NASCAR 99,N64,1998,Racing,Electronic Arts,0.94,0.04,0,0.01,0.98
3452,Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.58
9770,Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0,0,0.12,0,0.12
5423,The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,0.11,0.17,0,0.05,0.34
8418,Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0,0.17
9962,TMNT,PSP,2007,Action,Ubisoft,0.1,0.01,0,0.01,0.12
3223,Dragon Quest Monsters Joker 3,3DS,2016,Role-Playing,Square Enix,0,0,0.63,0,0.63
2353,MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89
11278,America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0,0,0.01,0.08
8623,Amped 3,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0,0.01,0.16
14004,Fighting Vipers 2,DC,2000,Fighting,Sega,0,0,0.04,0,0.04
5908,Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,0.15,0.12,0,0.03,0.3
6785,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0,0,0.24,0,0.24
8350,Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0,0,0.17,0,0.17
11222,Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.09
3459,Titanfall,PC,2014,Shooter,Electronic Arts,0.21,0.3,0,0.07,0.58
11472,Prey the Stars,DS,2008,Action,Tecmo Koei,0.07,0,0,0.01,0.08
13314,Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0,0.04,0,0.01,0.05
2488,Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.83
5971,Power Pro Kun Pocket 4,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.29,0.01,0.29
11447,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0,0,0.01,0.08
7175,NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22
6292,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,0.15,0.1,0,0.02,0.27
2317,The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.48,0,0.09,0.9
8968,Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
