Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12306,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0,0,0.06,0,0.06
13642,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,0.04
14109,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0,0,0,0.03
5630,Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0,0.01,0.32
181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21
5597,LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0,0.03,0.32
13384,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0,0,0.05
14790,Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0,0,0.02,0,0.03
10142,MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
6453,Create,Wii,2010,Action,Electronic Arts,0.22,0.03,0,0.02,0.26
11375,Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0,0.01,0.08
2004,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,0.91,0.1,0,0.03,1.04
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0,0,0.07,0,0.07
9117,Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ,0.11,0.03,0,0.01,0.14
9116,Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0,0,0.01,0.14
1967,Cosmic Ark,2600,1981,Shooter,Imagic,0.99,0.05,0,0.01,1.05
7440,Shrek: Reekin' Havoc,GBA,2003,Platform,TDK Mediactive,0.15,0.06,0,0,0.21
2313,Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9
9257,Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14
2282,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91
15834,LifeSigns: Surgical Unit,DS,2005,Simulation,JoWood Productions,0.01,0.01,0,0,0.02
11891,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.07
11956,Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07
5785,Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.24,0.05,0,0.01,0.31
7806,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19
3233,LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0,0.06,0.63
3706,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.2,0,0.08,0.54
4373,Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0,0.01,0.45
11366,Strider 2,PS,2000,Platform,Virgin Interactive,0.05,0.03,0,0.01,0.08
11093,Sidewinder Max,PS2,2000,Simulation,Asmik Ace Entertainment,0,0,0.09,0,0.09
8495,Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,0.13,0.03,0,0,0.16
8818,Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0,0.01,0.15
15584,Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,0,0,0.02,0,0.02
12840,Unsolved Crimes,DS,2008,Adventure,Empire Interactive,0.04,0.01,0,0,0.05
6611,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0,0,0.24,0.02,0.25
705,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
12719,Wantame Fortune Channel,DS,2007,Misc,Capcom,0,0,0.06,0,0.06
3274,Pac-Man Player's Choice Bundle,GC,2003,Misc,Namco Bandai Games,0.48,0.12,0,0.02,0.62
5491,Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,0.16,0.13,0,0.04,0.33
10561,My Healthy Cooking Coach,DS,N/A,Simulation,Unknown,0.09,0,0,0.01,0.1
3863,Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52
11741,In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07
11398,NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0,0,0.08
252,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
15530,Rozen Maiden: Duellwalzer,PS2,2006,Adventure,Taito,0,0,0.02,0,0.02
3085,Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66
12814,Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06
7134,Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.23
16586,Carmageddon 64,N64,1999,Action,Virgin Interactive,0.01,0,0,0,0.01
