Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1619,Farming Simulator 2015,PC,2014,Simulation,Focus Home Interactive,0.08,1.02,0,0.13,1.23
5200,NHL 2K10,Wii,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.03,0.36
965,Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8
8593,California Speed,N64,1999,Misc,Midway Games,0.13,0.03,0,0,0.16
4598,Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.2,0.19,0,0.04,0.42
2311,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.26,0,0.12,0.9
5990,Punch-Out!!,Wii,2007,Sports,Nintendo,0.02,0.22,0.05,0,0.29
4711,X-Men: The Official Game,PS2,2006,Action,Activision,0.2,0.16,0,0.05,0.41
1689,Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,Nintendo,0.56,0.36,0.19,0.09,1.19
12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,0,0,0.06,0,0.06
6604,Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
12176,Mega Man: Battle & Chase,PS,1997,Racing,Capcom,0,0,0.06,0,0.07
16553,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
10564,Surf's Up,X360,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1
7814,Story of Seasons: Good Friends of the Three Villages,3DS,2016,Simulation,Marvelous Interactive,0,0,0.19,0,0.19
8932,Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.13,0.01,0,0.01,0.15
12560,Carol Vorderman's Sudoku,PSP,2006,Puzzle,Xplosiv,0.05,0,0,0.01,0.06
4002,Tony Hawk's Underground 2,GC,2004,Sports,Activision,0.38,0.1,0,0.01,0.5
355,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61
3136,Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,0.13,0.07,0,0.44,0.64
3809,Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.2,0,0.07,0.53
16279,Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.01
15144,Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0.01,0.02
7563,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0,0.02,0.2
16116,Winning Post 7 Maximum 2008,PS3,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
9754,Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,0.12
11646,Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0,0.01,0.08
14592,Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0,0,0,0.03
4973,Ice Age: Dawn of the Dinosaurs,DS,2009,Action,Activision,0.2,0.15,0,0.04,0.39
14245,Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03
