Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1355,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.42
11857,Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
16475,Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0,0,0.01,0,0.01
15150,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0,0,0.02
15573,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
8832,Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,0,0,0.15,0,0.15
12328,Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0,0.01,0.06
16468,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,0.01
819,The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06
4052,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0,0,0.49,0,0.49
875,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0,0,1,0,1
16552,E.T. The Extra-Terrestrial,GBA,2001,Action,NewKidCo,0.01,0,0,0,0.01
1176,Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0,0.15,1.58
13193,MTX Mototrax,PSP,2006,Racing,Activision,0.04,0,0,0,0.05
6778,Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision,0.22,0.01,0,0.02,0.24
7811,IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,0.09,0.07,0,0.02,0.19
2196,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
12214,National Geographic Challenge!,X360,N/A,Misc,Unknown,0.06,0,0,0,0.07
9747,WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0.01,0,0.01,0.12
5108,Hell's Kitchen: The Game,DS,2008,Simulation,Ubisoft,0.34,0.01,0,0.03,0.37
2291,Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91
10907,Shockwave Assault,PS,1995,Simulation,Electronic Arts,0.05,0.04,0,0.01,0.09
3446,Diablo,PS,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58
16406,Ratchet & Clank: Full Frontal Assault,PSV,2012,Adventure,Sony Computer Entertainment,0.01,0,0,0,0.01
5973,Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0.01,0.12,0.12,0.04,0.29
15734,Nano Diver,PSP,2011,Action,Takara Tomy,0,0,0.02,0,0.02
13754,Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,0.04,0,0.04
15035,Kung Fu Panda,PC,2008,Action,Activision,0,0.02,0,0,0.02
14573,Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,0.02,0,0,0,0.03
5389,Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34
4899,Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03,0.39
2195,Wii Play: Motion,Wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95
11579,Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,0.08
9960,UN Squadron,SNES,1991,Shooter,Capcom,0,0,0.12,0,0.12
12198,SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0,0.06,0,0.01,0.07
12841,Minna to Kimi no Piramekino!,DS,2010,Misc,Namco Bandai Games,0,0,0.05,0,0.05
606,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54
5735,The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0,0.01,0.31
15660,SBK09 Superbike World Championship,PS3,2009,Racing,Black Bean Games,0,0.01,0,0,0.02
6041,The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,0.29
10497,Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
15808,Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment,0.02,0,0,0,0.02
6046,Just Dance Wii 2,Wii,2012,Misc,Nintendo,0,0,0.29,0,0.29
9424,Winning Post 5,PS2,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13
1,Wii Sports,Wii,2006,Sports,Nintendo,41.49,29.02,3.77,8.46,82.74
10529,Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0,0.01,0.1
7991,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0,0.02,0.19
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
12098,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07
8143,Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0,0.02,0.18
8646,Mr. Driller 2,GBA,2001,Puzzle,Namco Bandai Games,0,0,0.15,0,0.16
10130,J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
11590,Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,0.06,0.02,0,0,0.08
14720,Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03
12296,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06
2935,Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7
2904,London 2012: The Official Video Game of the Olympic Games,PS3,2012,Sports,Sega,0.06,0.5,0,0.15,0.7
13625,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04
10889,World Stadium 5,PS,2001,Sports,Namco Bandai Games,0,0,0.09,0.01,0.09
14328,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012,Adventure,D3Publisher,0,0,0.03,0,0.03
549,Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73
15870,Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom,0,0,0.02,0,0.02
1001,Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.11,0.48,0,0.16,1.76
7588,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2
13301,Handball 16,PS3,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
9991,Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,0.12
428,Dance Central,X360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
14843,Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,0.02,0,0,0,0.03
1454,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0,1.04,0,0.31,1.35
9173,Bejeweled 3,PS3,N/A,Puzzle,Unknown,0.13,0,0,0.01,0.14
12990,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0,0,0,0.05
13865,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
5504,Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,0.1,0.11,0.06,0.05,0.33
12628,Captain America: Super Soldier,Wii,N/A,Action,Sega,0.05,0,0,0,0.06
