Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
139,Driver,PS,GT Interactive,3.11,2.8,0.02,0.33,6.27
333,Resident Evil 3: Nemesis,PS,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
1156,Silent Hill,PS,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6
1290,Mario Golf,N64,Nintendo,0.62,0.18,0.65,0.02,1.47
1347,Frogger 2: Swampy's Revenge,PS,Hasbro Interactive,0.8,0.54,0,0.09,1.43
1546,Army Men 3D,PS,3DO,1.1,0.14,0,0.04,1.28
1661,Star Wars Episode 1: Jedi Power Battles,PS,LucasArts,0.66,0.48,0.01,0.06,1.21
2307,3Xtreme,PS,989 Studios,0.5,0.34,0,0.06,0.9
2432,Army Men: Air Attack,PS,3DO,0.47,0.32,0,0.06,0.85
2548,Army Men: Sarge's Heroes,N64,3DO,0.68,0.12,0,0.01,0.81
3321,Tomb Raider Chronicles,PS,Eidos Interactive,0.34,0.23,0,0.04,0.61
3426,Barbie: Race & Ride,PS,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59
3580,Army Men: Sarge's Heroes,PS,3DO,0.31,0.21,0,0.04,0.56
3592,Resident Evil 2,N64,Virgin Interactive,0.39,0.09,0.07,0.01,0.56
3648,Fighting Force 2,PS,Eidos Interactive,0.31,0.21,0,0.04,0.55
3719,Gauntlet Legends,N64,Midway Games,0.43,0.1,0,0.01,0.54
3847,Mission: Impossible,PS,Infogrames,0.29,0.2,0,0.03,0.52
4070,Die Hard Trilogy 2: Viva Las Vegas,PS,Fox Interactive,0.27,0.18,0,0.03,0.49
4698,Grudge Warriors,PS,Take-Two Interactive,0.23,0.16,0,0.03,0.41
4731,Superman: The New Superman Adventures,N64,Titus,0.33,0.07,0,0,0.41
4935,BattleTanx: Global Assault,N64,3DO,0.31,0.07,0,0,0.39
5045,MediEvil II,PS,Sony Computer Entertainment,0.21,0.14,0,0.02,0.38
5718,Mario Golf,GB,Nintendo,0,0,0.31,0,0.31
6347,Shadow Man,N64,Acclaim Entertainment,0.18,0.08,0,0.01,0.27
6869,Paperboy,N64,Midway Games,0.19,0.05,0,0,0.24
7228,Rampage 2: Universal Tour,N64,GT Interactive,0.18,0.04,0,0,0.22
7288,Jackie Chan: Stuntmaster,PS,Sony Computer Entertainment,0.12,0.08,0,0.01,0.22
7344,WCW Backstage Assault,PS,Electronic Arts,0.12,0.08,0,0.01,0.21
8128,Shadow Madness,PS,Crave Entertainment,0.1,0.07,0,0.01,0.18
10225,Fighting Force 64,N64,Crave Entertainment,0.09,0.02,0,0,0.11
10549,Urban Chaos,PS,Eidos Interactive,0.06,0.04,0,0.01,0.1
11503,Incredible Crisis,PS,Titus,0.04,0.03,0,0.01,0.08
12634,G-Police: Weapons of Justice,PS,Psygnosis,0.03,0.02,0,0,0.06
12732,Dungeon Keeper 2,PC,Electronic Arts,0,0.05,0,0.01,0.06
13062,Expendable,PS,Infogrames,0.03,0.02,0,0,0.05
13127,Dead in the Water,PS,ASC Games,0.03,0.02,0,0,0.05
14496,Charlie Blasts Territory,N64,Kemco,0.02,0.01,0,0,0.03
15385,Silent Bomber,PS,Virgin Interactive,0.01,0.01,0,0,0.02
16198,Legoland,PC,LEGO Media,0,0.01,0,0,0.01
16586,Carmageddon 64,N64,Virgin Interactive,0.01,0,0,0,0.01
