Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
89,Pokémon Platinum Version,DS,Nintendo,2.82,1.78,2.69,0.55,7.84
162,Monster Hunter Freedom Unite,PSP,Capcom,0.47,0.57,4.13,0.34,5.5
209,Fallout 3,X360,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96
260,Fable II,X360,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
300,Fallout 3,PS3,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
694,Pokemon Ranger: Shadows of Almia,DS,Nintendo,0.95,0.54,0.62,0.18,2.3
1157,Dragon Quest V: Hand of the Heavenly Bride,DS,Square Enix,0.19,0.02,1.36,0.02,1.6
1294,Chrono Trigger,DS,Square Enix,0.69,0.2,0.49,0.09,1.47
1488,World of Warcraft: Wrath of the Lich King,PC,Activision,0.01,0.13,0,1.18,1.32
1538,Valkyria Chronicles,PS3,Sega,0.71,0.2,0.24,0.13,1.29
2105,Fallout 3,PC,Bethesda Softworks,0.02,0.88,0,0.08,0.99
2217,Phantasy Star Portable,PSP,Sega,0.19,0.06,0.63,0.05,0.94
2228,White Knight Chronicles: International Edition,PS3,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
2320,Fossil Fighters,DS,Nintendo,0.84,0,0,0.06,0.9
2333,Sonic Chronicles: The Dark Brotherhood,DS,Sega,0.51,0.29,0.01,0.09,0.89
2387,Kingdom Hearts Re: Chain of Memories,PS2,Square Enix,0.73,0.03,0,0.12,0.87
2528,Shin Megami Tensei: Persona 4,PS2,Atlus,0.34,0.04,0.36,0.08,0.82
2622,Too Human,X360,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79
2752,Tales of Vesperia,X360,Atari,0.32,0.18,0.19,0.05,0.75
2907,Infinite Undiscovery,X360,Square Enix,0.34,0.18,0.12,0.06,0.7
2969,The Last Remnant,X360,Square Enix,0.25,0.2,0.18,0.06,0.69
3003,Mass Effect,PC,Electronic Arts,0,0.59,0,0.09,0.68
3116,Fire Emblem: Shadow Dragon,DS,Nintendo,0.31,0.03,0.27,0.03,0.65
3710,Inazuma Eleven,DS,Nintendo,0,0.14,0.38,0.02,0.54
3733,Rune Factory 2: A Fantasy Harvest Moon,DS,Rising Star Games,0.33,0.03,0.15,0.03,0.54
3751,Magician's Quest: Mysterious Times,DS,Konami Digital Entertainment,0.04,0.01,0.48,0,0.54
3754,Tales of Symphonia: Dawn of the New World,Wii,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54
3830,Spectrobes: Beyond the Portals,DS,Disney Interactive Studios,0.37,0.11,0,0.04,0.52
3922,Disgaea 3: Absence of Justice,PS3,Square Enix,0.32,0.04,0.11,0.04,0.51
4368,Eternal Sonata,PS3,Atari,0.19,0.13,0.07,0.06,0.45
4574,Valkyrie Profile: Covenant of the Plume,DS,Square Enix,0.23,0.02,0.16,0.02,0.42
4903,Rune Factory: Frontier,Wii,Rising Star Games,0.18,0.14,0.04,0.04,0.39
4980,Phantasy Star Ø,DS,Sega,0.16,0,0.2,0.01,0.38
5413,Star Ocean: Second Evolution,PSP,Square Enix,0.14,0.02,0.16,0.02,0.34
5580,The Witcher: Enhanced Edition,PC,Atari,0.32,0.01,0,0,0.32
5666,Monster Lab,Wii,Eidos Interactive,0.28,0.02,0,0.02,0.32
5882,Fossil Fighters (JP sales),DS,Nintendo,0,0,0.3,0,0.3
5886,Glory of Heracles,DS,Nintendo,0.2,0,0.08,0.01,0.3
