Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11617,Whac-A-Mole,DS,2005,Zoo Digital Publishing,0.07,0,0,0.01,0.08
11670,PQ: Practical Intelligence Quotient,PSP,2005,D3Publisher,0.07,0,0,0.01,0.08
11699,Titanic Mystery,DS,2010,PlayV,0.05,0.02,0,0.01,0.08
11755,Buster Bros. Collection,PS,1997,Capcom,0.04,0.03,0,0,0.07
11772,Jewel Link Chronicles: Legend of Athena,DS,2011,GSP,0,0.06,0,0.01,0.07
11777,Santa Claus Is Comin' to Town!,DS,2011,Crave Entertainment,0.07,0,0,0.01,0.07
11782,Jewel Time Deluxe,DS,2011,O-Games,0.04,0.03,0,0.01,0.07
11790,Overlord: Minions,DS,2009,Codemasters,0.07,0,0,0.01,0.07
11791,The Rub Rabbits!,DS,2005,Sega,0.03,0,0.04,0,0.07
11792,Margot's Word Brain,DS,2008,Zoo Games,0.07,0,0,0.01,0.07
