Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7908,Jewel Master: Cradle of Athena,DS,2010,Storm City Games,0.18,0,0,0.01,0.19
7917,Sudoku Gridmaster (JP sales),DS,2006,Nintendo,0,0,0.19,0,0.19
7927,Pictionary,DS,2010,THQ,0.1,0.07,0,0.02,0.19
8074,Jewel Match,DS,2010,PlayV,0.05,0.12,0,0.02,0.18
8114,The Adventures of Cookie & Cream,PS2,2000,Empire Interactive,0.09,0.07,0,0.02,0.18
8152,WordJong Party,Wii,2008,Destineer,0.17,0,0,0.01,0.18
8259,Squeeballs Party,DS,2009,Performance Designed Products,0.16,0,0,0.01,0.17
8276,Sudoku Gridmaster,DS,2006,Nintendo,0.13,0.03,0,0.01,0.17
8324,Professor Heinz Wolff's Gravity,Wii,2008,Deep Silver,0.04,0.12,0,0.02,0.17
8333,Luxor 3,Wii,2008,Mumbo Jumbo,0.16,0,0,0.01,0.17
