Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13665,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Avanquest,0.04,0,0,0,0.04
13671,WTF: Work Time Fun,PSP,2005,Sony Computer Entertainment,0.04,0,0,0,0.04
13677,Luxor: Pharaoh's Challenge,Wii,N/A,Funsta,0.01,0.03,0,0,0.04
13702,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Namco Bandai Games,0,0,0.04,0,0.04
13708,PopCap Arcade Vol 1,X360,2007,PopCap Games,0.04,0,0,0,0.04
13751,Meteos: Disney Magic,DS,2007,Disney Interactive Studios,0.01,0.02,0,0,0.04
13764,Logic Machines,DS,2009,City Interactive,0.04,0,0,0,0.04
13798,Famicom Mini: Clu Clu Land,GBA,2004,Nintendo,0,0,0.04,0,0.04
13802,Rollin' Rascals,DS,2009,Rising Star Games,0.04,0,0,0,0.04
13820,Bomberman: Act Zero,X360,2006,Konami Digital Entertainment,0.04,0,0,0,0.04
