Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
116,Uncharted 3: Drake's Deception,PS3,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83
160,Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53
223,Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76
264,Assassin's Creed: Revelations,PS3,Ubisoft,1.41,2.02,0.1,0.72,4.24
269,The Legend of Zelda: Ocarina of Time,3DS,Nintendo,2.03,1.27,0.62,0.3,4.21
274,Assassin's Creed: Revelations,X360,Ubisoft,2.25,1.47,0.04,0.43,4.19
285,The Legend of Zelda: Skyward Sword,Wii,Nintendo,2.14,1.2,0.37,0.4,4.1
513,Skylanders: Spyro's Adventure,Wii,Activision,1.4,1.14,0,0.31,2.85
544,Saints Row: The Third,X360,THQ,1.25,1.15,0.07,0.3,2.77
617,Saints Row: The Third,PS3,THQ,0.86,1.06,0.18,0.39,2.49
657,Dead Island,X360,Deep Silver,1.48,0.71,0,0.2,2.39
695,Dead Island,PS3,Deep Silver,1.08,0.75,0.15,0.31,2.29
742,Pro Evolution Soccer 2012,PS3,Konami Digital Entertainment,0.34,0.97,0.55,0.33,2.19
837,Need for Speed: The Run,PS3,Electronic Arts,0.58,1.06,0.03,0.37,2.04
908,LEGO Star Wars III: The Clone Wars,Wii,LucasArts,1.08,0.66,0,0.17,1.91
941,inFAMOUS 2,PS3,Sony Computer Entertainment,1.05,0.49,0.08,0.23,1.85
1116,LEGO Pirates of the Caribbean: The Video Game,Wii,Disney Interactive Studios,0.76,0.72,0,0.16,1.64
1245,LEGO Star Wars III: The Clone Wars,X360,LucasArts,0.84,0.54,0,0.13,1.51
1413,Need for Speed: The Run,X360,Electronic Arts,0.63,0.58,0,0.15,1.38
1452,Crysis 2,X360,Electronic Arts,0.7,0.5,0.02,0.12,1.35
1517,Crysis 2,PS3,Electronic Arts,0.45,0.57,0.06,0.21,1.3
1669,LEGO Star Wars III: The Clone Wars,PS3,LucasArts,0.52,0.49,0,0.2,1.2
1750,LEGO Star Wars III: The Clone Wars,DS,LucasArts,0.66,0.39,0,0.11,1.16
1783,Pokemon Rumble Blast,3DS,Nintendo,0.47,0.26,0.35,0.07,1.14
1805,LEGO Star Wars III: The Clone Wars,3DS,LucasArts,0.61,0.43,0,0.09,1.13
1818,Dragon Age II,X360,Electronic Arts,0.72,0.3,0.01,0.09,1.12
1935,Disney Universe,Wii,Disney Interactive Studios,0.67,0.3,0,0.1,1.07
1937,LEGO Pirates of the Caribbean: The Video Game,X360,Disney Interactive Studios,0.54,0.42,0,0.1,1.07
2092,LEGO Pirates of the Caribbean: The Video Game,PS3,Disney Interactive Studios,0.36,0.46,0,0.17,0.99
2137,Skylanders: Spyro's Adventure,X360,Activision,0.53,0.35,0,0.1,0.97
2157,LEGO Pirates of the Caribbean: The Video Game,DS,Disney Interactive Studios,0.37,0.49,0,0.1,0.96
2170,The Witcher 2: Assassins of Kings,PC,Namco Bandai Games,0.25,0.56,0,0.15,0.96
2188,Skylanders: Spyro's Adventure,PS3,Activision,0.39,0.4,0,0.16,0.95
2197,The Tomb Raider Trilogy,PS3,Square Enix,0.27,0.5,0,0.17,0.94
2266,Dynasty Warriors 7,PS3,Tecmo Koei,0.25,0.14,0.46,0.06,0.92
2465,Dragon Age II,PS3,Electronic Arts,0.4,0.27,0.05,0.12,0.84
2628,PokePark 2: Wonders Beyond,Wii,Nintendo,0.27,0.2,0.27,0.05,0.79
2714,Assassin's Creed: Revelations,PC,Ubisoft,0.14,0.48,0,0.14,0.76
2764,Ace Combat: Assault Horizon,PS3,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2781,Crysis 2,PC,Electronic Arts,0.16,0.45,0,0.13,0.74
3156,Dragon Age II,PC,Electronic Arts,0.23,0.33,0,0.09,0.64
3200,Disney Universe,PS3,Disney Interactive Studios,0.3,0.23,0,0.09,0.63
3252,LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,0.29,0.28,0,0.06,0.62
3257,Warriors Orochi 3,PS3,Ubisoft Annecy,0,0.04,0.57,0.01,0.62
3346,Phineas and Ferb: Across the 2nd Dimension,Wii,Disney Interactive Studios,0.36,0.19,0,0.05,0.6
3392,Assassin's Creed: Brotherhood,PC,Ubisoft,0.15,0.34,0,0.1,0.59
