Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
891,Tetris DX,GB,Nintendo,1.06,0.6,0.2,0.07,1.93
1574,Devil Dice,PS,THQ,0.05,0.03,1.1,0.08,1.26
2042,Pong: The Next Level,PS,Hasbro Interactive,0.56,0.38,0,0.07,1.01
2555,The Next Tetris,PS,Atari,0.45,0.31,0,0.05,0.81
5351,Kurushi Final: Mental Blocks,PS,Sony Computer Entertainment,0,0,0.32,0.02,0.34
5453,Bomberman World,PS,Sony Computer Entertainment,0.06,0.04,0.22,0.02,0.33
7188,Bust-A-Move 4,PS,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
9735,Bomberman Party Edition,PS,Virgin Interactive,0.07,0.05,0,0.01,0.12
11026,Hello Kitty's Cube Frenzy,PS,Culture Publishers,0.05,0.03,0,0.01,0.09
11480,Wetrix,N64,Ocean,0.06,0.02,0,0,0.08
11836,Roll Away,PS,Sony Computer Entertainment,0.04,0.03,0,0,0.07
12515,Bust-A-Move '99,N64,Acclaim Entertainment,0.05,0.01,0,0,0.06
15038,Shanghai: True Valor,PS,Activision,0.01,0.01,0,0,0.02
