Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5927,Alvin and the Chipmunks: The Squeakquel,DS,2009,Majesco Entertainment,0.28,0,0,0.02,0.3
5928,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,2010,Namco Bandai Games,0,0,0.3,0,0.3
5942,Guitar Hero: Van Halen,X360,2009,Activision,0.16,0.1,0,0.03,0.3
5957,Just Dance Kids 2,Wii,2011,Ubisoft,0.28,0,0,0.02,0.29
5968,Junior Brain Trainer 2,DS,2010,GSP,0.04,0.21,0,0.04,0.29
5996,Guitar Hero: Van Halen,Wii,2009,Activision,0.14,0.12,0,0.03,0.29
5999,Jeopardy! 2nd Edition,PS,2000,Hasbro Interactive,0.16,0.11,0,0.02,0.29
6004,Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Enix Corporation,0,0,0.29,0,0.29
6005,Def Jam Rapstar,X360,2010,Konami Digital Entertainment,0.25,0.03,0,0.02,0.29
6012,The Smurfs: Dance Party,Wii,2011,Ubisoft,0.22,0.04,0,0.02,0.29
6013,Disney Channel: All Star Party,Wii,2010,Disney Interactive Studios,0.18,0.08,0,0.02,0.29
6036,Duel Masters: Sempai Legends,GBA,2003,Atari,0.21,0.08,0,0.01,0.29
6046,Just Dance Wii 2,Wii,2012,Nintendo,0,0,0.29,0,0.29
6048,DX Game of Life,PS,1996,Takara,0,0,0.27,0.02,0.29
6059,Shrek Super Party,PS2,2002,TDK Mediactive,0.14,0.11,0,0.04,0.29
6066,Trivial Pursuit,PS3,2009,Electronic Arts,0.12,0.12,0,0.05,0.29
6072,Dragon Ball Heroes: Ultimate Mission,3DS,2013,Namco Bandai Games,0,0,0.29,0,0.29
6078,Namco Museum Vol.2,PS,1996,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29
6100,Battle & Get! Pokemon Typing DS,DS,2011,Nintendo,0,0,0.29,0,0.29
6110,SingStar Country,PS2,2008,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28
6123,Monopoly Streets,X360,2010,Electronic Arts,0.16,0.1,0,0.03,0.28
6164,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,2002,Sammy Corporation,0,0,0.28,0,0.28
6177,Guitar Hero Live,PS3,2015,Activision,0.09,0.14,0,0.05,0.28
6179,Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010,Warner Bros. Interactive Entertainment,0.27,0,0,0.02,0.28
6183,Sing Party,WiiU,2012,Nintendo,0.13,0.12,0,0.02,0.28
6185,Monopoly,DS,2010,Electronic Arts,0.16,0.1,0,0.03,0.28
6201,Just Dance 2015,PS3,2014,Ubisoft,0.12,0.11,0,0.05,0.28
6206,Moshi Monsters: Moshlings Theme Park,3DS,2012,Activision,0.13,0.13,0,0.03,0.28
6213,Pac-Man Fever,GC,N/A,Unknown,0.21,0.06,0,0.01,0.28
6220,Patapon 3,PSP,2011,Sony Computer Entertainment,0.05,0.04,0.17,0.02,0.28
6221,Sesame Street: Cookie's Counting Carnival,DS,2010,Warner Bros. Interactive Entertainment,0.26,0,0,0.02,0.28
6223,Guitar Hero: Van Halen,PS3,2009,Activision,0.14,0.09,0,0.04,0.28
6230,Pinkalicious,DS,2011,GameMill Entertainment,0.26,0,0,0.02,0.28
6233,Pokemon Box: Ruby & Sapphire,GC,2003,Nintendo,0,0,0.27,0.01,0.28
6239,AC/DC LIVE: Rock Band Track Pack,Wii,2008,MTV Games,0.25,0,0,0.02,0.28
6240,My Japanese Coach,DS,2008,Ubisoft,0.25,0,0,0.02,0.28
6258,Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Nippon Columbia,0,0,0.28,0,0.28
6262,Nichibutsu Arcade Classics,SNES,1995,Nichibutsu,0,0,0.28,0,0.28
6265,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Nintendo,0,0,0.27,0,0.27
6269,Boogie,DS,2007,Electronic Arts,0.25,0,0,0.02,0.27
6279,Zumba Fitness: World Party,Wii,2013,Majesco Entertainment,0.14,0.11,0,0.03,0.27
6287,Trivial Pursuit,PS2,2009,Electronic Arts,0.09,0.01,0,0.17,0.27
6295,Hatsune Miku: Project Diva f,PS3,2013,Sega,0.08,0,0.19,0.01,0.27
6311,Rhythm Thief & the Emperor's Treasure,3DS,2012,Sega,0.07,0.07,0.12,0.01,0.27
6319,Bridge,2600,1980,Activision,0.25,0.02,0,0,0.27
6342,Reader Rabbit Kindergarten,DS,2008,Nordic Games,0.25,0,0,0.02,0.27
6354,Ben 10 Triple Pack,DS,2011,D3Publisher,0.13,0.12,0,0.03,0.27
6362,Rock Revolution,X360,2008,Konami Digital Entertainment,0.25,0,0,0.02,0.27
6383,Connect Four / Perfection / Trouble,GBA,2005,Zoo Digital Publishing,0.19,0.07,0,0,0.27
6384,Wipeout 2,X360,2011,Activision,0.25,0,0,0.02,0.27
