Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9857,Ultimate Card Games,GBA,2003,Telegames,0.09,0.03,0,0,0.12
9863,Minute to Win It,DS,2010,Zoo Games,0.11,0,0,0.01,0.12
9864,The Bible Game,GBA,2005,Crave Entertainment,0.09,0.03,0,0,0.12
9866,Pinball Hall of Fame: The Williams Collection,X360,2009,Crave Entertainment,0.11,0,0,0.01,0.12
9871,Vacation Isle: Beach Party,Wii,2010,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.12
9882,Everybody Dance,PS3,2011,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9884,Power Gig: Rise of the SixString,X360,2010,Unknown,0.11,0,0,0.01,0.12
9893,Marvel Trading Card Game,DS,2007,Konami Digital Entertainment,0.11,0,0,0.01,0.12
9900,Hatsune Miku: Project Diva X,PSV,2016,Sega,0.01,0,0.1,0,0.12
9928,Rock Band: Metal Track Pack,PS3,2009,MTV Games,0.11,0,0,0.01,0.12
9938,Love Live! School Idol Paradise,PSV,2014,Kadokawa Games,0,0,0.12,0,0.12
9953,Get Up and Dance,Wii,2011,O-Games,0.06,0.04,0,0.01,0.12
9973,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Ubisoft,0.09,0.01,0,0.01,0.12
9977,Wipeout 2,PS3,2011,Activision,0.11,0,0,0.01,0.12
9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,D3Publisher,0,0,0.12,0,0.12
9993,Hasbro Family Game Night Fun Pack,Wii,2011,Electronic Arts,0.11,0,0,0.01,0.12
10003,Hollywood Squares,Wii,2010,Ubisoft,0.11,0,0,0.01,0.11
10013,Karaoke Revolution Presents American Idol Encore 2,PS3,2008,Konami Digital Entertainment,0.11,0,0,0.01,0.11
10014,Nickelodeon Dance,X360,2011,Take-Two Interactive,0.08,0.02,0,0.01,0.11
10026,Family Game Night 4: The Game Show,PS3,2011,Electronic Arts,0.08,0.02,0,0.01,0.11
10032,Brain Quest: Grades 5 & 6,DS,2008,Electronic Arts,0.11,0,0,0.01,0.11
10033,SingStar Latino,PS3,2009,Sony Computer Entertainment,0.11,0,0,0.01,0.11
10043,Taito Legends,PS2,2005,Empire Interactive,0.06,0.04,0,0.01,0.11
10055,Taiko Drum Master: Tokumori!,WiiU,2014,Namco Bandai Games,0,0,0.11,0,0.11
10057,Mega Man Battle Chip Challenge,GBA,2003,Capcom,0.08,0.03,0,0,0.11
10063,Grease,DS,2010,505 Games,0.1,0,0,0.01,0.11
10064,My SAT Coach with The Princeton Review,DS,2008,Ubisoft,0.1,0,0,0.01,0.11
10073,Ping Pals,DS,2004,THQ,0.1,0,0,0.01,0.11
10079,Start the Party! Save the World,PS3,2011,Sony Computer Entertainment,0,0.09,0,0.03,0.11
10082,Naruto Ultimate Collection,PS2,2008,Namco Bandai Games,0.06,0.04,0,0.01,0.11
10094,The Price is Right: Decades,X360,2011,Ubisoft,0.11,0,0,0.01,0.11
10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Daito,0,0,0.11,0,0.11
10118,Just In Time Translations,DS,2009,THQ,0.1,0,0,0.01,0.11
10132,Pac-Man Pinball Advance,GBA,2005,Zoo Digital Publishing,0.08,0.03,0,0,0.11
10143,Truth or Lies,X360,2010,THQ,0.07,0.03,0,0.01,0.11
10144,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Sega,0,0,0.11,0,0.11
10147,Dora's Big Birthday Adventure,Wii,2010,Take-Two Interactive,0.1,0.01,0,0.01,0.11
10164,Pinball Hall of Fame: The Williams Collection,PSP,2008,System 3 Arcade Software,0.09,0.01,0,0.01,0.11
10171,Guitar Rock Tour,DS,2007,Gameloft,0.1,0,0,0.01,0.11
10181,Alvin and the Chipmunks: Chipwrecked,DS,2011,505 Games,0.07,0.03,0,0.01,0.11
10182,Totally Spies! Totally Party,Wii,2008,Ubisoft,0.09,0.01,0,0.01,0.11
10196,Yoostar2,PS3,2011,Unknown,0.04,0.05,0,0.02,0.11
10198,Odama,GC,2006,Nintendo,0.07,0.02,0.02,0,0.11
10199,Karaoke Revolution Presents American Idol Encore,X360,2008,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10204,"Sesame Street: Ready, Set, Grover!",Wii,2011,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
10214,The Croods: Prehistoric Party!,Wii,2013,D3Publisher,0.03,0.07,0,0.01,0.11
10227,Rock Band: Metal Track Pack,Wii,2009,MTV Games,0.1,0,0,0.01,0.11
10249,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Sega,0,0,0.11,0,0.11
10253,Michael Jackson: The Experience,PSV,2011,Ubisoft,0.05,0.04,0,0.02,0.11
10287,Defender,GC,2002,Midway Games,0.08,0.02,0,0,0.11
