Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8040,Amplitude,PS2,2003,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
8043,Shape Up,XOne,2014,Ubisoft,0.08,0.09,0,0.01,0.18
8047,Monopoly Party,XB,2002,Infogrames,0.14,0.04,0,0.01,0.18
8056,Atari Anniversary Advance,GBA,2002,Atari,0.13,0.05,0,0,0.18
8060,Hatsune Miku and Future Stars: Project Mirai,3DS,2012,Sega,0,0,0.18,0,0.18
8061,Let's TAP,Wii,2008,Sega,0.09,0.06,0.01,0.02,0.18
8063,TalkMan (Japan),PSP,2005,Sony Computer Entertainment,0,0,0.18,0,0.18
8064,Cabela's Adventure Camp,Wii,2011,Activision,0.15,0.02,0,0.01,0.18
8068,We Sing UK Hits,Wii,2011,Nordic Games,0,0.16,0,0.02,0.18
8072,Rabbids Party Collection,Wii,2010,Ubisoft,0,0.16,0,0.02,0.18
8079,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Nintendo,0.13,0.05,0,0,0.18
8081,Six Flags Fun Park,DS,2008,Brash Entertainment,0.17,0,0,0.01,0.18
8091,Jampack Vol. 1,PS,1996,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18
8100,Sesame Street: Elmo's Letter Adventure,N64,1999,NewKidCo,0.14,0.04,0,0,0.18
8106,Guitar Hero Live,WiiU,2015,Activision,0.12,0.04,0,0.02,0.18
8120,Daigasso! Band Brothers P,3DS,2013,Nintendo,0,0,0.18,0,0.18
8124,SingStar Motown,PS3,2009,Sony Computer Entertainment,0,0.16,0,0.02,0.18
8133,The Game of Life / Yahtzee / Payday,GBA,2005,Zoo Digital Publishing,0.13,0.05,0,0,0.18
8141,Chuck E. Cheese's Party Games,DS,2010,UFO Interactive,0.17,0,0,0.01,0.18
8147,Atari Anniversary Edition Redux,PS,2000,Infogrames,0.1,0.07,0,0.01,0.18
8158,EyeToy: Groove,PS2,2003,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
8164,All Grown Up! Express Yourself,GBA,2004,THQ,0.13,0.05,0,0,0.18
8200,Namco Museum: 50th Anniversary,XB,2005,Namco Bandai Games,0.13,0.04,0,0.01,0.18
8201,You Don't Know Jack,PS3,2011,THQ,0.16,0,0,0.01,0.18
8204,My French Coach,DS,2007,Ubisoft,0.15,0.02,0,0.01,0.18
8205,Camp Rock: The Final Jam,DS,2010,Disney Interactive Studios,0.14,0.02,0,0.01,0.18
8208,Dead or Alive Paradise,PSP,2010,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.17
8210,Disney Sing It: Family Hits,PS3,2010,Disney Interactive Studios,0.11,0.04,0,0.02,0.17
8216,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Konami Digital Entertainment,0,0.08,0.08,0.01,0.17
8235,Project Spark,XOne,2014,Microsoft Game Studios,0.11,0.05,0,0.02,0.17
8239,World Championship Poker,GBA,2004,Crave Entertainment,0.12,0.05,0,0,0.17
8273,Exhibition Volume 02,XB,2003,Microsoft Game Studios,0.13,0.04,0,0.01,0.17
8291,Hello Kitty: Happy Party Pals,GBA,2005,THQ,0.12,0.05,0,0,0.17
8307,Chuck E. Cheese's Party Games,Wii,2010,UFO Interactive,0.16,0,0,0.01,0.17
8326,Buzz! Brain of the UK,PS3,2009,Sony Computer Entertainment,0,0.15,0,0.02,0.17
8332,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,N/A,0.12,0.05,0,0,0.17
8334,Bratz Kidz,Wii,2008,Game Factory,0.16,0,0,0.01,0.17
8338,Mahjong Fight Club,PSP,2004,Konami Digital Entertainment,0,0,0.17,0,0.17
8343,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,N/A,0.12,0.05,0,0,0.17
8345,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Nintendo,0.12,0.05,0,0,0.17
8349,Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Disney Interactive Studios,0.08,0.06,0,0.02,0.17
8355,Family Feud Decades,Wii,2010,Ubisoft,0.16,0,0,0.01,0.17
8358,Solitaire Overload Plus,DS,2010,Telegames,0.16,0,0,0.01,0.17
8365,Fuzion Frenzy 2,X360,2007,Microsoft Game Studios,0.14,0.01,0,0.01,0.17
8370,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,N/A,0.12,0.04,0,0,0.17
8372,Bomberman Land,Wii,2007,Rising Star Games,0.11,0.02,0.03,0.01,0.17
8391,Michael Jackson: The Experience 3D,3DS,2011,Ubisoft,0.13,0.03,0,0.01,0.17
8397,The Naked Brothers Band: The Video Game,PS2,2008,THQ,0.08,0.06,0,0.02,0.17
8404,I'm A Celebrity: Get Me Out of Here!,Wii,2009,Mindscape,0,0.16,0,0.01,0.17
8409,Tokimeki Memorial: Private Collection,PS,1996,Konami Digital Entertainment,0,0,0.16,0.01,0.17
