Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1847,Lumines: Puzzle Fusion,PSP,2004,Ubisoft,0.52,0.35,0,0.23,1.11
1859,Lode Runner,NES,1984,Hudson Soft,0,0,1.1,0,1.1
2003,Bomberman 64,N64,1997,Hudson Soft,0.5,0.2,0.31,0.03,1.04
2022,Bomberman,NES,1985,Hudson Soft,0.18,0,0.85,0,1.03
2042,Pong: The Next Level,PS,1998,Hasbro Interactive,0.56,0.38,0,0.07,1.01
2081,Puzzler Collection,DS,2008,Ubisoft,0.17,0.78,0,0.04,1
2113,Tetris 2,NES,1993,Nintendo,0.62,0.13,0.21,0.02,0.98
2305,TouchMaster 2,DS,2008,Midway Games,0.3,0.49,0,0.1,0.9
2388,Pictionary,Wii,2010,THQ,0.61,0.19,0,0.07,0.87
2405,Lemmings,PSP,2006,Sony Computer Entertainment,0.12,0.52,0,0.23,0.87
2481,Q*bert,PS,1999,Atari,0.46,0.32,0,0.05,0.84
2500,I Spy: Fun House,DS,2007,Scholastic Inc.,0.77,0,0,0.06,0.83
2515,Clu Clu Land,NES,1984,Nintendo,0.42,0.1,0.28,0.02,0.82
2539,Super Bomberman 2,SNES,1994,Hudson Soft,0,0,0.81,0,0.81
2554,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Level 5,0.2,0.26,0.3,0.04,0.81
2555,The Next Tetris,PS,1998,Atari,0.45,0.31,0,0.05,0.81
2629,Professor Layton and the Azran Legacy,3DS,2013,Nintendo,0,0.48,0.25,0.06,0.78
2638,Puzzler World,DS,2009,Ubisoft,0.41,0.3,0,0.07,0.78
2644,Tetris Party Deluxe,DS,2010,Nintendo,0.29,0.3,0.12,0.07,0.78
2654,Jr. Pac-Man,2600,1983,Atari,0.72,0.05,0,0.01,0.78
2704,Drawn to Life: The Next Chapter,Wii,2009,THQ,0.29,0.39,0,0.08,0.76
2788,WarioWare: Twisted!,GBA,N/A,Unknown,0.16,0.06,0.5,0.02,0.74
2800,Yoshi,GB,1991,Nintendo,0,0,0.73,0,0.73
2816,Katamari Damacy,PS2,2004,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
2849,Super Monkey Ball Jr.,GBA,2002,Atari,0.51,0.19,0,0.01,0.72
2890,"WarioWare, Inc.: Mega Party Game$",GC,2003,Nintendo,0.2,0.05,0.44,0.02,0.71
2908,Super Bomberman 3,SNES,1994,Hudson Soft,0,0,0.7,0,0.7
3038,TV Show King Party,Wii,2008,Ubisoft,0.18,0.41,0,0.08,0.67
3068,Puzzler Brain Games,Wii,2012,Namco Bandai Games,0,0,0.66,0,0.66
3112,Drawn to Life: The Next Chapter,DS,2009,THQ,0.45,0.14,0,0.06,0.65
3273,Mario's Picross,GB,1995,Nintendo,0,0,0.62,0,0.62
3359,Puyo Puyo Sun,SAT,1997,Compile,0,0,0.6,0,0.6
3383,Pokemon Trozei!,DS,2005,Nintendo,0.26,0,0.31,0.02,0.6
3405,BurgerTime,2600,1981,Mattel Interactive,0.55,0.03,0,0.01,0.59
3449,Q*bert,2600,1982,Parker Bros.,0.55,0.03,0,0.01,0.58
3500,Tetris Party Deluxe,Wii,2010,Nintendo,0.34,0.17,0.02,0.05,0.58
3512,Hasbro Family Game Night,PS2,2008,Electronic Arts,0.28,0.22,0,0.07,0.57
3546,Super Bomberman,SNES,1992,Hudson Soft,0,0,0.57,0,0.57
3566,Ms. Pac-Man Maze Madness,GBA,2004,Zoo Digital Publishing,0.4,0.15,0,0.01,0.56
3570,Classic NES Series: Dr. Mario,GBA,2004,Nintendo,0.31,0.11,0.13,0.01,0.56
3609,Archer Maclean's Mercury,PSP,2005,Ignition Entertainment,0.17,0.24,0,0.14,0.56
3662,CrossworDS,DS,2008,Deep Silver,0.51,0,0,0.04,0.55
3716,Despicable Me: The Game - Minion Mayhem,DS,2010,D3Publisher,0.42,0.09,0,0.04,0.54
3741,Hello Kitty: Big City Dreams,DS,2008,Empire Interactive,0.42,0.08,0,0.04,0.54
3759,Jewel Master Egypt,DS,2009,Rondomedia,0.21,0.27,0,0.05,0.53
3817,Picross 3D,DS,2009,Nintendo,0.3,0.03,0.16,0.03,0.53
3840,We Love Katamari,PS2,2005,Electronic Arts,0.26,0.2,0,0.07,0.52
3888,100 All-Time Favorites,DS,2009,Ubisoft,0.35,0.12,0,0.04,0.51
3925,Picross DS,DS,2007,Nintendo,0.17,0.02,0.3,0.02,0.51
4043,Mario & Wario,SNES,1993,Nintendo,0,0,0.49,0,0.49
