Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4086,Scrabble 2007 Edition,DS,2007,Ubisoft,0,0.48,0,0,0.48
4148,Fantavision,PS2,2000,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47
4162,Super Puyo Puyo 2,SNES,1995,Compile,0,0,0.47,0,0.47
4193,Boom Blox Bash Party,Wii,2009,Electronic Arts,0.34,0.09,0,0.04,0.47
4221,Crayola: Treasure Adventures,DS,2007,Ignition Entertainment,0.43,0.01,0,0.03,0.47
4231,Classic NES Series: Pac-Man,GBA,2004,Nintendo,0.25,0.09,0.12,0.01,0.46
4301,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Nintendo,0.05,0.05,0.34,0.01,0.46
4325,The New York Times Crosswords,DS,2007,Majesco Entertainment,0.42,0,0,0.03,0.45
4339,Ghostbusters,2600,1985,Activision,0.42,0.03,0,0,0.45
4367,Pokemon Puzzle League,N64,2000,Nintendo,0.36,0.08,0,0.01,0.45
4420,TouchMaster 3,DS,2009,Warner Bros. Interactive Entertainment,0.3,0.11,0,0.04,0.44
4450,Ms. Pac-Man Maze Madness,PS,2000,Namco Bandai Games,0.25,0.17,0,0.03,0.44
4452,Super Bomberman 4,SNES,1996,Hudson Soft,0,0,0.44,0,0.44
4453,Bomberman II,NES,1991,Hudson Soft,0.16,0.03,0.15,0.1,0.44
4471,Super Breakout,2600,N/A,Atari,0.41,0.03,0,0,0.44
4491,Master of Illusion,DS,2006,Nintendo,0.16,0,0.26,0.01,0.44
4496,Tetris Axis,3DS,2011,Tetris Online,0.2,0.13,0.06,0.03,0.43
4625,Dr. Mario 64,N64,2001,Nintendo,0.34,0.07,0,0,0.42
4648,Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005,Sega,0.32,0.08,0,0.01,0.42
4673,Katamari Forever,PS3,2009,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42
4729,Dig Dug,NES,1985,Namco Bandai Games,0,0,0.41,0,0.41
4767,Mario no Super Picross,SNES,1995,Nintendo,0,0,0.41,0,0.41
4851,Diner Dash: Sizzle & Serve,DS,2007,Eidos Interactive,0.34,0.03,0,0.03,0.4
5063,Hangman,2600,N/A,Atari,0.35,0.02,0,0,0.38
5136,Kotoba no Puzzle: Mojipittan DS,DS,2007,Namco Bandai Games,0,0,0.37,0,0.37
5173,Bejeweled 3,DS,N/A,Unknown,0.32,0.02,0,0.03,0.36
5208,Tetrisphere,N64,1997,Nintendo,0.29,0.06,0,0,0.36
5274,Picross 2,GB,1996,Nintendo,0,0,0.35,0,0.35
5351,Kurushi Final: Mental Blocks,PS,1998,Sony Computer Entertainment,0,0,0.32,0.02,0.34
5380,Super Bust-A-Move,PS2,2000,Acclaim Entertainment,0.17,0.13,0,0.04,0.34
5409,Bookworm,DS,2009,PopCap Games,0.31,0.01,0,0.02,0.34
5412,Puzzle Quest: Challenge of the Warlords,DS,2007,D3Publisher,0.28,0.01,0.03,0.02,0.34
5453,Bomberman World,PS,1998,Sony Computer Entertainment,0.06,0.04,0.22,0.02,0.33
5469,Planet Puzzle League,DS,2007,Nintendo,0.14,0.01,0.16,0.01,0.33
5569,Dr. Mario / Puzzle League,GBA,2005,Nintendo,0.12,0.04,0.16,0.01,0.33
5600,Beautiful Katamari,X360,2007,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32
5601,Bust-A-Move '99,PS,1997,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5634,Kirby's Block Ball,GB,1995,Nintendo,0,0,0.32,0,0.32
5653,Tetris 2 + Bombliss,NES,1991,BPS,0,0,0.32,0,0.32
5657,7 Wonders II,DS,2009,Rondomedia,0.14,0.15,0,0.03,0.32
5717,Bust-A-Move Universe,3DS,2011,Square Enix,0.08,0.15,0.06,0.03,0.31
5740,Foto Frenzy: Spot The Diffrence,DS,2009,Storm City Games,0.29,0,0,0.02,0.31
5787,Math Play,DS,2006,Ubisoft,0.28,0,0,0.02,0.31
5792,TouchMaster: Connect,DS,2010,Warner Bros. Interactive Entertainment,0.11,0.17,0,0.03,0.31
5814,Spin Jam,PS,2000,Empire Interactive,0.17,0.12,0,0.02,0.31
5815,KuruKuru Kururin,GBA,2001,Nintendo,0,0,0.3,0.01,0.31
5841,Lumines ll,PSP,2006,Disney Interactive Studios,0.12,0.12,0,0.07,0.3
5852,Puyo Puyo 7,DS,2009,Sega,0,0,0.3,0,0.3
5898,Super Bomberman 5,SNES,1997,Hudson Soft,0,0,0.3,0,0.3
5951,Mah Jong Quest: Expeditions,DS,2007,Avanquest,0.02,0.26,0,0.01,0.3
