Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11804,Bomberman Max 2: Red Advance,GBA,2002,Vivendi Games,0.05,0.02,0,0,0.07
11811,OK! Puzzle Stars,DS,2010,Ubisoft,0,0.06,0,0.01,0.07
11836,Roll Away,PS,1998,Sony Computer Entertainment,0.04,0.03,0,0,0.07
11849,Roogoo Attack!,DS,2009,SouthPeak Games,0.07,0,0,0,0.07
11862,Squishy Tank,DS,2010,Natsume,0.07,0,0,0,0.07
11924,Make 10: A Journey of Numbers,DS,2007,Nintendo,0,0,0.07,0,0.07
12019,Cut the Rope,3DS,2014,Activision,0.06,0,0,0.01,0.07
12071,Famicom Mini: Wrecking Crew,GBA,2004,Nintendo,0,0,0.07,0,0.07
12104,Sudoku Fever,GBA,2006,Take-Two Interactive,0.05,0.02,0,0,0.07
12133,Tropix,DS,2008,Capcom,0.06,0,0,0,0.07
12141,Challenge Me: Brain Puzzles 2,Wii,2010,O-Games,0,0.06,0,0.01,0.07
12158,Pipe Mania,PSP,2008,Empire Interactive,0.06,0,0,0.01,0.07
12162,Jewels of the Ages,DS,2011,City Interactive,0.03,0.03,0,0.01,0.07
12246,Jewel Quest IV: Heritage,DS,2011,iWin,0,0.05,0,0.01,0.06
12250,Jewel Link Chronicles: Mountains of Madness,DS,N/A,Avanquest,0,0.06,0,0.01,0.06
12280,Santa Claus Is Comin' to Town!,Wii,2011,Crave Entertainment,0.06,0,0,0,0.06
12309,Kururin Paradise,GBA,2002,Unknown,0,0,0.06,0,0.06
12320,Octomania,Wii,2007,Midas Interactive Entertainment,0.06,0,0,0,0.06
12348,Bubble Bobble also featuring Rainbow Islands,PS,1995,Acclaim Entertainment,0.04,0.02,0,0,0.06
12366,Challenge Me: Brain Puzzles,DS,2009,Oxygen Interactive,0.06,0,0,0,0.06
12375,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Nintendo,0,0,0.06,0,0.06
12382,Sudoku Ball Detective,DS,2009,Playlogic Game Factory,0.06,0,0,0,0.06
12430,Arkanoid DS,DS,2007,Square Enix,0.06,0,0,0,0.06
12436,Bubble Bobble: Old & New,GBA,2002,Empire Interactive,0.04,0.02,0,0,0.06
12437,Puzzler Collection,Wii,2008,Ubisoft,0.05,0.01,0,0,0.06
12485,DropCast,DS,2008,THQ,0.06,0,0,0,0.06
12515,Bust-A-Move '99,N64,1998,Acclaim Entertainment,0.05,0.01,0,0,0.06
12518,Worms Blast,GC,2002,Ubisoft,0.05,0.01,0,0,0.06
12534,Rock Blast,DS,2008,UFO Interactive,0.06,0,0,0,0.06
12536,Ivy the Kiwi?,Wii,2010,Rising Star Games,0.04,0.02,0,0,0.06
12560,Carol Vorderman's Sudoku,PSP,2006,Xplosiv,0.05,0,0,0.01,0.06
12570,Match 3 Madness,DS,2010,Foreign Media Games,0,0.05,0,0.01,0.06
12587,3D Lemmings,PS,1995,Psygnosis,0.03,0.02,0,0,0.06
12601,Jewel Legends: Tree of Life,DS,2011,Rising Star Games,0,0.05,0,0.01,0.06
12603,Zendoku,DS,2007,Eidos Interactive,0.05,0,0,0,0.06
12608,Crazy Chicken: Pharaoh's Treasure,DS,2007,Phenomedia,0.05,0,0,0,0.06
12615,Dig Dug: Digging Strike,DS,2005,Atari,0.05,0,0,0,0.06
12638,Adventures of Lolo,NES,1989,HAL Laboratory,0.06,0,0,0,0.06
12645,Jewel Master: Cradle of Persia,DS,2012,Rising Star Games,0,0.05,0,0.01,0.06
12655,Honeycomb Beat,DS,2006,Konami Digital Entertainment,0.05,0,0,0,0.06
12683,Jumble Madness,DS,2009,Destineer,0.06,0,0,0,0.06
12761,Roogoo Twisted Towers,Wii,2009,SouthPeak Games,0.05,0,0,0,0.06
12782,GunPey,PSP,2006,Atari,0.05,0,0,0.01,0.06
12786,Mighty Beanz: Pocket Puzzles,GBA,2004,Majesco Entertainment,0.04,0.01,0,0,0.06
12825,4 Elements,PC,2009,Mastertronic,0,0.04,0,0.01,0.05
12843,Bombastic,PS2,2002,Capcom,0.03,0.02,0,0.01,0.05
12850,Countdown: The Game,Wii,2009,Mindscape,0,0.05,0,0,0.05
12857,7 Wonders: Treasures of Seven,DS,2011,Avanquest,0.02,0.03,0,0.01,0.05
12882,Famicom Mini: Dig Dug,GBA,2004,Namco Bandai Games,0,0,0.05,0,0.05
12907,Bust-A-Bloc,PS2,2002,Midas Interactive Entertainment,0,0,0.05,0,0.05
