Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
227,Animal Crossing: City Folk,Wii,Nintendo,1.87,1.12,1.32,0.37,4.68
586,Style Savvy,DS,Nintendo,0.63,0.84,0.96,0.19,2.61
1014,Dance Dance Revolution X,PS2,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75
1038,Imagine: Teacher,DS,Ubisoft,0.7,0.83,0,0.19,1.72
1150,Dance Dance Revolution: Hottest Party 2,Wii,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
1173,MySims Kingdom,DS,Electronic Arts,0.81,0.6,0.01,0.17,1.58
1221,MySims Kingdom,Wii,Electronic Arts,0.71,0.65,0.01,0.17,1.53
1542,Imagine: Wedding Designer,DS,Ubisoft,0.55,0.59,0,0.14,1.28
1763,Worldwide Soccer Manager 2009,PC,Sega,0,1.14,0,0.01,1.15
1873,Imagine: Babysitters,DS,Ubisoft,0.63,0.36,0,0.1,1.09
1912,Spore Creatures,DS,Electronic Arts,0.67,0.3,0,0.11,1.08
1922,Imagine: Fashion Designer New York,DS,Ubisoft,0.65,0.32,0,0.1,1.07
2087,Littlest Pet Shop: Winter,DS,Electronic Arts,0.59,0.31,0,0.1,0.99
2371,Cooking Mama: World Kitchen,Wii,505 Games,0.51,0.28,0.01,0.08,0.88
2462,Petz Dogz Fashion,DS,Ubisoft,0.46,0.3,0,0.09,0.84
2527,Imagine: Rock Star,DS,Ubisoft,0.4,0.33,0,0.09,0.82
2678,My Baby Girl,DS,Nobilis,0.61,0.1,0,0.06,0.77
2728,Harvest Moon: Animal Parade,Wii,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2822,Imagine: Interior Designer,DS,Ubisoft,0.34,0.31,0,0.08,0.73
2910,The Sims 2: Apartment Pets,DS,Electronic Arts,0.32,0.31,0,0.07,0.7
3309,Littlest Pet Shop: Garden,DS,Electronic Arts,0.31,0.24,0,0.06,0.61
3317,Petz: Dogz Pack,DS,Ubisoft,0.56,0,0,0.05,0.61
3331,Littlest Pet Shop: Jungle,DS,Electronic Arts,0.34,0.2,0,0.06,0.61
3452,Harvest Moon: Sunshine Islands,DS,Rising Star Games,0.35,0.03,0.17,0.03,0.58
