Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
27,Pokemon Black/Pokemon White,DS,Nintendo,5.57,3.28,5.65,0.82,15.32
193,Fable III,X360,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13
215,Monster Hunter Freedom 3,PSP,Capcom,0,0,4.87,0,4.87
290,Fallout: New Vegas,X360,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
431,Fallout: New Vegas,PS3,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
449,Mass Effect 2,X360,Electronic Arts,1.99,0.82,0.03,0.27,3.11
754,Final Fantasy XIII,X360,Square Enix,1.27,0.68,0.01,0.2,2.17
801,World of Warcraft: Cataclysm,PC,Activision,1.77,0.32,0,0,2.08
811,Kingdom Hearts: Birth by Sleep,PSP,Square Enix,0.63,0.42,0.75,0.26,2.07
958,Dragon Quest VI: Realms of Revelation,DS,Nintendo,0.22,0.21,1.35,0.03,1.81
1256,Final Fantasy XIV: A Realm Reborn,PC,Square Enix,0.86,0.48,0,0.17,1.5
1331,Dragon Quest Monsters: Joker 2,DS,Square Enix,0.11,0.08,1.24,0.02,1.45
1483,Pokemon Ranger: Guardian Signs,DS,Nintendo,0.51,0.17,0.58,0.06,1.33
1743,Fallout: New Vegas,PC,Bethesda Softworks,0.58,0.45,0,0.14,1.16
2034,Tales of Graces f,PS3,Namco Bandai Games,0.28,0.21,0.45,0.08,1.02
2109,Xenoblade Chronicles,Wii,Nintendo,0.49,0.26,0.16,0.08,0.98
2117,Kingdom Hearts Re:coded,DS,Square Enix,0.56,0.1,0.27,0.05,0.98
2243,Inazuma Eleven 3,DS,Level 5,0,0,0.93,0,0.93
2456,Golden Sun: Dark Dawn,DS,Nintendo,0.56,0.11,0.13,0.05,0.84
2767,Resonance of Fate,PS3,Sega,0.2,0.22,0.24,0.09,0.74
2794,Star Ocean: The Last Hope International,PS3,Square Enix,0.28,0.16,0.22,0.08,0.73
2990,Fossil Fighters: Champions,DS,Nintendo,0.32,0,0.34,0.02,0.68
3165,NieR,PS3,Square Enix,0.17,0.2,0.2,0.07,0.64
3171,White Knight Chronicles II,PS3,Sony Computer Entertainment,0.23,0.09,0.27,0.05,0.64
3343,MonHun Nikki: Poka Poka Ailu Mura,PSP,Capcom,0,0,0.6,0,0.6
