Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11,Nintendogs,DS,Nintendo,9.07,11,1.93,2.75,24.76
42,Animal Crossing: Wild World,DS,Nintendo,2.55,3.52,5.33,0.88,12.27
1402,The Sims 2,PSP,Electronic Arts,0.49,0.56,0,0.33,1.38
1554,The Sims 2: Nightlife,PC,Electronic Arts,1.22,0.05,0,0,1.27
1572,Tamagotchi Connection: Corner Shop,DS,Atari,0.1,0.02,1.12,0.01,1.26
1789,Dance Dance Revolution Extreme 2,PS2,Konami Digital Entertainment,0.95,0.04,0,0.16,1.14
2150,The Sims 2,DS,Electronic Arts,0.82,0.07,0,0.07,0.96
2561,The Sims 2,PS2,Electronic Arts,0.67,0.03,0,0.11,0.81
4121,Harvest Moon DS (US sales),DS,Rising Star Games,0.41,0.07,0,0,0.48
4504,Flight Control Rocket,GBA,THQ,0.31,0.12,0,0.01,0.43
4959,The Sims 2,GBA,Electronic Arts,0.28,0.1,0,0.01,0.39
5070,Dance Dance Revolution Ultramix 3,XB,Konami Digital Entertainment,0.28,0.08,0,0.01,0.38
5148,Trauma Center: Under the Knife,DS,Nintendo,0.3,0.01,0.02,0.03,0.37
5470,The Sims 2,GC,Electronic Arts,0.26,0.07,0,0.01,0.33
5935,Harvest Moon DS Cute (US sales),DS,Marvelous Interactive,0.3,0,0,0,0.3
6039,Heroes of the Pacific,PS2,Codemasters,0.14,0.11,0,0.04,0.29
6560,A.C.E.: Another Century's Episode,PS2,Banpresto,0,0,0.26,0,0.26
6701,The Sims 2,XB,Electronic Arts,0.19,0.05,0,0.01,0.25
6776,Catz,GBA,Ubisoft,0.18,0.06,0,0,0.24
6814,Harvest Moon: Magical Melody,GC,Ubisoft,0.19,0.05,0,0.01,0.24
7698,Playboy: The Mansion,PS2,Ubisoft,0.1,0.08,0,0.03,0.2
8162,Armored Core: Last Raven,PS2,505 Games,0.05,0.04,0.08,0.01,0.18
9368,NTRA Breeders' Cup World Thoroughbred Championships,PS2,Bethesda Softworks,0.07,0.05,0,0.02,0.13
9479,Harvest Moon DS (jp sales),DS,Rising Star Games,0,0,0.13,0,0.13
9498,Heroes of the Pacific,XB,Codemasters,0.1,0.03,0,0,0.13
10666,Harvest Moon DS Cute (jp sales),DS,Marvelous Interactive,0,0,0.1,0,0.1
10821,Playboy: The Mansion,XB,Ubisoft,0.07,0.02,0,0,0.09
11140,Harvest Moon: Boy & Girl,PSP,Marvelous Interactive,0.08,0,0,0.01,0.09
11515,Silent Hunter III,PC,Ubisoft,0,0.07,0,0.01,0.08
12648,NTRA Breeders' Cup World Thoroughbred Championships,XB,Bethesda Softworks,0.04,0.01,0,0,0.06
12674,The Sims 2: University,PC,Electronic Arts,0.01,0.04,0,0.01,0.06
12772,Dance Dance Revolution: Mario Mix (JP sales),GC,Nintendo,0,0,0.05,0,0.06
13835,The Movies,PC,Activision,0.01,0.03,0,0.01,0.04
14460,S.L.A.I.: Steel Lancer Arena International,PS2,Konami Digital Entertainment,0.01,0.01,0,0,0.03
15076,Falcon 4.0: Allied Force,PC,Graphsim Entertainment,0,0.02,0,0,0.02
15234,The Sims: Complete Collection,PC,Electronic Arts,0.01,0.01,0,0,0.02
15433,Heroes of the Pacific,PC,Codemasters,0,0.02,0,0,0.02
15834,LifeSigns: Surgical Unit,DS,JoWood Productions,0.01,0.01,0,0,0.02
