Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
161,Forza Motorsport 3,X360,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51
414,Gran Turismo (PSP),PSP,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
563,Need for Speed: Shift,PS3,Electronic Arts,0.69,1.41,0.04,0.53,2.68
897,Need for Speed: Shift,X360,Electronic Arts,0.73,0.97,0.01,0.22,1.92
2012,MotorStorm: Arctic Edge,PSP,Sony Computer Entertainment,0.16,0.58,0,0.3,1.04
2054,DiRT 2,PS3,Codemasters,0.27,0.53,0,0.2,1.01
2094,Cars: Race-O-Rama,Wii,THQ,0.61,0.3,0,0.09,0.99
2286,MX vs. ATV Reflex,PS3,THQ,0.52,0.26,0,0.12,0.91
2342,F1 2009,Wii,Codemasters,0.15,0.63,0,0.11,0.89
2433,Need for Speed: Nitro,Wii,Electronic Arts,0.46,0.31,0,0.08,0.85
2553,DiRT 2,X360,Codemasters,0.32,0.4,0,0.09,0.81
2720,Need for Speed: Shift,PSP,Electronic Arts,0.16,0.38,0.01,0.21,0.76
2821,MX vs. ATV Reflex,X360,THQ,0.52,0.15,0,0.06,0.73
3235,MySims Racing,DS,Electronic Arts,0.26,0.29,0,0.07,0.63
3808,F1 2009,PSP,Codemasters,0.08,0.29,0,0.16,0.53
4001,Dreamworks Madagascar Kartz,Wii,Activision,0.29,0.16,0,0.05,0.5
4055,WipEout Pulse,PS2,Sony Computer Entertainment,0,0.15,0,0.33,0.49
4145,Cars: Race-O-Rama,DS,THQ,0.35,0.09,0,0.04,0.48
4159,MySims Racing,Wii,Electronic Arts,0.19,0.23,0,0.05,0.47
4210,Cars: Race-O-Rama,PS2,THQ,0.27,0.03,0,0.17,0.47
4294,Vin Diesel: Wheelman,X360,Ubisoft,0.24,0.17,0,0.05,0.46
4553,NASCAR Kart Racing,Wii,Electronic Arts,0.39,0,0,0.03,0.43
4725,Cars: Race-O-Rama,PSP,THQ,0.29,0.07,0,0.06,0.41
4737,Monster Trucks Mayhem,Wii,Zoo Games,0.39,0,0,0.02,0.41
