Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12006,Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0,0.03,0.04,0,0.07
12306,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0,0,0.06,0,0.06
12276,Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0,0,0.06
13642,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,0.04
16269,Kurogane Kaikitan,PSV,2015,Adventure,Minato Station,0,0,0.01,0,0.01
14109,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0,0,0,0.03
13904,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Enix Corporation,0,0,0.04,0,0.04
5630,Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0,0.01,0.32
14991,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02
181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21
16489,Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0,0,0.01,0,0.01
5597,LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0,0.03,0.32
14851,My DoItAll,DS,2009,Misc,Tomy Corporation,0.02,0,0,0,0.03
13384,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0,0,0.05
9707,NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0,0,0.12
14790,Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0,0,0.02,0,0.03
9250,The Amazing Race,Wii,2010,Misc,Ubisoft,0.13,0,0,0.01,0.14
10142,MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
11385,Robotron X,PS,1996,Shooter,GT Interactive,0.05,0.03,0,0.01,0.08
6453,Create,Wii,2010,Action,Electronic Arts,0.22,0.03,0,0.02,0.26
12260,Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0,0,0.06
11375,Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0,0.01,0.08
14202,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami Digital Entertainment,0,0,0.03,0,0.03
2004,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,0.91,0.1,0,0.03,1.04
2890,"WarioWare, Inc.: Mega Party Game$",GC,2003,Puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0,0,0.07,0,0.07
15847,White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus,0,0,0.02,0,0.02
9117,Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ,0.11,0.03,0,0.01,0.14
9967,de Blob 2,DS,2011,Platform,THQ,0.09,0.02,0,0.01,0.12
9116,Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0,0,0.01,0.14
16307,Moto Racer Advance,GBA,2002,Racing,Ubisoft,0.01,0,0,0,0.01
1967,Cosmic Ark,2600,1981,Shooter,Imagic,0.99,0.05,0,0.01,1.05
8176,Biohazard: Revival Selection,PS3,2011,Action,Capcom,0,0,0.18,0,0.18
7440,Shrek: Reekin' Havoc,GBA,2003,Platform,TDK Mediactive,0.15,0.06,0,0,0.21
13701,Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0.03,0,0,0,0.04
2313,Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9
15570,Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02
9257,Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14
16198,Legoland,PC,1999,Action,LEGO Media,0,0.01,0,0,0.01
2282,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91
13987,NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0,0,0.01,0.04
15834,LifeSigns: Surgical Unit,DS,2005,Simulation,JoWood Productions,0.01,0.01,0,0,0.02
13844,Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04
11891,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.07
2228,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
11956,Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07
15909,Tokyo Friend Park II DS,DS,2006,Misc,Rocket Company,0,0,0.02,0,0.02
5785,Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.24,0.05,0,0.01,0.31
16319,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013,Adventure,Quinrose,0,0,0.01,0,0.01
7806,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19
14694,Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0,0,0.03,0,0.03
3233,LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0,0.06,0.63
8015,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.18
3706,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.2,0,0.08,0.54
7856,Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,0.19
4373,Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0,0.01,0.45
12323,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
11366,Strider 2,PS,2000,Platform,Virgin Interactive,0.05,0.03,0,0.01,0.08
2795,The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.63,0.05,0,0.06,0.73
11093,Sidewinder Max,PS2,2000,Simulation,Asmik Ace Entertainment,0,0,0.09,0,0.09
10394,Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,0.06,0.04,0,0.01,0.11
8495,Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,0.13,0.03,0,0,0.16
12488,Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
8818,Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0,0.01,0.15
16069,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010,Misc,Hackberry,0,0,0.01,0,0.01
15584,Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,0,0,0.02,0,0.02
16106,Kana: Imouto,PSP,2010,Adventure,CyberFront,0,0,0.01,0,0.01
12840,Unsolved Crimes,DS,2008,Adventure,Empire Interactive,0.04,0.01,0,0,0.05
13630,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,0.04
6611,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0,0,0.24,0.02,0.25
7402,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0,0,0.01,0.21
705,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
2460,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84
12719,Wantame Fortune Channel,DS,2007,Misc,Capcom,0,0,0.06,0,0.06
3988,Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5
