Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14027,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
1355,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.42
6133,Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0,0,0.28,0,0.28
11857,Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
3046,Adventures of Tron,2600,1981,Action,Mattel Interactive,0.63,0.03,0,0.01,0.67
16475,Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0,0,0.01,0,0.01
14518,Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,0.02,0.01,0,0,0.03
15150,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0,0,0.02
13117,Fighter Destiny 2,N64,1999,Fighting,Imagineer,0.04,0.01,0,0,0.05
15573,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
3897,Jam With the Band,DS,2008,Misc,Nintendo,0,0,0.51,0,0.51
8832,Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,0,0,0.15,0,0.15
455,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
12328,Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0,0.01,0.06
10399,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
16468,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,0.01
11052,Batman Beyond: Return of the Joker,N64,2000,Action,Ubisoft,0.07,0.02,0,0,0.09
819,The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06
8814,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0,0,0.15
4052,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0,0,0.49,0,0.49
15728,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02
875,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95
10588,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0,0,0.1,0,0.1
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0,0,1,0,1
8690,NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0,0.01,0.16
16552,E.T. The Extra-Terrestrial,GBA,2001,Action,NewKidCo,0.01,0,0,0,0.01
10932,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09
1176,Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0,0.15,1.58
10792,Jikkyou Powerful Pro Yakyuu 11,GC,2004,Sports,Konami Digital Entertainment,0,0,0.09,0,0.1
13193,MTX Mototrax,PSP,2006,Racing,Activision,0.04,0,0,0,0.05
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.09,0.03,0,0,0.12
6778,Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision,0.22,0.01,0,0.02,0.24
16035,Shinobi Koutsutsu,PSP,2014,Adventure,Idea Factory,0,0,0.01,0,0.01
7811,IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,0.09,0.07,0,0.02,0.19
13582,Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
2196,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
