Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11603,Mission Runway,DS,2008,Simulation,Eidos Interactive,0.07,0.01,0,0.01,0.08
6295,Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0,0.19,0.01,0.27
15764,One Piece Mansion,PS,2001,Action,Capcom,0.01,0.01,0,0,0.02
15165,Zathura,XB,2005,Adventure,Take-Two Interactive,0.02,0,0,0,0.02
11334,SaGa 3: Jikuu no Hasha - Shadow or Light,DS,2011,Role-Playing,Square Enix,0,0,0.08,0,0.08
12244,Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,0.04,0.01,0,0.01,0.07
6332,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0,0,0.26,0.01,0.27
7932,F1 2011,PC,2011,Racing,Codemasters,0,0.15,0,0.04,0.19
3851,IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.24,0,0.05,0.52
170,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36
4962,Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0,0,0.39,0,0.39
15037,PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0,0.02,0,0,0.02
2535,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,0.4,0.31,0,0.1,0.81
4706,Farming Simulator 2015,X360,2015,Simulation,Koch Media,0.21,0.16,0,0.04,0.41
4182,"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,0,0.45,0,0.02,0.47
27,Pokemon Black/Pokemon White,DS,2010,Role-Playing,Nintendo,5.57,3.28,5.65,0.82,15.32
1346,NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0,0.19,1.44
8204,My French Coach,DS,2007,Misc,Ubisoft,0.15,0.02,0,0.01,0.18
15081,HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0,0,0.02,0,0.02
13405,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0.01,0.05
5887,Monster Truck Madness 64,N64,1999,Racing,Take-Two Interactive,0.24,0.06,0,0,0.3
15904,Games Explosion!,GBA,2006,Action,THQ,0.01,0,0,0,0.02
12761,Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,0.05,0,0,0,0.06
5050,Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,Banpresto,0,0,0.38,0,0.38
6999,Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23
924,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87
14337,Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
5,Pokemon Red/Pokemon Blue,GB,1996,Role-Playing,Nintendo,11.27,8.89,10.22,1,31.37
15360,Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,0,0,0.02,0,0.02
857,SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98
2316,Samba De Amigo,Wii,2008,Misc,Sega,0.42,0.37,0.01,0.1,0.9
15026,Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02
128,The Legend of Zelda,NES,1986,Action,Nintendo,3.74,0.93,1.69,0.14,6.51
4179,Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04,0.47
13882,Glacier2,Wii,2009,Racing,Zoo Games,0.04,0,0,0,0.04
13660,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04
1910,DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08
776,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12
13172,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0,0.04,0,0.01,0.05
14656,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0,0.02,0,0,0.03
7810,Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure,THQ,0.17,0.01,0,0.01,0.19
461,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
16550,Bookworm Deluxe,PC,2006,Puzzle,PopCap Games,0.01,0,0,0,0.01
1546,Army Men 3D,PS,1999,Action,3DO,1.1,0.14,0,0.04,1.28
5725,Barbie as The Island Princess,DS,2007,Adventure,Activision,0.28,0.01,0,0.02,0.31
12106,The Putter Golf,PS,2001,Sports,D3Publisher,0.04,0.03,0,0,0.07
5584,Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0,0.04,0.32
4484,Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,0.44
3566,Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,0.4,0.15,0,0.01,0.56
483,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
7870,Tottadoo! Yoiko no Mujintou Seikatsu,DS,2008,Adventure,Namco Bandai Games,0,0,0.19,0,0.19
13969,Winning Post 8,PSV,2014,Racing,Tecmo Koei,0,0,0.04,0,0.04
2461,Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84
12797,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06
13388,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0,0,0.05
15378,Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,Namco Bandai Games,0,0,0.02,0,0.02
14455,Peak Performance,PS,1997,Racing,JVC,0.02,0.01,0,0,0.03
13551,Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0,0,0,0.04
1077,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0,0.15,1.68
1620,Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1,0.14,0,0.1,1.23
104,Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23
10558,Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.03,0.06,0,0.01,0.1
10620,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,0,0,0.1,0,0.1
