Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
35,Call of Duty: Black Ops II,PS3,Shooter,Activision,4.99,5.88,0.65,2.52,14.03
36,Call of Duty: Black Ops II,X360,Shooter,Activision,8.25,4.3,0.07,1.12,13.73
65,New Super Mario Bros. 2,3DS,Platform,Nintendo,3.66,3.07,2.47,0.63,9.82
66,Halo 4,X360,Shooter,Microsoft Game Studios,6.63,2.36,0.04,0.73,9.76
74,Animal Crossing: New Leaf,3DS,Simulation,Nintendo,2.01,2.32,4.36,0.41,9.09
82,Pokemon Black 2/Pokemon White 2,DS,Role-Playing,Nintendo,2.91,1.86,3.14,0.43,8.33
83,FIFA Soccer 13,PS3,Action,Electronic Arts,1.06,5.05,0.13,2.01,8.24
112,Just Dance 4,Wii,Misc,Ubisoft,4.14,2.21,0,0.56,6.91
129,Assassin's Creed III,PS3,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5
173,Assassin's Creed III,X360,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3
182,Diablo III,PC,Role-Playing,Activision,2.43,2.15,0,0.62,5.2
184,New Super Mario Bros. U,WiiU,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19
186,FIFA Soccer 13,X360,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18
247,Nintendo Land,WiiU,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44
383,Far Cry 3,PS3,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
406,Mario Party 9,Wii,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
439,Resident Evil 6,PS3,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
454,Borderlands 2,X360,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
458,Mass Effect 3,X360,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
460,Far Cry 3,X360,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
469,NBA 2K13,X360,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3
499,Need for Speed: Most Wanted,PS3,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
507,Madden NFL 13,X360,Sports,Electronic Arts,2.53,0.16,0,0.17,2.86
572,Skylanders Giants,Wii,Action,Activision,1.56,0.88,0,0.22,2.65
604,Madden NFL 13,PS3,Sports,Electronic Arts,2.11,0.23,0,0.22,2.56
624,NBA 2K13,PS3,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48
693,Guild Wars 2,PC,Action,NCSoft,0.95,1.06,0,0.29,2.3
705,Borderlands 2,PS3,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
707,Paper Mario: Sticker Star,3DS,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27
747,Hitman: Absolution,PS3,Action,Square Enix,0.59,1.07,0.07,0.45,2.19
845,Forza Horizon,X360,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02
849,Fire Emblem: Awakening,3DS,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2
859,Resident Evil 6,X360,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98
910,Max Payne 3,PS3,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9
947,World of Warcraft: Mists of Pandaria,PC,Role-Playing,Activision,0.84,0.76,0,0.23,1.83
972,Kinect Star Wars,X360,Action,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78
979,Dragon's Dogma,PS3,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78
999,Hitman: Absolution,X360,Action,Square Enix,0.68,0.9,0.01,0.17,1.76
1033,Dishonored,X360,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
1073,Call of Duty Black Ops: Declassified,PSV,Action,Activision,0.8,0.52,0.07,0.3,1.69
1077,LEGO Batman 2: DC Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0,0.15,1.68
1103,Max Payne 3,X360,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
1175,Need for Speed: Most Wanted,X360,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58
