Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
133,Pokémon Crystal Version,GB,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39
174,Final Fantasy IX,PS,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3
224,Driver 2,PS,Action,Atari,2.36,2.1,0.02,0.25,4.73
226,Tony Hawk's Pro Skater 2,PS,Sports,Activision,3.05,1.41,0.02,0.2,4.68
243,Dragon Quest VII: Warriors of Eden,PS,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47
295,Tekken Tag Tournament,PS2,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
334,Spyro: Year of the Dragon,PS,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71
359,WWF SmackDown!,PS,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
368,Rugrats in Paris: The Movie,PS,Action,THQ,1.96,1.33,0,0.23,3.52
394,Crash Bash,PS,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
399,The Legend of Zelda: Majora's Mask,N64,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
424,WWF SmackDown! 2: Know Your Role,PS,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
442,Spider-Man,PS,Action,Activision,1.7,1.25,0.02,0.16,3.13
474,The Sims: Livin Large,PC,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99
548,Pokémon Stadium 2,N64,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73
577,Midnight Club: Street Racing,PS2,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63
610,Perfect Dark,N64,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
685,Mario Tennis,N64,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32
738,Wario Land 3,GB,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2
746,Donkey Kong Country,GB,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19
748,Yu-Gi-Oh: Duel Monsters 4,GB,Role-Playing,Konami Digital Entertainment,0,0,2.17,0.01,2.18
759,Syphon Filter 2,PS,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08,2.15
780,Tony Hawk's Pro Skater,N64,Sports,Activision,1.68,0.4,0,0.03,2.11
904,Mario Party 3,N64,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91
961,Crazy Taxi,DC,Racing,Sega,1.1,0.51,0.12,0.08,1.81
986,Kirby 64: The Crystal Shards,N64,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77
1087,Madden NFL 2001,PS,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67
1102,SSX,PS2,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66
1174,Jampack Summer 2K,PS,Misc,Sony Computer Entertainment,0.88,0.6,0,0.1,1.58
1187,Smuggler's Run,PS2,Racing,Take-Two Interactive,0.77,0.6,0,0.2,1.56
1202,007: The World is not Enough,N64,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55
1213,Dark Cloud,PS2,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
1255,Tokyo Xtreme Racer Zero,PS2,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5
1260,Madden NFL 2001,PS2,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5
1261,WWF No Mercy,N64,Fighting,THQ,1.2,0.27,0.02,0.02,1.5
1273,Banjo-Tooie,N64,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49
1403,Paper Mario,N64,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,1.38
1465,Command & Conquer: Red Alert 2,PC,Strategy,Electronic Arts,1.32,0.02,0,0,1.34
1475,Tony Hawk's Pro Skater,GB,Sports,Activision,0.9,0.38,0.01,0.05,1.33
1477,Triple Play 2001,PS,Sports,Electronic Arts,0.74,0.5,0,0.09,1.33
1585,NBA Live 2001,PS,Sports,Electronic Arts,0.7,0.47,0,0.08,1.25
1608,Ridge Racer V,PS2,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24
1622,Kirby Tilt 'n' Tumble,GB,Puzzle,Nintendo,0.29,0.17,0.75,0.02,1.23
1662,Dino Crisis 2,PS,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21
1712,Mario Tennis,GB,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18
1784,Action Bass,PS,Action,Take-Two Interactive,0.64,0.43,0,0.07,1.14
1795,Resident Evil - Code: Veronica,DC,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14
1879,NFL 2K1,DC,Sports,Sega,1.02,0.05,0,0.02,1.09
1981,Dave Mirra Freestyle BMX,PS,Sports,Acclaim Entertainment,0.91,0.11,0,0.03,1.05
1996,ATV: Quad Power Racing,PS,Racing,Acclaim Entertainment,0.58,0.39,0,0.07,1.04
2060,Dead or Alive 2,PS2,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08,1
2062,Excitebike 64,N64,Racing,Nintendo,0.65,0.15,0.19,0.01,1
2071,NFL GameDay 2001,PS,Sports,Sony Computer Entertainment,0.56,0.38,0,0.07,1
2082,Jampack Winter 2000,PS,Misc,Sony Computer Entertainment,0.55,0.38,0,0.07,1
2085,NFL Fever 2002,XB,Sports,Microsoft Game Studios,0.74,0.21,0,0.04,0.99
2099,The Bouncer,PS2,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99
2149,Medal of Honor: Underground,PS,Shooter,Electronic Arts,0.54,0.37,0,0.06,0.97
2163,NHL 2001,PS2,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96
2184,Kessen,PS2,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95
2249,007: The World is not Enough,PS,Action,Electronic Arts,0.51,0.35,0,0.06,0.92
2284,Colin McRae Rally 2.0,PS,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91
2353,MLB 2001,PS,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89
2404,Vagrant Story,PS,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87
2451,Street Fighter EX3,PS2,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85
2484,Dynasty Warriors 2,PS2,Action,THQ,0.24,0.19,0.34,0.06,0.83
2489,FIFA Soccer World Championship,PS2,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83
2492,Yu-Gi-Oh! Dark Duel Stories,GB,Misc,Konami Digital Entertainment,0,0,0.83,0,0.83
2533,Dragon Warrior III,GB,Role-Playing,Enix Corporation,0,0,0.81,0,0.81
2535,Ready 2 Rumble Boxing: Round 2,PS2,Fighting,Midway Games,0.4,0.31,0,0.1,0.81
2538,Tales of Destiny II,PS,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
2540,NASCAR 2001,PS,Racing,Electronic Arts,0.45,0.31,0,0.05,0.81
2566,Who wants to be a millionaire,PS,Misc,Eidos Interactive,0.45,0.3,0,0.05,0.8
2587,Super Robot Taisen α,PS,Strategy,Banpresto,0,0,0.75,0.05,0.8
2615,Armored Core 2,PS2,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79
2664,Caesars Palace 2000: Millennium Gold Edition,PS,Misc,Interplay,0.43,0.29,0,0.05,0.77
2736,Mega Man X5,PS,Platform,Capcom,0.3,0.21,0.2,0.05,0.75
2867,Resident Evil: Survivor,PS,Action,Eidos Interactive,0.23,0.15,0.29,0.05,0.71
2873,Jeremy McGrath Supercross 2000,PS,Racing,Acclaim Entertainment,0.4,0.27,0,0.05,0.71
2929,NASCAR 2001,PS2,Racing,Electronic Arts,0.34,0.27,0,0.09,0.7
2932,NCAA Football 2001,PS,Sports,Electronic Arts,0.39,0.26,0,0.05,0.7
2934,Mobile Suit Gundam: Journey to Jaburo,PS2,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7
3066,Jikkyou World Soccer 2000 Final Edition,PS2,Sports,Konami Digital Entertainment,0,0,0.66,0,0.66
3124,Mary-Kate and Ashley: Magical Mystery Mall,PS,Adventure,Acclaim Entertainment,0.36,0.24,0,0.04,0.65
3177,Madden NFL 2001,N64,Sports,Electronic Arts,0.6,0.03,0,0.01,0.64
3231,NHL 2001,PS,Sports,Electronic Arts,0.35,0.24,0,0.04,0.63
3236,Buzz Lightyear of Star Command,PS,Platform,Activision,0.35,0.24,0,0.04,0.63
3263,Disney's 102 Dalmatians: Puppies to the Rescue,PS,Platform,Eidos Interactive,0.34,0.23,0,0.04,0.62
3362,Mickey's Speedway USA,N64,Racing,Nintendo,0.37,0.08,0.14,0.01,0.6
3399,NFL Blitz 2001,PS,Sports,Midway Games,0.33,0.22,0,0.04,0.59
3462,Sammy Sosa High Heat Baseball 2001,PS,Sports,3DO,0.32,0.22,0,0.04,0.58
3471,Unreal Tournament,PS2,Shooter,Infogrames,0.28,0.22,0,0.07,0.58
3472,Digimon World 2,PS,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58
3491,Tenchu 2: Birth of the Stealth Assassins,PS,Action,Activision,0.32,0.22,0,0.04,0.58
3518,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,Strategy,Namco Bandai Games,0,0,0.54,0.04,0.57
3553,Bob the Builder: Can We Fix It?,PS,Action,THQ,0.31,0.21,0,0.04,0.57
3561,Breath of Fire IV,PS,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56
3588,NASCAR Rumble,PS,Racing,Electronic Arts,0.31,0.21,0,0.04,0.56
3665,Contender 2,PS,Fighting,3DO,0.31,0.21,0,0.04,0.55
3696,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,Sports,SquareSoft,0,0,0.54,0,0.54
3770,007 Racing,PS,Racing,Electronic Arts,0.3,0.2,0,0.03,0.53
3796,Spider-Man,N64,Action,Activision,0.43,0.09,0,0.01,0.53
3822,Pachi-Slot Aruze Oukoku 4,PS,Misc,Aruze Corp,0,0,0.49,0.03,0.53
3845,Ready 2 Rumble Boxing: Round 2,PS,Fighting,Midway Games,0.29,0.2,0,0.03,0.52
3856,Swing Away Golf,PS2,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52
3900,Summoner,PS2,Role-Playing,THQ,0.25,0.2,0,0.07,0.51
3933,Final Fantasy,WS,Role-Playing,SquareSoft,0,0,0.51,0,0.51
3978,Rugrats in Paris: The Movie,N64,Action,THQ,0.4,0.09,0,0.01,0.5
4125,Theme Park Roller Coaster,PS2,Strategy,Electronic Arts,0.23,0.18,0,0.06,0.48
4148,Fantavision,PS2,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47
4163,Gauntlet Legends,PS,Action,Midway Games,0.26,0.18,0,0.03,0.47
4173,Victorious Boxers: Ippo's Road to Glory,PS2,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47
4287,Star Wars: Demolition,PS,Racing,Activision,0.25,0.17,0,0.03,0.46
4367,Pokemon Puzzle League,N64,Puzzle,Nintendo,0.36,0.08,0,0.01,0.45
4399,Walt Disney World Quest: Magical Racing Tour,PS,Racing,Eidos Interactive,0.25,0.17,0,0.03,0.45
4450,Ms. Pac-Man Maze Madness,PS,Puzzle,Namco Bandai Games,0.25,0.17,0,0.03,0.44
4466,Grind Session,PS,Sports,Sony Computer Entertainment,0.24,0.17,0,0.03,0.44
4518,TimeSplitters,PS2,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43
4624,NFL Blitz 2001,N64,Sports,Midway Games,0.34,0.07,0,0,0.42
4627,Army Men: Sarge's Heroes 2,N64,Shooter,3DO,0.34,0.07,0,0,0.42
4667,Mega Man Legends 2,PS,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42
4694,Wheel of Fortune: 2nd Edition,PS,Misc,Hasbro Interactive,0.23,0.16,0,0.03,0.41
4697,Cool Boarders 2001,PS,Sports,Sony Computer Entertainment,0.23,0.16,0,0.03,0.41
4699,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,Sports,Konami Digital Entertainment,0,0,0.39,0.03,0.41
4773,Knockout Kings 2001,PS,Fighting,Electronic Arts,0.23,0.15,0,0.03,0.41
4863,Boku no Natsuyasumi,PS,Adventure,Sony Computer Entertainment,0,0,0.37,0.03,0.4
4894,NASCAR Heat,PS,Racing,Hasbro Interactive,0.22,0.15,0,0.03,0.39
4933,Custom Robo V2,N64,Fighting,Nintendo,0,0,0.34,0.05,0.39
4941,Kengo: Master of Bushido,PS2,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39
5020,SD Gundam G Generation-F,PS,Strategy,Namco Bandai Games,0,0,0.36,0.02,0.38
5034,Silent Scope,PS2,Shooter,Konami Digital Entertainment,0.19,0.15,0,0.05,0.38
5055,Moto Racer World Tour,PS,Racing,Sony Computer Entertainment,0.21,0.14,0,0.02,0.38
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,Role-Playing,ChunSoft,0,0,0.32,0.05,0.37
5128,Scooby-Doo! Classic Creep Capers,N64,Action,THQ,0.3,0.06,0,0,0.37
