Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
329,The Sims: Unleashed,PC,Electronic Arts,2.03,1.56,0,0.17,3.76
457,The Sims: Vacation,PC,Electronic Arts,1.72,1.21,0,0.14,3.07
1803,MechAssault,XB,Microsoft Game Studios,1.01,0.1,0,0.03,1.13
3025,Armored Core 3,PS2,Metro 3D,0.22,0.17,0.23,0.06,0.67
3980,Star Wars: Jedi Starfighter,PS2,Activision,0.24,0.19,0,0.06,0.5
4492,Star Wars: Jedi Starfighter,XB,Activision,0.35,0.07,0,0.02,0.44
5218,Hamster Club 3,GBA,Jorudan,0,0,0.35,0.01,0.36
8853,Top Gun: Combat Zones,GC,Titus,0.12,0.03,0,0,0.15
9052,Doshin the Giant,GC,Nintendo,0,0,0.14,0,0.14
10487,Dropship: United Peace Force,PS2,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
10793,Steel Battalion,XB,Microsoft Game Studios,0.05,0.02,0.02,0,0.1
11585,Sub Rebellion,PS2,Metro 3D,0.04,0.03,0,0.01,0.08
11826,Aero Elite: Combat Academy,PS2,Sega,0.04,0.03,0,0.01,0.07
12260,Desert Strike Advance,GBA,Electronic Arts,0.05,0.02,0,0,0.06
12393,There,PS,Infogrames,0.03,0.02,0,0,0.06
13058,Phantom Crash,XB,Phantagram,0.03,0.01,0.01,0,0.05
13624,The Sims Deluxe,PC,Electronic Arts,0.01,0.02,0,0.01,0.04
15636,Combat Flight Simulator 3: Battle for Europe,PC,Microsoft Game Studios,0.01,0.01,0,0,0.02
16129,Monster Rancher Advance 2,GBA,Tecmo Koei,0.01,0,0,0,0.01
