Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
249,Tony Hawk's Pro Skater 3,PS2,Activision,2.66,1.29,0.01,0.46,4.41
452,Madden NFL 2002,PS2,Electronic Arts,2.5,0.16,0.01,0.42,3.08
500,Hot Shots Golf 3,PS2,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
535,NBA Street,PS2,Electronic Arts,2.19,0.22,0,0.38,2.79
932,NBA Live 2002,PS2,Electronic Arts,0.91,0.71,0,0.24,1.86
1008,Pro Evolution Soccer,PS2,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75
1027,SSX Tricky,PS2,Electronic Arts,0.85,0.66,0,0.22,1.73
1092,Tony Hawk's Pro Skater 3,PS,Activision,1.09,0.49,0.02,0.07,1.67
1183,NCAA Football 2002,PS2,Electronic Arts,0.77,0.6,0,0.2,1.57
1390,Madden NFL 2002,PS,Electronic Arts,0.78,0.53,0,0.09,1.39
1412,Dave Mirra Freestyle BMX 2,PS2,Acclaim Entertainment,0.67,0.53,0,0.18,1.38
1682,NHL 2002,PS2,Electronic Arts,0.59,0.46,0,0.15,1.2
1713,Tony Hawk's Pro Skater 2,GBA,Activision,0.85,0.31,0,0.02,1.18
1865,NBA Live 2001,PS2,Electronic Arts,0.52,0.4,0.04,0.13,1.1
2343,NFL 2K2,PS2,Sega,0.44,0.34,0,0.11,0.89
2470,Rocket Power: Team Rocket Rescue,PS,THQ,0.47,0.32,0,0.05,0.84
2509,Tony Hawk's Pro Skater 3,GC,Activision,0.64,0.17,0,0.02,0.82
2517,Amped: Freestyle Snowboarding,XB,Microsoft Game Studios,0.69,0.11,0,0.02,0.82
2707,Tony Hawk's Pro Skater 2,N64,Activision,0.59,0.16,0,0.01,0.76
2783,Tiger Woods PGA Tour 2001,PS2,Electronic Arts,0.36,0.28,0,0.09,0.74
2820,Shaun Palmer's Pro Snowboarder,PS2,Codemasters,0.36,0.28,0,0.09,0.73
3192,Tony Hawk's Pro Skater 2x,XB,Activision,0.41,0.19,0,0.03,0.63
3226,FIFA Soccer 2002,PS2,Electronic Arts,0.31,0.24,0,0.08,0.63
3324,Madden NFL 2002,GC,Electronic Arts,0.47,0.12,0,0.02,0.61
3569,NHL Hitz 20-02,PS2,Midway Games,0.28,0.22,0,0.07,0.56
3585,All-Star Baseball 2002,PS2,Acclaim Entertainment,0.27,0.21,0,0.07,0.56
3738,SSX Tricky,GC,Electronic Arts,0.42,0.11,0,0.01,0.54
3747,Mat Hoffman's Pro BMX,PS,Activision,0.3,0.2,0,0.04,0.54
3876,NBA Live 2002,PS,Electronic Arts,0.29,0.19,0,0.03,0.52
4362,World Soccer Winning Eleven 5 Final Evolution,PS2,Konami Digital Entertainment,0,0,0.45,0,0.45
4499,Madden NFL 2002,N64,Electronic Arts,0.41,0.02,0,0,0.43
4503,SSX Tricky,XB,Electronic Arts,0.32,0.09,0,0.02,0.43
4516,MLB 2002,PS,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43
4781,NFL GameDay 2002,PS,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4
4862,NBA Live 2002,XB,Electronic Arts,0.35,0.03,0,0.02,0.4
5002,NFL GameDay 2002,PS2,Sony Computer Entertainment,0.19,0.15,0,0.05,0.38
5172,ESPN X Games Skateboarding,PS2,Konami Digital Entertainment,0.18,0.14,0,0.05,0.36
5214,Shaun Palmer's Pro Snowboarder,GBA,Activision,0.26,0.1,0,0.01,0.36
5502,Cool Boarders 2001,PS2,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
5676,Madden NFL 2002,GBA,Electronic Arts,0.23,0.08,0,0.01,0.32
5797,NCAA Final Four 2002,PS2,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
5885,Hard Hitter Tennis,PS2,Midas Interactive Entertainment,0.15,0.11,0,0.04,0.3
6024,Jikkyou Powerful Pro Yakyuu 8,PS2,Konami Digital Entertainment,0,0,0.29,0,0.29
6210,Bass Strike,PS2,THQ,0.14,0.11,0,0.04,0.28
6238,Dave Mirra Freestyle BMX 2,GC,Acclaim Entertainment,0.21,0.06,0,0.01,0.28
6250,Power Pro Kun Pocket 3,GBA,Konami Digital Entertainment,0,0,0.27,0.01,0.28
6283,NHL Hitz 20-02,XB,Midway Games,0.2,0.06,0,0.01,0.27
6292,Dave Mirra Freestyle BMX: Maximum Remix,PS,Acclaim Entertainment,0.15,0.1,0,0.02,0.27
6341,NHL 2002,XB,Electronic Arts,0.2,0.06,0,0.01,0.27
6358,Mat Hoffman's Pro BMX,GBA,Activision,0.19,0.07,0,0,0.27
6777,Jikkyou Powerful Pro Yakyuu 2001,PS,Konami Digital Entertainment,0,0,0.23,0.02,0.24
7056,Airblade,PS2,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7249,All-Star Baseball 2002,GC,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
7263,NFL Quarterback Club 2002,PS2,Acclaim Entertainment,0.11,0.08,0,0.03,0.22
7283,Saltwater Sportfishing,PS,Take-Two Interactive,0.12,0.08,0,0.01,0.22
7315,Dark Summit,PS2,THQ,0.11,0.08,0,0.03,0.21
7317,Cabela's Big Game Hunter: Ultimate Challenge,PS,Activision Value,0.12,0.08,0,0.01,0.21
7444,NHL Hitz 20-02,GC,Midway Games,0.16,0.04,0,0.01,0.21
7590,Super Dodge Ball Advance,GBA,Ubisoft,0.14,0.05,0,0,0.2
7671,Dave Mirra Freestyle BMX 2,XB,Acclaim Entertainment,0.15,0.04,0,0.01,0.2
7732,NHL FaceOff 2001,PS2,Sony Computer Entertainment,0.1,0.07,0,0.02,0.2
7824,Dave Mirra Freestyle BMX 2,GBA,Acclaim Entertainment,0.14,0.05,0,0,0.19
8144,FIFA Soccer 2002,GC,Electronic Arts,0.14,0.04,0,0,0.18
8181,NBA Hoopz,PS2,Midway Games,0.09,0.07,0,0.02,0.18
8185,ESPN X Games Skateboarding,GBA,Konami Digital Entertainment,0.13,0.05,0,0,0.18
8227,Sports Illustrated for Kids: Baseball,GBA,BAM! Entertainment,0.12,0.05,0,0,0.17
8271,ESPN Final Round Golf 2002,GBA,Konami Digital Entertainment,0.12,0.05,0,0,0.17
8362,Gallop Racer 2001,PS2,Tecmo Koei,0.05,0.04,0.06,0.01,0.17
8586,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,Konami Digital Entertainment,0,0,0.12,0.04,0.16
8828,FIFA Soccer 2002,PS,Electronic Arts,0.08,0.06,0,0.01,0.15
8837,NBA ShootOut 2001,PS2,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
8863,Derby Stallion 64,N64,Media Factory,0,0,0.15,0,0.15
9070,Jonny Moseley Mad Trix,PS2,3DO,0.07,0.05,0,0.02,0.14
9148,NBA ShootOut 2002,PS,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
9295,World Tour Soccer 2002,PS2,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
9335,Backyard Soccer,PS,Infogrames,0.07,0.05,0,0.01,0.13
9393,NBA Hoopz,PS,Midway Games,0.07,0.05,0,0.01,0.13
9424,Winning Post 5,PS2,Tecmo Koei,0,0,0.13,0,0.13
9858,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,Konami Digital Entertainment,0,0,0.12,0,0.12
10559,Dark Summit,XB,THQ,0.08,0.02,0,0,0.1
10889,World Stadium 5,PS,Namco Bandai Games,0,0,0.09,0.01,0.09
11308,ESPN NFL Primetime 2002,PS2,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08
11556,Boxing Fever,GBA,THQ,0.06,0.02,0,0,0.08
11570,Skydiving Extreme,PS,Banpresto,0.04,0.03,0,0.01,0.08
11969,ESPN National Hockey Night,PS2,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
12106,The Putter Golf,PS,D3Publisher,0.04,0.03,0,0,0.07
12427,Blast Lacrosse,PS,Acclaim Entertainment,0.03,0.02,0,0,0.06
12858,NFL Quarterback Club 2002,GC,Acclaim Entertainment,0.04,0.01,0,0,0.05
12878,WTA Tour Tennis,PS2,Konami Digital Entertainment,0.03,0.02,0,0.01,0.05
13061,Yanya Caballista: City Skater,PS2,Tecmo Koei,0.02,0.02,0,0.01,0.05
13259,American Bass Challenge,GBA,Starfish,0.03,0.01,0,0,0.05
13297,ESPN Great Outdoor Games Bass 2002,GBA,Konami Digital Entertainment,0.03,0.01,0,0,0.05
13615,High Heat Baseball 2002,PS,3DO,0.02,0.02,0,0,0.04
14127,Championship Manager Season 01/02,PC,Eidos Interactive,0,0.03,0,0.01,0.03
14433,Sunny Garcia Surfing,PS2,Ubisoft,0.02,0.01,0,0,0.03
16464,Razor Freestyle Scooter,GBA,Ubisoft,0.01,0,0,0,0.01
