Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4579,NHL 2K6,PS2,2005,Take-Two Interactive,0.21,0.16,0,0.05,0.42
4588,Tony Hawk's American Wasteland,GC,2005,Activision,0.33,0.08,0,0.01,0.42
4589,Top Spin 4,X360,2011,Take-Two Interactive,0.15,0.23,0,0.04,0.42
4595,All-Star Baseball 2004,PS2,2003,Acclaim Entertainment,0.21,0.16,0,0.05,0.42
4596,Big Strike Bowling,PS,2003,Gotham Games,0.23,0.16,0,0.03,0.42
4603,ESPN NHL 2K5,XB,2004,Global Star,0.32,0.09,0,0.02,0.42
4615,NBA Live 06,PSP,2005,Electronic Arts,0.39,0,0,0.03,0.42
4620,Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Konami Digital Entertainment,0,0,0.42,0,0.42
4624,NFL Blitz 2001,N64,2000,Midway Games,0.34,0.07,0,0,0.42
4626,Jikkyou Powerful Pro Yakyuu 6,N64,1999,Konami Digital Entertainment,0,0,0.39,0.03,0.42
4631,MLB 08: The Show,PS2,2008,Sony Computer Entertainment,0.35,0.01,0,0.06,0.42
4636,Super Famista 4,SNES,1995,Namco Bandai Games,0,0,0.42,0,0.42
4638,Cabela's Legendary Adventures,PS2,2008,Activision,0.21,0.16,0,0.05,0.42
4652,International Superstar Soccer Pro '98,PS,1998,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42
4662,Fishing Resort,Wii,2011,Namco Bandai Games,0.16,0,0.25,0.01,0.42
4665,Football Manager Handheld 2011,PSP,2010,Sega,0,0.28,0,0.14,0.42
4676,NBA Jam,PS2,2003,Acclaim Entertainment,0.2,0.16,0,0.05,0.41
4682,NFL GameDay 2004,PS2,2003,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
4687,pro evolution soccer 2011,PS2,2010,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41
4693,MLB 10: The Show,PS2,2010,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
4697,Cool Boarders 2001,PS,2000,Sony Computer Entertainment,0.23,0.16,0,0.03,0.41
4699,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000,Konami Digital Entertainment,0,0,0.39,0.03,0.41
4732,UEFA Euro 2008 Austria-Switzerland,PS3,2008,Electronic Arts,0.08,0.27,0,0.06,0.41
4738,Winter Sports 2: The Next Challenge,Wii,2008,RTL,0.18,0.19,0,0.04,0.41
4756,'98 Koshien,PS,1998,Magical Company,0.15,0.1,0.12,0.03,0.41
4757,NBA 2K9,PS2,2008,Take-Two Interactive,0.34,0.01,0,0.06,0.41
4769,Jikkyou Powerful Pro Yakuu '94,SNES,1994,Konami Digital Entertainment,0,0,0.41,0,0.41
4781,NFL GameDay 2002,PS,2001,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4
4792,Sega Superstars Tennis,PS3,2008,Sega,0.13,0.2,0,0.08,0.4
4797,NBA 2K10,PS2,2009,Take-Two Interactive,0.33,0.01,0,0.05,0.4
4799,NFL GameDay 2003,PS2,N/A,Unknown,0.2,0.15,0,0.05,0.4
4805,Harry Potter: Quidditch World Cup,GC,2003,Electronic Arts,0.31,0.08,0,0.01,0.4
4814,NBA ShootOut 2000,PS,1999,989 Studios,0.22,0.15,0,0.03,0.4
4818,NHL 15,XOne,2014,Electronic Arts,0.31,0.06,0,0.03,0.4
4821,Cabela's Big Game Hunter 2010,PS3,2009,Activision Value,0.37,0,0,0.03,0.4
4822,EA Sports UFC 2,XOne,2016,Electronic Arts,0.23,0.14,0,0.04,0.4
4824,NCAA GameBreaker 2000,PS,1999,989 Studios,0.22,0.15,0,0.03,0.4
4830,NFL Quarterback Club 2000,N64,1999,Acclaim Entertainment,0.37,0.03,0,0,0.4
4835,NBA Jam,X360,2010,Electronic Arts,0.27,0.1,0,0.03,0.4
4838,MLB 2006,PS2,2005,Sony Computer Entertainment,0.33,0.01,0,0.05,0.4
4840,Brunswick Pro Bowling,PS2,2007,505 Games,0.2,0.15,0,0.05,0.4
4852,Rapala Pro Bass Fishing 2010,X360,2010,Activision,0.32,0.05,0,0.03,0.4
4854,Wii Sports Club,WiiU,2014,Nintendo,0.19,0.14,0.04,0.03,0.4
4862,NBA Live 2002,XB,2001,Electronic Arts,0.35,0.03,0,0.02,0.4
4868,NBA Jam,PS3,2010,Electronic Arts,0.22,0.12,0,0.06,0.4
4887,NHL 99,N64,1998,Electronic Arts,0.38,0.01,0,0,0.39
4888,NBA 2K10,Wii,2009,Take-Two Interactive,0.36,0,0,0.03,0.39
4891,Brunswick Pro Bowling,Wii,2007,505 Games,0.36,0.01,0,0.03,0.39
4900,NBA Live 09,PS2,2008,Electronic Arts,0.32,0.01,0.01,0.05,0.39
4906,FIFA 12,3DS,2011,Electronic Arts,0.08,0.26,0,0.05,0.39
