Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
430,Super Mario Maker,WiiU,Nintendo,1.18,0.87,0.93,0.2,3.18
1528,Yoshi's Woolly World,WiiU,Nintendo,0.61,0.47,0.11,0.1,1.29
3787,Kirby and the Rainbow Curse,WiiU,Nintendo,0.23,0.14,0.12,0.04,0.53
6620,Tearaway Unfolded,PS4,Sony Computer Entertainment,0.09,0.12,0,0.04,0.25
6902,Chibi-Robo! Zip Lash,3DS,Nintendo,0.09,0.08,0.06,0.02,0.24
9362,Shovel Knight,3DS,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
10400,Shovel Knight,WiiU,Yacht Club Games,0.06,0.04,0,0.01,0.11
11173,SpongeBob: HeroPants,X360,Activision,0.08,0,0,0.01,0.09
11724,Shovel Knight,PS4,Yacht Club Games,0.03,0.03,0,0.01,0.08
13019,SpongeBob: HeroPants,PSV,Activision,0.03,0.01,0,0.01,0.05
14152,SpongeBob: HeroPants,3DS,Activision,0.03,0,0,0,0.03
14397,Airship Q,PSV,Cygames,0,0,0.03,0,0.03
14480,Shantae and the Pirate's Curse,3DS,Intergrow,0,0,0.03,0,0.03
16568,Teslagrad,PSV,Rain Games,0,0.01,0,0,0.01
