Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
53,Gran Turismo,PS,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95
67,Final Fantasy VII,PS,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72
85,GoldenEye 007,N64,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09
96,Crash Bandicoot 2: Cortex Strikes Back,PS,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58
179,Tomb Raider II,PS,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24
214,Diddy Kong Racing,N64,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88
279,Frogger,PS,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16
282,Half-Life,PC,Shooter,Vivendi Games,4.03,0,0.09,0,4.12
297,Star Fox 64,N64,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
360,Croc: Legend of the Gobbos,PS,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56
363,Tomb Raider III: Adventures of Lara Croft,PS,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
511,Yoshi's Story,N64,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
528,Hot Shots Golf,PS,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
631,Final Fantasy Tactics,PS,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45
636,Riven: The Sequel to Myst,PC,Adventure,Red Orb,1.52,0.82,0,0.1,2.43
649,Theme Hospital,PC,Strategy,Electronic Arts,2.3,0.1,0,0,2.4
686,Grand Theft Auto,PS,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
696,Tomb Raider II,PC,Action,Eidos Interactive,0.91,1.25,0,0.13,2.29
706,TOCA Touring Car Championship,PS,Racing,Codemasters,0.07,2,0.02,0.18,2.28
717,Cool Boarders 2,PS,Sports,UEP Systems,1.52,0.46,0.2,0.08,2.25
793,Derby Stallion,PS,Sports,ASCII Entertainment,0,0,1.96,0.14,2.09
853,Tenchu: Stealth Assassins,PS,Action,Activision,0.95,0.64,0.27,0.13,1.99
884,Jet Moto 2,PS,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94
929,Turok 2: Seeds of Evil,N64,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
1066,WCW vs. nWo: World Tour,N64,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
1076,NFL GameDay 98,PS,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68
1079,Time Crisis,PS,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68
1228,Tiger Woods 99 PGA Tour Golf,PS,Sports,Electronic Arts,0.85,0.58,0,0.1,1.53
1232,Knockout Kings,PS,Fighting,Electronic Arts,1.07,0.39,0,0.06,1.52
1250,NBA Live 98,PS,Sports,Electronic Arts,1.41,0.06,0,0.04,1.51
1252,Monopoly,PS,Misc,Hasbro Interactive,1.18,0.27,0,0.05,1.51
1282,Wario Land II,GB,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48
1328,Game de Hakken!! Tamagotchi 2,GB,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45
1439,Madden NFL 98,PS,Sports,Electronic Arts,1.29,0.03,0,0.03,1.35
1453,SaGa Frontier,PS,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35
1494,Fighting Force,PS,Fighting,Eidos Interactive,0.73,0.5,0,0.09,1.32
1522,Test Drive 5,PS,Racing,Accolade,1.05,0.2,0,0.05,1.3
1553,Castlevania: Symphony of the Night,PS,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27
1606,Oddworld: Abe's Oddysee,PS,Platform,GT Interactive,0.75,0.44,0,0.06,1.24
1637,Intelligent Qube,PS,Puzzle,Sony Computer Entertainment,0.13,0.07,1,0.02,1.22
1638,Game & Watch Gallery 2,GB,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22
1644,NBA Live 99,PS,Sports,Electronic Arts,1.13,0.05,0,0.03,1.22
1645,Chocobo no Fushigi Dungeon,PS,Role-Playing,SquareSoft,0,0,1.14,0.08,1.22
1665,Test Drive 4,PS,Racing,Electronic Arts,0.67,0.46,0,0.08,1.21
1688,Nuclear Strike,PS,Simulation,Electronic Arts,0.66,0.45,0,0.08,1.19
1730,Mission: Impossible,N64,Action,Ocean,0.74,0.38,0.02,0.03,1.17
1749,Bushido Blade,PS,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
1756,Test Drive: Off Road,PS,Racing,Eidos Interactive,0.65,0.44,0,0.08,1.16
