Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
74,Animal Crossing: New Leaf,3DS,Nintendo,2.01,2.32,4.36,0.41,9.09
2104,Farming Simulator 2013,PC,Focus Home Interactive,0,0.8,0,0.18,0.99
2824,Style Savvy: Trendsetters,3DS,Nintendo,0.16,0.02,0.53,0.01,0.72
4545,Zone of the Enders HD Collection,PS3,Konami Digital Entertainment,0.21,0.08,0.09,0.05,0.43
4864,Armored Core V,PS3,Namco Bandai Games,0.09,0.04,0.24,0.02,0.4
6655,Birds of Steel,PS3,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
7307,Armored Core V,X360,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22
7348,Magician's Quest: Town of Magic,3DS,Konami Digital Entertainment,0,0,0.21,0,0.21
7603,Zone of the Enders HD Collection,X360,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2
7789,New Love Plus,3DS,Konami Digital Entertainment,0,0,0.19,0,0.19
8453,The Sims 3: Seasons,PC,Electronic Arts,0,0.13,0,0.03,0.17
8681,Birds of Steel,X360,Konami Digital Entertainment,0.11,0.04,0,0.01,0.16
10129,Funky Barn,3DS,Ubisoft,0.07,0.03,0,0.01,0.11
11409,I Am In The Movie,Wii,Namco Bandai Games,0,0,0.08,0,0.08
11828,Damage Inc.: Pacific Squadron WWII,X360,Mad Catz,0.07,0,0,0.01,0.07
12598,I Am In The Movie,PSP,Namco Bandai Games,0,0,0.06,0,0.06
15970,Dream C Club,PS3,D3Publisher,0,0,0.02,0,0.02
16483,Muv-Luv Alternative,PS3,5pb,0,0,0.01,0,0.01
