Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5017,Forza Horizon 3,XOne,Microsoft Game Studios,0.15,0.2,0,0.03,0.38
5635,DiRT Rally,PS4,Codemasters,0.03,0.24,0,0.05,0.32
6382,F1 2016 (Codemasters),PS4,Codemasters,0.01,0.21,0.01,0.04,0.27
10040,DiRT Rally,XOne,Codemasters,0.03,0.08,0,0.01,0.11
11142,F1 2016 (Codemasters),XOne,Codemasters,0.01,0.07,0,0.01,0.09
11522,MXGP 2,PS4,Milestone S.r.l.,0.02,0.05,0,0.01,0.08
12404,Valentino Rossi: The Game,PS4,Namco Bandai Games,0.01,0.05,0,0.01,0.06
13031,Assetto Corsa,PS4,505 Games,0,0.04,0,0.01,0.05
13176,MXGP 2,XOne,Milestone S.r.l.,0.02,0.02,0,0,0.05
13510,Sébastien Loeb Rally Evo,PS4,Milestone S.r.l,0,0.04,0,0.01,0.04
14236,NASCAR Heat Evolution,PS4,Dusenberry Martin Racing,0.03,0,0,0.01,0.03
14533,Need for Speed (2015),PC,Electronic Arts,0,0.03,0,0,0.03
14758,DiRT Rally,PC,Codemasters,0,0.03,0,0,0.03
15055,NASCAR Heat Evolution,XOne,Dusenberry Martin Racing,0.02,0,0,0,0.02
15206,Valentino Rossi: The Game,XOne,Namco Bandai Games,0,0.02,0,0,0.02
15303,F1 2016 (Codemasters),PC,Codemasters,0,0.02,0,0,0.02
16247,Valentino Rossi: The Game,PC,Namco Bandai Games,0,0.01,0,0,0.01
16279,Assetto Corsa,XOne,505 Games,0,0.01,0,0,0.01
16326,MXGP 2,PC,Milestone S.r.l.,0,0.01,0,0,0.01
16533,Sébastien Loeb Rally Evo,XOne,Milestone S.r.l,0,0.01,0,0,0.01
