Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
25,Grand Theft Auto: Vice City,PS2,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15
26,Pokemon Ruby/Pokemon Sapphire,GBA,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,15.85
115,Medal of Honor: Frontline,PS2,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83
132,Kingdom Hearts,PS2,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4
136,Super Mario Sunshine,GC,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31
228,The Lord of the Rings: The Two Towers,PS2,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67
233,The Legend of Zelda: The Wind Waker,GC,Action,Nintendo,2.6,0.99,0.89,0.13,4.6
242,Spider-Man: The Movie,PS2,Action,Activision,2.71,1.51,0.03,0.23,4.48
280,Madden NFL 2003,PS2,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
329,The Sims: Unleashed,PC,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76
340,Tony Hawk's Pro Skater 4,PS2,Sports,Activision,2.13,1.18,0.01,0.35,3.67
343,SOCOM: U.S. Navy SEALs,PS2,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
362,The Getaway,PS2,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
386,Tekken 4,PS2,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
393,FIFA Soccer 2003,PS2,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
404,James Bond 007: Nightfire,PS2,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,PS2,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
451,Dragon Ball Z: Budokai,PS2,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
457,The Sims: Vacation,PC,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
465,Tom Clancy's Splinter Cell,XB,Action,Ubisoft,1.85,1.04,0,0.13,3.02
467,WWE SmackDown! Shut Your Mouth,PS2,Sports,THQ,1.45,1.13,0.07,0.38,3.02
475,World Soccer Winning Eleven 6 International,PS2,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
483,Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
493,Super Mario World 2: Yoshi's Island,GBA,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
508,The Elder Scrolls III: Morrowind,XB,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
519,WWE SmackDown! vs. Raw,PS2,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
520,Metroid Prime,GC,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
552,The Legend of Zelda: A Link to the Past,GBA,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
587,Harry Potter and the Chamber of Secrets,PS2,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
620,Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway Games,1.81,0.52,0,0.15,2.49
627,Mario Party 4,GC,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47
710,Kirby: Nightmare in Dream Land,GBA,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
716,Onimusha 2: Samurai's Destiny,PS2,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25
749,ATV Offroad Fury 2,PS2,Racing,THQ,1.92,0.2,0,0.06,2.18
782,Need for Speed: Hot Pursuit 2,PS2,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11
788,Scooby-Doo! Night of 100 Frights,PS2,Platform,THQ,1.17,0.72,0,0.22,2.1
789,Project Gotham Racing (JP weekly sales),XB,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1
802,Tetris Worlds,PS2,Puzzle,THQ,1.11,0.71,0,0.27,2.08
810,Spec Ops: Airborne Commando,PS,Shooter,Take-Two Interactive,1.54,0.46,0,0.08,2.07
827,Sonic Mega Collection,GC,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05
855,Harry Potter and the Chamber of Secrets,GBA,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99
856,Harry Potter and the Chamber of Secrets,PS,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98
862,Spyro: Enter the Dragonfly,PS2,Platform,Universal Interactive,0.74,0.95,0,0.28,1.97
885,Tom Clancy's Ghost Recon,PS2,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94
921,Star Fox Adventures,GC,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87
962,Virtua Fighter 4,PS2,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
965,Sonic Advance 2,GBA,Platform,Sega,0.93,0.59,0.21,0.07,1.8
996,Tom Clancy's Ghost Recon,XB,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76
997,State of Emergency,PS2,Action,Take-Two Interactive,0.86,0.67,0,0.22,1.76
1017,Xenosaga Episode I: Der Wille zur Macht,PS2,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
1032,Crash Bandicoot: The Huge Adventure,GBA,Platform,Universal Interactive,0.95,0.7,0,0.08,1.73
1070,Dragon Ball Z: The Legacy of Goku,GBA,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69
1083,Metroid Fusion,GBA,Action,Nintendo,1.18,0.27,0.17,0.06,1.68
1106,NBA Live 2003,PS2,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
1120,Tiger Woods PGA Tour 2003,PS2,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64
1181,Spyro 2: Season of Flame,GBA,Platform,Vivendi Games,0.85,0.65,0,0.08,1.58
1184,Conflict: Desert Storm,PS2,Shooter,Gotham Games,0.98,0.53,0,0.06,1.57
1198,Stuntman,PS2,Racing,Atari,0.76,0.59,0,0.2,1.55
1233,The Simpsons Skateboarding,PS2,Sports,Electronic Arts,0.36,0.9,0,0.27,1.52
1241,Super Monkey Ball 2,GC,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52
1242,Pac-Man World 2,PS2,Action,Namco Bandai Games,1.26,0.05,0,0.21,1.51
1258,Red Faction II,PS2,Shooter,THQ,0.49,0.78,0,0.23,1.5
1270,Medal of Honor: Frontline,XB,Shooter,Electronic Arts,1,0.43,0,0.06,1.49
1346,NCAA Football 2003,PS2,Sports,Electronic Arts,1.16,0.08,0,0.19,1.44
1356,Cabela's Big Game Hunter,PS2,Sports,Activision,0.7,0.54,0,0.18,1.42
1365,Resident Evil (Remake),GC,Action,Capcom,0.63,0.38,0.35,0.05,1.42
1382,Spider-Man: The Movie,XB,Action,Activision,1.07,0.28,0,0.05,1.4
1389,Colin McRae Rally 3,PS2,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4
1434,Dead to Rights,PS2,Shooter,Electronic Arts,0.67,0.52,0,0.17,1.36
1457,Test Drive,PS2,Racing,Atari,0.95,0.21,0.01,0.18,1.34
1473,Spider-Man: The Movie,GBA,Action,Activision,0.92,0.35,0.01,0.05,1.33
1493,NFL 2K3,PS2,Sports,Atari,1.06,0.08,0,0.18,1.32
1502,IHRA Drag Racing 2,PS2,Racing,Bethesda Softworks,0.64,0.5,0,0.17,1.31
1511,Turok: Evolution,PS2,Shooter,Acclaim Entertainment,0.64,0.5,0,0.17,1.31
1516,Yu-Gi-Oh! The Sacred Cards,GBA,Role-Playing,Konami Digital Entertainment,0.94,0.35,0,0.02,1.3
1529,Mega Man Battle Network 3 Blue / White Version,GBA,Role-Playing,Capcom,0.39,0.02,0.85,0.03,1.29
1531,Resident Evil Zero,GC,Action,Capcom,0.54,0.27,0.45,0.04,1.29
1565,.hack//Infection Part 1,PS2,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27
1595,RollerCoaster Tycoon 2,PC,Strategy,Atari,1.19,0.05,0,0,1.25
1616,Crash Bandicoot: The Wrath of Cortex,XB,Platform,Universal Interactive,0.59,0.57,0,0.07,1.23
1646,Golden Sun: The Lost Age,GBA,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22
1650,NBA 2K2,PS2,Sports,Sega,0.59,0.46,0.01,0.15,1.22
1657,Sly Cooper and the Thievius Raccoonus,PS2,Platform,Sony Computer Entertainment,1.03,0.14,0,0.04,1.21
1668,The Lord of the Rings: The Fellowship of the Ring,PS2,Action,Black Label Games,0.59,0.46,0,0.15,1.2
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,Platform,THQ,0.92,0.23,0,0.04,1.19
1701,Spider-Man: The Movie,GC,Action,Activision,0.86,0.27,0.01,0.04,1.19
1724,Ty the Tasmanian Tiger,PS2,Platform,Electronic Arts,0.57,0.45,0,0.15,1.17
1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,Role-Playing,Konami Digital Entertainment,0.84,0.27,0,0.05,1.16
1803,MechAssault,XB,Simulation,Microsoft Game Studios,1.01,0.1,0,0.03,1.13
1887,Star Wars: Bounty Hunter,PS2,Shooter,LucasArts,0.53,0.42,0,0.14,1.09
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,Platform,THQ,0.53,0.41,0,0.14,1.08
1900,Fisherman's Bass Club,PS2,Sports,Agetec,0.53,0.41,0,0.14,1.08
1915,Disney's Lilo & Stitch,GBA,Platform,Ubisoft,0.77,0.29,0,0.02,1.08
1942,Freekstyle,PS2,Racing,Electronic Arts,0.52,0.41,0,0.14,1.06
1963,Seek and Destroy,PS2,Racing,Play It,0.52,0.4,0,0.14,1.06
1978,NBA 2K3,PS2,Sports,Sega,0.51,0.4,0,0.13,1.05
2074,Dynasty Warriors 3: Xtreme Legends,PS2,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1
2151,Dark Cloud 2,PS2,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
2168,Shinobi,PS2,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96
2169,Mortal Kombat: Deadly Alliance,XB,Fighting,Midway Games,0.77,0.15,0,0.04,0.96
2220,NHL 2003,PS2,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93
2225,Tony Hawk's Pro Skater 4,XB,Sports,Activision,0.59,0.3,0,0.04,0.93
2277,Street Hoops,PS2,Sports,Activision,0.45,0.35,0,0.12,0.91
2281,Knockout Kings 2002,PS2,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91
2296,Tiger Woods PGA Tour 2002,PS2,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9
2315,James Bond 007: Agent Under Fire,XB,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9
2402,Conflict: Desert Storm,XB,Shooter,SCi,0.48,0.37,0,0.02,0.87
2403,Triple Play 2002,PS2,Sports,Electronic Arts,0.43,0.33,0,0.11,0.87
2418,Rocky,PS2,Fighting,Rage Software,0.42,0.33,0,0.11,0.86
2449,Burnout 2: Point of Impact,PS2,Racing,Acclaim Entertainment,0.42,0.32,0,0.11,0.85
2472,Big Mutha Truckers,PS2,Racing,Empire Interactive,0.41,0.32,0,0.11,0.84
2506,James Bond 007: Nightfire,XB,Shooter,Electronic Arts,0.58,0.22,0,0.03,0.82
