Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
651,Need for Speed (2015),PS4,Electronic Arts,0.49,1.49,0.05,0.36,2.39
1020,Forza Motorsport 6,XOne,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74
2006,Project CARS,PS4,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04
2996,Need for Speed (2015),XOne,Electronic Arts,0.3,0.33,0,0.06,0.68
3093,F1 2015,PS4,Codemasters,0.09,0.44,0.03,0.09,0.66
6827,F1 2015,XOne,Codemasters,0.08,0.15,0,0.02,0.24
7050,Project CARS,XOne,Slightly Mad Studios,0.08,0.13,0,0.02,0.23
7311,Ride,PS4,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22
8379,MotoGP 15,PS4,Milestone S.r.l.,0,0.12,0.03,0.02,0.17
10167,Project CARS,PC,Slightly Mad Studios,0,0.1,0,0.01,0.11
10704,Ride,XOne,Milestone S.r.l.,0.04,0.05,0,0.01,0.1
11363,Ride,PS3,Milestone S.r.l.,0,0.06,0.01,0.01,0.08
11999,MotoGP 15,PS3,Milestone S.r.l.,0,0.03,0.03,0.01,0.07
13342,F1 2015,PC,Codemasters,0,0.04,0,0,0.05
13404,Tokyo Ghoul: Jail,PSV,Namco Bandai Games,0,0,0.05,0,0.05
14413,MotoGP 15,XOne,Milestone S.r.l.,0,0.03,0,0,0.03
14669,Ride,PC,Milestone S.r.l.,0,0.03,0,0,0.03
15079,Ride,X360,Milestone S.r.l.,0,0.02,0,0,0.02
16474,MotoGP 15,X360,Milestone S.r.l.,0,0.01,0,0,0.01
