Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
28,Brain Age 2: More Training in Minutes a Day,DS,Nintendo,3.44,5.36,5.32,1.18,15.3
3383,Pokemon Trozei!,DS,Nintendo,0.26,0,0.31,0.02,0.6
3609,Archer Maclean's Mercury,PSP,Ignition Entertainment,0.17,0.24,0,0.14,0.56
3840,We Love Katamari,PS2,Electronic Arts,0.26,0.2,0,0.07,0.52
4648,Kumamon Bomber: Puzzle de Kumamon Taisou,GC,Sega,0.32,0.08,0,0.01,0.42
5569,Dr. Mario / Puzzle League,GBA,Nintendo,0.12,0.04,0.16,0.01,0.33
6297,Pac-Pix,DS,Namco Bandai Games,0.16,0,0.1,0.01,0.27
6857,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,Namco Bandai Games,0.17,0.06,0,0,0.24
6980,Meteos,DS,Nintendo,0.15,0.01,0.06,0.01,0.23
6987,Me & My Katamari,PSP,Namco Bandai Games,0.13,0.02,0.08,0,0.23
8687,Bomberman,DS,Ubisoft,0.1,0.02,0.03,0.01,0.16
8886,Brain Boost: Gamma Wave,DS,505 Games,0.14,0,0,0.01,0.15
8914,Brain Boost: Beta Wave,DS,505 Games,0.14,0,0,0.01,0.15
9746,Break 'Em All,DS,D3Publisher,0.11,0,0,0.01,0.12
9788,Go! Sudoku,PSP,Sony Computer Entertainment,0.11,0,0,0.01,0.12
10207,Go! Sudoku (JP sales),PSP,Sony Computer Entertainment,0,0,0.11,0,0.11
10262,Bust-A-Move DS,DS,505 Games,0.08,0.02,0,0.01,0.11
10916,Snood 2: On Vacation,DS,Zoo Digital Publishing,0.09,0,0,0.01,0.09
11291,Frantix,PSP,Ubisoft,0.08,0,0,0.01,0.08
11383,Exit,PSP,Ubisoft,0.07,0,0,0.01,0.08
11394,Smart Bomb,PSP,Eidos Interactive,0.07,0,0,0.01,0.08
11617,Whac-A-Mole,DS,Zoo Digital Publishing,0.07,0,0,0.01,0.08
11670,PQ: Practical Intelligence Quotient,PSP,D3Publisher,0.07,0,0,0.01,0.08
11791,The Rub Rabbits!,DS,Sega,0.03,0,0.04,0,0.07
12615,Dig Dug: Digging Strike,DS,Atari,0.05,0,0,0,0.06
13347,Bubble Bobble Revolution,DS,Atari,0.04,0,0,0,0.05
13671,WTF: Work Time Fun,PSP,Sony Computer Entertainment,0.04,0,0,0,0.04
14506,Marble Madness / Klax,GBA,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14536,Atomic Betty,GBA,Atari,0.02,0.01,0,0,0.03
15149,The Professor's Brain Trainer: Logic,DS,505 Games,0.02,0,0,0,0.02
15635,Ultimate Puzzle Games,GBA,Telegames,0.01,0,0,0,0.02
16338,Whac-A-Mole,GBA,Zoo Digital Publishing,0.01,0,0,0,0.01
16500,Snood 2: On Vacation,GBA,Zoo Digital Publishing,0.01,0,0,0,0.01
