Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8222,MotoGP 10/11,PS3,2011,Capcom,0.04,0.1,0,0.04,0.17
8289,MX World Tour Featuring Jamie Little,PS2,2005,Play It,0.08,0.07,0,0.02,0.17
8320,Tokyo Xtreme Racer,DC,1999,Genki,0,0,0.17,0,0.17
8337,MotoGP 09/10,X360,2010,Capcom,0.07,0.09,0,0.02,0.17
8339,World Driver Championship,N64,1999,Midway Games,0.14,0.03,0,0,0.17
8379,MotoGP 15,PS4,2015,Milestone S.r.l.,0,0.12,0.03,0.02,0.17
8381,Hot Wheels: Beat That!,X360,2007,Activision,0.15,0,0,0.01,0.17
8389,NickToons: Racing,PS,2001,Hasbro Interactive,0.09,0.06,0,0.01,0.17
8394,Off-World Interceptor Extreme,PS,1995,Crystal Dynamics,0.09,0.06,0,0.01,0.17
8405,Pursuit Force,PSP,2005,Sony Computer Entertainment,0.14,0.01,0,0.02,0.17
8410,RC Revenge Pro,PS2,2000,Acclaim Entertainment,0.08,0.06,0,0.02,0.17
8419,WRC 2: FIA World Rally Championship,PS3,2011,Ubisoft,0,0.13,0,0.04,0.17
8421,Matchbox Cross Town Heroes,GBA,2002,THQ,0.12,0.04,0,0,0.17
8455,FlatOut,XB,2004,Empire Interactive,0.12,0.04,0,0.01,0.17
8470,Vehicular Combat League presents Motor Mayhem,PS2,2001,Atari,0.08,0.06,0,0.02,0.16
8472,Star Wars: Super Bombad Racing,PS2,2001,LucasArts,0.08,0.06,0,0.02,0.16
8474,Hot Wheels Velocity X,GBA,2002,THQ,0.12,0.04,0,0,0.16
8482,F1 2011,3DS,2011,Codemasters,0.07,0.08,0,0.02,0.16
8490,F1 Championship Season 2000,PS2,2000,Electronic Arts,0.06,0.05,0.03,0.02,0.16
8503,Monster Jam,Wii,2007,Activision,0.15,0,0,0.01,0.16
8521,Hot Wheels World Race,GC,2003,THQ,0.13,0.03,0,0,0.16
8524,N2O: Nitrous Oxide,PS,1998,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.16
8533,Crash Tag Team Racing,GC,2005,Vivendi Games,0.12,0.03,0,0,0.16
8537,NASCAR '14,X360,2014,Deep Silver,0.15,0,0,0.01,0.16
8564,NASCAR Heat 2002,GBA,2002,Infogrames,0.12,0.04,0,0,0.16
8588,Hydro Thunder,N64,2000,Midway Games,0.13,0.03,0,0,0.16
8591,Destruction Derby 64,N64,1999,THQ,0.13,0.03,0,0,0.16
8600,The Crew,PC,2014,Ubisoft,0,0.15,0,0.01,0.16
8625,FlatOut 2,PS2,2006,Empire Interactive,0.08,0.06,0,0.02,0.16
8640,Konami Krazy Racers,GBA,2001,Konami Digital Entertainment,0.09,0.03,0.04,0,0.16
8643,F-Zero: GP Legend,GBA,2003,Nintendo,0.11,0.04,0,0,0.16
8644,Racing Lagoon,PS,1999,Square,0,0,0.15,0.01,0.16
8679,DiRT 3,PC,2011,Codemasters,0,0.13,0,0.03,0.16
8684,MX 2002 Featuring Ricky Carmichael,GBA,2001,THQ,0.11,0.04,0,0,0.16
8686,Street Racer,PS,1996,Ubisoft,0.09,0.06,0,0.01,0.16
8713,Polaris SnoCross,PS,2000,Vatical Entertainment,0.09,0.06,0,0.01,0.16
8718,Muppet RaceMania,PS,1999,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15
8720,Courier Crisis,PS,1997,BMG Interactive Entertainment,0.09,0.06,0,0.01,0.15
8724,Winning Post 3,PS,1998,Tecmo Koei,0,0,0.14,0.01,0.15
8726,Driven,PS2,2001,BAM! Entertainment,0.08,0.06,0,0.02,0.15
8730,Hot Wheels: Battle Force 5,DS,2009,Activision,0.13,0.02,0,0.01,0.15
8738,Burnout 2: Point of Impact,GC,2003,Acclaim Entertainment,0.12,0.03,0,0,0.15
8739,Paris-Dakar Rally,PS2,2001,Acclaim Entertainment,0.08,0.06,0,0.02,0.15
8752,XGIII: Extreme G Racing,GC,2001,Acclaim Entertainment,0.12,0.03,0,0,0.15
8757,Cars: Race-O-Rama,X360,2009,THQ,0.14,0.01,0,0.01,0.15
8765,American Chopper,XB,2004,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15
8775,Streak: Hoverboard Racing,PS,1998,GT Interactive,0.09,0.06,0,0.01,0.15
8778,Enthusia Professional Racing,PS2,2005,Konami Digital Entertainment,0.07,0.06,0,0.02,0.15
8789,Bigfoot: Collision Course,DS,2009,Zoo Digital Publishing,0.14,0,0,0.01,0.15
8851,F1 2001,PS2,2001,Electronic Arts,0.07,0.06,0,0.02,0.15
