Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1343,Need for Speed Rivals,PS3,2013,Electronic Arts,0.33,0.74,0.05,0.31,1.44
1375,Ridge Racer,PSP,2004,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41
1378,Gran Turismo 4 Prologue,PS2,2003,Sony Computer Entertainment,0,0.47,0.77,0.17,1.41
1379,Twisted Metal: Black,PS2,2001,Sony Computer Entertainment,1.19,0.17,0,0.05,1.41
1380,NASCAR 2005: Chase for the Cup,PS2,2004,Electronic Arts,0.69,0.54,0,0.18,1.41
1383,Need For Speed: Undercover,PS2,2008,Electronic Arts,0.38,0.08,0.03,0.93,1.4
1389,Colin McRae Rally 3,PS2,2002,Codemasters,0.03,1.05,0.02,0.3,1.4
1416,Ridge Racer 7,PS3,2006,Namco Bandai Games,0.24,0.7,0.16,0.26,1.37
1418,Forza Horizon 2,XOne,2014,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.37
1419,MotorStorm: Pacific Rift,PS3,2008,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.37
1427,Burnout Paradise,X360,2008,Electronic Arts,0.63,0.58,0.01,0.15,1.36
1438,F1 2010,PS3,2010,Codemasters,0.25,0.76,0.08,0.27,1.35
1448,The Simpsons: Hit & Run,XB,2003,Vivendi Games,0.7,0.58,0,0.07,1.35
1457,Test Drive,PS2,2002,Atari,0.95,0.21,0.01,0.18,1.34
1463,Need for Speed Carbon,PS2,2006,Electronic Arts,1.22,0.05,0.05,0.01,1.34
1481,Corvette,PS2,2004,TDK Mediactive,0.65,0.51,0,0.17,1.33
1485,Need for Speed Underground Rivals,PSP,2005,Electronic Arts,0.69,0.38,0.02,0.24,1.32
1491,TOCA 2: Touring Cars,PS,1998,Codemasters,0.03,1.16,0.02,0.11,1.32
1498,Cars 2,DS,2011,Disney Interactive Studios,0.72,0.44,0.04,0.12,1.32
1501,TNN Motor Sports Hardcore 4x4,PS,1996,ASC Games,0.73,0.5,0,0.09,1.31
1502,IHRA Drag Racing 2,PS2,2002,Bethesda Softworks,0.64,0.5,0,0.17,1.31
1514,Burnout 3: Takedown,XB,2004,Electronic Arts,0.84,0.43,0,0.04,1.31
1522,Test Drive 5,PS,1997,Accolade,1.05,0.2,0,0.05,1.3
1527,Need for Speed Carbon,Wii,2006,Electronic Arts,0.46,0.66,0.02,0.15,1.29
1532,Need for Speed: Most Wanted,X360,2005,Electronic Arts,1,0.17,0.02,0.1,1.29
1539,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,Take-Two Interactive,1.22,0.05,0,0.01,1.29
1548,Twisted Metal 4,PS,1999,989 Studios,1.07,0.16,0,0.04,1.28
1556,Road Rash,PS,1995,Electronic Arts,0.71,0.48,0,0.08,1.27
1577,Need for Speed Carbon,PS3,2006,Electronic Arts,0.49,0.52,0.03,0.21,1.26
1598,Road Rash 3D,PS,1998,Electronic Arts,1.05,0.16,0,0.04,1.25
1603,Diddy Kong Racing DS,DS,2007,Nintendo,1.1,0.04,0,0.1,1.24
1617,Driv3r,PS2,2004,Atari,0.6,0.47,0,0.16,1.23
1624,Vigilante 8,PS,1998,Activision,0.68,0.47,0,0.08,1.23
1642,F1 2011,PS3,2011,Codemasters,0.12,0.75,0.11,0.25,1.22
1643,Cars,PSP,2006,THQ,0.72,0.29,0,0.21,1.22
1651,NASCAR Thunder 2003,PS2,N/A,Unknown,0.6,0.46,0,0.16,1.22
1653,Cars,PS2,2006,THQ,1.01,0.04,0,0.16,1.21
1663,Need for Speed Underground,GC,2003,Electronic Arts,0.69,0.48,0.01,0.03,1.21
1665,Test Drive 4,PS,1997,Electronic Arts,0.67,0.46,0,0.08,1.21
1670,ATV Offroad Fury 3,PS2,2004,SouthPeak Games,1,0.04,0,0.16,1.2
1691,The Simpsons: Road Rage,GBA,2003,THQ,0.86,0.32,0,0.02,1.19
1698,The Dukes of Hazzard: Racing for Home,PS,1999,Ubisoft,0.99,0.16,0,0.04,1.19
1707,Pole Position,2600,1982,Atari,1.1,0.07,0,0.01,1.18
1734,Rage Racer,PS,1996,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
1737,Destruction Derby 2,PS,1996,Psygnosis,0.65,0.44,0,0.08,1.17
1744,Need for Speed: Most Wanted,PSV,2012,Electronic Arts,0.38,0.52,0.01,0.25,1.16
1746,Midnight Club 3: DUB Edition Remix,PS2,2006,Take-Two Interactive,0.97,0.04,0,0.16,1.16
1751,NASCAR Thunder 2002,PS2,2001,Electronic Arts,0.57,0.44,0,0.15,1.16
1755,Sega Rally Championship,SAT,1995,Sega,0.21,0.16,0.77,0.02,1.16
1756,Test Drive: Off Road,PS,1997,Eidos Interactive,0.65,0.44,0,0.08,1.16
