Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3,Mario Kart Wii,Wii,2008,Nintendo,15.85,12.88,3.79,3.31,35.82
12,Mario Kart DS,DS,2005,Nintendo,9.81,7.57,4.13,1.92,23.42
29,Gran Turismo 3: A-Spec,PS2,2001,Sony Computer Entertainment,6.85,5.09,1.87,1.16,14.98
43,Mario Kart 7,3DS,2011,Nintendo,4.74,3.91,2.67,0.89,12.21
48,Gran Turismo 4,PS2,2004,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66
53,Gran Turismo,PS,1997,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95
55,Gran Turismo 5,PS3,2010,Sony Computer Entertainment,2.96,4.88,0.81,2.12,10.77
64,Mario Kart 64,N64,1996,Nintendo,5.55,1.94,2.23,0.15,9.87
70,Gran Turismo 2,PS,1999,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49
77,Super Mario Kart,SNES,1992,Nintendo,3.54,1.24,3.81,0.18,8.76
105,Need for Speed Underground,PS2,2003,Electronic Arts,3.27,2.83,0.08,1.02,7.2
109,Mario Kart 8,WiiU,2014,Nintendo,3.13,2.07,1.27,0.49,6.96
111,Mario Kart: Double Dash!!,GC,2003,Nintendo,4.12,1.77,0.87,0.19,6.95
114,Need for Speed Underground 2,PS2,2004,Electronic Arts,2.71,3.02,0.08,1.09,6.9
161,Forza Motorsport 3,X360,2009,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51
164,Mario Kart: Super Circuit,GBA,2001,Nintendo,2.62,1.64,0.99,0.23,5.47
214,Diddy Kong Racing,N64,1997,Nintendo,2.91,0.99,0.89,0.1,4.88
221,Crash Team Racing,PS,1999,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79
225,The Simpsons: Hit & Run,PS2,2003,Vivendi Games,1.73,2.19,0,0.79,4.7
229,Forza Motorsport 4,X360,2011,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64
253,Need for Speed: Most Wanted,PS2,2005,Electronic Arts,2.03,1.79,0.08,0.47,4.37
273,Gran Turismo 5 Prologue,PS3,2007,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
278,Excitebike,NES,1984,Nintendo,2.04,0.48,1.57,0.07,4.16
292,Forza Motorsport 2,X360,2007,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
310,MotorStorm,PS3,2006,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
341,Midnight Club 3: DUB Edition,PSP,2005,Take-Two Interactive,1.65,1.22,0,0.79,3.66
345,Gran Turismo 6,PS3,2013,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
355,The Simpsons: Road Rage,PS2,2001,Electronic Arts,2.02,1.17,0,0.42,3.61
392,F-1 Race,GB,1990,Nintendo,1.73,0.69,0.59,0.4,3.41
414,Gran Turismo (PSP),PSP,2009,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
443,Need for Speed III: Hot Pursuit,PS,1998,Electronic Arts,2.14,0.86,0,0.13,3.12
444,Star Wars Episode I Racer,N64,1999,Nintendo,2.31,0.62,0.14,0.04,3.12
485,Wave Race 64,N64,1996,Nintendo,1.98,0.58,0.34,0.04,2.94
499,Need for Speed: Most Wanted,PS3,2012,Electronic Arts,0.71,1.51,0.06,0.61,2.89
505,Colin McRae Rally,PS,1998,Codemasters,0.09,2.43,0.12,0.22,2.87
510,F-Zero,SNES,1990,Nintendo,1.37,0.51,0.89,0.07,2.85
523,Need for Speed: Hot Pursuit,PS3,2010,Electronic Arts,1.05,1.25,0.03,0.48,2.81
561,Burnout 3: Takedown,PS2,2004,Electronic Arts,1.23,1.11,0,0.34,2.68
563,Need for Speed: Shift,PS3,2009,Electronic Arts,0.69,1.41,0.04,0.53,2.68
577,Midnight Club: Street Racing,PS2,2000,Take-Two Interactive,2,0.47,0.02,0.14,2.63
609,Crazy Taxi,PS2,2001,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
622,Pure,X360,2008,Disney Interactive Studios,1.38,0.85,0,0.25,2.48
629,Midnight Club: Los Angeles,PS3,2008,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45
632,Twisted Metal 2,PS,1996,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44
634,Need for Speed Carbon: Own the City,PSP,2006,Electronic Arts,0.87,0.98,0,0.59,2.44
642,ATV Offroad Fury,PS2,2001,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41
645,Need for Speed: ProStreet,PS2,2007,Electronic Arts,0.69,0,0.04,1.68,2.41
651,Need for Speed (2015),PS4,2015,Electronic Arts,0.49,1.49,0.05,0.36,2.39
676,Midnight Club: Los Angeles,X360,2008,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35
689,Need For Speed: High Stakes,PS,1999,Electronic Arts,1.58,0.64,0,0.09,2.31
