Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5416,Jonah Lomu Rugby Challenge,X360,2011,Home Entertainment Suppliers,0.09,0.21,0,0.04,0.34
5420,NHL 09,PS3,2008,Electronic Arts,0.29,0.02,0,0.03,0.34
5458,Virtua Tennis 2009,X360,2009,Sega,0.12,0.18,0,0.03,0.33
5482,NCAA Basketball 10,PS3,2009,Electronic Arts,0.31,0,0,0.03,0.33
5486,Rugby World Cup 2011,PS3,2011,505 Games,0,0.25,0,0.08,0.33
5488,Kelly Slater's Pro Surfer,PS2,2002,Activision,0.16,0.13,0,0.04,0.33
5492,World Stadium 3,PS,1999,Namco Bandai Games,0,0,0.31,0.02,0.33
5495,Extra Bases,GB,1990,Namco Bandai Games,0,0,0.33,0,0.33
5496,Super Power League 2,SNES,1994,Hudson Soft,0,0,0.33,0,0.33
5499,Madden NFL 09,DS,2008,Electronic Arts,0.3,0,0,0.03,0.33
