Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1585,NBA Live 2001,PS,2000,Electronic Arts,0.7,0.47,0,0.08,1.25
1591,Reel Fishing,PS,1996,Natsume,0.99,0.13,0.1,0.04,1.25
1614,2010 FIFA World Cup South Africa,PS3,2010,Electronic Arts,0.3,0.64,0.07,0.22,1.23
1630,Madden NFL 17,PS4,2016,Electronic Arts,0.92,0.08,0,0.23,1.23
1636,Mario Power Tennis,GC,2004,Nintendo,0.58,0.16,0.46,0.03,1.22
1644,NBA Live 99,PS,1997,Electronic Arts,1.13,0.05,0,0.03,1.22
1650,NBA 2K2,PS2,2002,Sega,0.59,0.46,0.01,0.15,1.22
1656,FIFA Soccer 11,PSP,2010,Electronic Arts,0.13,0.7,0.01,0.37,1.21
1666,FIFA Soccer 07,PSP,2006,Electronic Arts,0.24,0.65,0,0.32,1.21
1667,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Konami Digital Entertainment,0.01,0.88,0.31,0,1.2
