Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2,Super Mario Bros.,NES,1985,Nintendo,29.08,3.58,6.81,0.77,40.24
7,New Super Mario Bros.,DS,2006,Nintendo,11.38,9.23,6.5,2.9,30.01
9,New Super Mario Bros. Wii,Wii,2009,Nintendo,14.59,7.06,4.7,2.26,28.62
19,Super Mario World,SNES,1990,Nintendo,12.78,3.75,3.54,0.55,20.61
22,Super Mario Land,GB,1989,Nintendo,10.83,2.71,4.18,0.42,18.14
23,Super Mario Bros. 3,NES,1988,Nintendo,9.54,3.44,3.84,0.46,17.28
47,Super Mario 64,N64,1996,Nintendo,6.91,2.85,1.91,0.23,11.89
49,Super Mario Galaxy,Wii,2007,Nintendo,6.16,3.4,1.2,0.76,11.52
54,Super Mario 3D Land,3DS,2011,Nintendo,4.89,2.99,2.13,0.78,10.79
58,Super Mario All-Stars,SNES,1993,Nintendo,5.99,2.15,2.12,0.29,10.55
60,Super Mario 64,DS,2004,Nintendo,5.08,3.11,1.25,0.98,10.42
65,New Super Mario Bros. 2,3DS,2012,Nintendo,3.66,3.07,2.47,0.63,9.82
72,Donkey Kong Country,SNES,1994,Nintendo,4.36,1.71,3,0.23,9.3
92,Super Mario Galaxy 2,Wii,2010,Nintendo,3.66,2.42,0.98,0.64,7.69
96,Crash Bandicoot 2: Cortex Strikes Back,PS,1997,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58
97,Super Mario Bros. 2,NES,1988,Nintendo,5.39,1.18,0.7,0.19,7.46
107,Crash Bandicoot 3: Warped,PS,1998,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13
117,Crash Bandicoot,PS,1996,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82
126,Donkey Kong Country Returns,Wii,2010,Nintendo,3.25,1.84,1.03,0.47,6.59
136,Super Mario Sunshine,GC,2002,Nintendo,4.01,1.26,0.87,0.17,6.31
144,Sonic the Hedgehog 2,GEN,1992,Sega,4.47,1.2,0.16,0.19,6.03
149,LittleBigPlanet,PS3,2008,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92
163,Super Mario Advance,GBA,2001,Nintendo,3.14,1.24,0.91,0.2,5.49
165,Super Mario World,GBA,2001,Nintendo,3.21,1.11,0.95,0.2,5.46
168,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Universal Interactive,2.07,2.29,0.24,0.82,5.42
176,Donkey Kong 64,N64,1999,Nintendo,3.33,0.79,1.09,0.06,5.27
183,Super Mario Bros. 3,GBA,2003,Nintendo,2.93,1.25,0.83,0.2,5.2
184,New Super Mario Bros. U,WiiU,2012,Nintendo,2.32,1.3,1.27,0.31,5.19
185,Super Mario Land 3: Wario Land,GB,1994,Nintendo,2.49,0.98,1.57,0.15,5.19
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Nintendo,2.1,0.74,2.2,0.11,5.15
192,Kirby's Dream Land,GB,1992,Nintendo,2.71,0.61,1.7,0.11,5.13
201,Super Mario Bros.,GB,1999,Nintendo,3.4,1.3,0.15,0.22,5.07
206,Spyro the Dragon,PS,1998,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5
240,Pitfall!,2600,1981,Activision,4.21,0.24,0,0.05,4.5
255,Sonic the Hedgehog,GEN,1991,Sega,3.03,0.91,0.26,0.13,4.34
262,Super Mario 3D World,WiiU,2013,Nintendo,2.11,1.11,0.72,0.3,4.25
267,Daxter,PSP,2006,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22
283,Super Mario World 2: Yoshi's Island,SNES,1995,Nintendo,1.65,0.61,1.76,0.09,4.12
306,Donkey Kong Land,GB,1994,Nintendo,1.97,0.76,1.07,0.11,3.91
327,Ratchet & Clank: Size Matters,PSP,2007,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
330,Super Paper Mario,Wii,2007,Nintendo,1.98,0.88,0.59,0.32,3.76
334,Spyro: Year of the Dragon,PS,2000,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71
342,Banjo-Kazooie,N64,1998,Nintendo,1.87,1.13,0.55,0.1,3.65
346,Jak and Daxter: The Precursor Legacy,PS2,2001,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
360,Croc: Legend of the Gobbos,PS,1997,Fox Interactive,1.57,1.79,0,0.2,3.56
369,Spyro 2: Ripto's Rage!,PS,1999,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Nintendo,1.17,0.5,1.75,0.08,3.51
388,LittleBigPlanet 2,PS3,2011,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
405,Ratchet & Clank,PS2,2002,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
430,Super Mario Maker,WiiU,2015,Nintendo,1.18,0.87,0.93,0.2,3.18
