Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5633,Rayman 2: The Great Escape,PS,2000,Ubisoft,0.18,0.12,0,0.02,0.32
5641,Frogger's Adventures: The Rescue,PS2,2003,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32
5652,SpongeBob SquarePants: Double Pack,GBA,2005,THQ,0.23,0.08,0,0.01,0.32
5663,Mirror's Edge Catalyst,PS4,2016,Electronic Arts,0.1,0.14,0.02,0.06,0.32
5697,Heart of Darkness,PS,1998,Ocean,0.18,0.12,0,0.02,0.32
5716,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Konami Digital Entertainment,0,0,0.31,0,0.31
5729,Shrek: Forever After,DS,2010,Activision,0.19,0.1,0,0.03,0.31
5752,Mega Man Maverick Hunter X,PSP,2005,Capcom,0.27,0.01,0,0.03,0.31
5756,Goemon's Great Adventure,N64,1998,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31
5777,Madagascar,DS,2005,Activision,0.25,0.04,0,0.03,0.31
5801,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Konami Digital Entertainment,0,0,0.31,0,0.31
5804,40 Winks,PS,1999,GT Interactive,0.17,0.12,0,0.02,0.31
5809,Skylanders SWAP Force,XOne,2013,Activision,0.22,0.06,0,0.02,0.31
5816,Disney's The Emperor's New Groove,PS,2000,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
5835,Spyro: Attack of the Rhynocs,GBA,2003,Universal Interactive,0.22,0.08,0,0.01,0.3
5844,Jumping Flash!,PS,1995,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
5848,Lizzie McGuire 3: Homecoming Havoc,GBA,2005,Disney Interactive Studios,0.22,0.08,0,0.01,0.3
5853,Shrek: Forever After,Wii,2010,Activision,0.19,0.09,0,0.03,0.3
5862,Spider-Man 3,PSP,2007,Activision,0.01,0.23,0,0.06,0.3
5896,Rayman 2: Revolution,PS2,2000,Ubisoft,0.15,0.11,0,0.04,0.3
5934,Mega Man ZX,DS,2006,Capcom,0.18,0,0.1,0.02,0.3
5939,Spirit: Stallion of the Cimarron,GBA,2002,THQ,0.21,0.08,0,0.01,0.3
5956,Scooby-Doo! Night of 100 Frights,GC,2002,THQ,0.23,0.06,0,0.01,0.3
5963,Tom and Jerry Tales,DS,2006,Warner Bros. Interactive Entertainment,0.21,0.06,0,0.02,0.29
6001,Ratchet & Clank: Size Matters,PS2,2008,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29
6002,Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010,D3Publisher,0.17,0.1,0,0.02,0.29
6018,Mega Man X8,PS2,2004,Capcom,0.14,0.11,0,0.04,0.29
6079,Rayman 3: Hoodlum Havoc,PS2,2003,Ubisoft,0.14,0.11,0,0.04,0.29
6083,Tomba! 2: The Evil Swine Return,PS,1999,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29
6094,Spyro: A Hero's Tail,GC,2004,Vivendi Games,0.22,0.06,0,0.01,0.29
6102,Earthworm Jim,GBA,2001,Interplay,0.2,0.08,0,0.01,0.29
6121,Tigger's Honey Hunt,PS,2000,Ubisoft,0.16,0.11,0,0.02,0.28
6127,Haven: Call of the King,PS2,N/A,Midway Games,0.14,0.11,0,0.04,0.28
6157,Mega Man: Dr. Wily's Revenge,GB,1991,Nintendo,0,0,0.28,0,0.28
6161,Sly Cooper: Thieves in Time,PSV,2013,Sony Computer Entertainment Europe,0.16,0.06,0,0.05,0.28
6166,Mega Man II,GB,1991,Nintendo,0,0,0.28,0,0.28
6169,Rocket Power: Beach Bandits,GBA,2002,THQ,0.2,0.07,0,0.01,0.28
6178,Mission: Impossible - Operation Surma,PS2,2003,Atari,0.14,0.11,0,0.04,0.28
6181,Pitfall: The Mayan Adventure,GBA,2001,Interplay,0.2,0.07,0,0.01,0.28
6192,Bionic Commando,X360,2009,Capcom,0.12,0.12,0.01,0.03,0.28
6194,Mega Man 7,SNES,1995,Laguna,0.03,0.01,0.23,0.01,0.28
6214,Over the Hedge,DS,2006,Activision,0.25,0.01,0,0.02,0.28
6225,Madagascar,XB,2005,Activision,0.21,0.06,0,0.01,0.28
6241,Puppeteer,PS3,2013,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.28
6252,Castlevania: Aria of Sorrow,GBA,2003,Konami Digital Entertainment,0.2,0.07,0,0,0.28
6257,Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Nintendo,0,0,0.28,0,0.28
6326,Over the Hedge,GBA,2006,Activision,0.19,0.07,0,0,0.27
6328,Disney's Chicken Little,GC,2005,Disney Interactive Studios,0.21,0.05,0,0.01,0.27
6330,Ty the Tasmanian Tiger,GC,2002,Electronic Arts,0.21,0.05,0,0.01,0.27
6450,Rayman DS,DS,2005,Ubisoft,0.21,0.04,0,0.02,0.26
