Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16,Kinect Adventures!,X360,Misc,Microsoft Game Studios,14.97,4.94,0.24,1.67,21.82
27,Pokemon Black/Pokemon White,DS,Role-Playing,Nintendo,5.57,3.28,5.65,0.82,15.32
32,Call of Duty: Black Ops,X360,Shooter,Activision,9.67,3.73,0.11,1.13,14.64
41,Call of Duty: Black Ops,PS3,Shooter,Activision,5.98,4.44,0.48,1.83,12.73
55,Gran Turismo 5,PS3,Racing,Sony Computer Entertainment,2.96,4.88,0.81,2.12,10.77
63,Halo: Reach,X360,Shooter,Microsoft Game Studios,7.03,1.98,0.08,0.78,9.88
69,Just Dance 2,Wii,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52
79,Wii Party,Wii,Misc,Nintendo,1.79,3.53,2.49,0.68,8.49
92,Super Mario Galaxy 2,Wii,Platform,Nintendo,3.66,2.42,0.98,0.64,7.69
118,Zumba Fitness,Wii,Sports,505 Games,3.5,2.64,0,0.67,6.81
124,Red Dead Redemption,PS3,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6
126,Donkey Kong Country Returns,Wii,Platform,Nintendo,3.25,1.84,1.03,0.47,6.59
135,Red Dead Redemption,X360,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34
140,Kinect Sports,X360,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24
193,Fable III,X360,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13
200,FIFA Soccer 11,PS3,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08
215,Monster Hunter Freedom 3,PSP,Role-Playing,Capcom,0,0,4.87,0,4.87
217,God of War III,PS3,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84
218,StarCraft II: Wings of Liberty,PC,Strategy,Activision,2.56,1.68,0,0.59,4.83
248,Michael Jackson: The Experience,Wii,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42
290,Fallout: New Vegas,X360,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
314,Sports Champions,PS3,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
367,FIFA Soccer 11,X360,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
374,Assassin's Creed: Brotherhood,X360,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
380,Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
428,Dance Central,X360,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
431,Fallout: New Vegas,PS3,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
448,Heavy Rain,PS3,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,X360,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
461,Epic Mickey,Wii,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
478,Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
515,Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
518,Medal of Honor,PS3,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
523,Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
558,Madden NFL 11,X360,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69
560,Skate 3,X360,Sports,Electronic Arts,1.46,0.98,0,0.24,2.68
583,Medal of Honor,X360,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62
588,Super Mario All-Stars: Limited Edition,Wii,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6
599,Art Academy,DS,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57
619,LEGO Harry Potter: Years 1-4,Wii,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0,0.23,2.49
628,uDraw Studio,Wii,Misc,THQ,1.67,0.58,0,0.2,2.46
640,pro evolution soccer 2011,PS3,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42
652,Zumba Fitness,X360,Sports,505 Games,1.74,0.48,0,0.18,2.39
664,Madden NFL 11,PS3,Sports,Electronic Arts,2.04,0.15,0,0.19,2.38
