Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
312,Tekken 5,PS2,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
487,WWE SmackDown! vs. RAW 2006,PS2,THQ,1.45,1.11,0.04,0.33,2.94
1107,Dragon Ball Z: Budokai Tenkaichi,PS2,Atari,0.96,0.12,0.54,0.04,1.66
1931,SoulCalibur III,PS2,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07
2399,Fight Night Round 2,PS2,Electronic Arts,0.72,0.03,0,0.12,0.87
2670,Marvel Nemesis: Rise of the Imperfects,PS2,Electronic Arts,0.64,0.02,0,0.1,0.77
3342,Fight Night Round 2,XB,Electronic Arts,0.42,0.16,0,0.02,0.6
3643,Jump Super Stars,DS,Nintendo,0,0,0.55,0,0.55
3962,Dragon Ball Z: Supersonic Warriors 2,DS,Atari,0.14,0.02,0.32,0.02,0.5
4195,Dead or Alive 4,X360,Tecmo Koei,0.3,0.03,0.1,0.03,0.47
4257,Dragon Ball Z: Sagas,PS2,Atari,0.38,0.01,0,0.06,0.46
4391,WWE WrestleMania 21,XB,THQ,0.34,0.1,0,0.02,0.45
4481,Naruto: Ultimate Ninja 3,PS2,Atari,0.36,0.01,0,0.06,0.44
4809,WWE SmackDown! vs. RAW 2006,PSP,THQ,0.36,0.01,0,0.03,0.4
5014,Marvel Nemesis: Rise of the Imperfects,GC,Electronic Arts,0.3,0.08,0,0.01,0.38
5227,Naruto: Ultimate Ninja 3 (JP sales),PS2,Atari,0,0,0.36,0,0.36
5388,WWE Day of Reckoning 2,GC,THQ,0.26,0.07,0,0.01,0.34
5527,NeoGeo Battle Coliseum,PS2,Ignition Entertainment,0.16,0.13,0,0.04,0.33
5542,Naruto: Gekito Ninja Taisen! 4,GC,Tomy Corporation,0,0,0.32,0.01,0.33
5651,Marvel Nemesis: Rise of the Imperfects,PSP,Electronic Arts,0.29,0,0,0.03,0.32
6140,Marvel Nemesis: Rise of the Imperfects,XB,Electronic Arts,0.21,0.06,0,0.01,0.28
6417,InuYasha: Feudal Combat,PS2,Namco Bandai Games,0.13,0.1,0,0.03,0.27
6853,Dragon Ball Z: Sagas,XB,Atari,0.18,0.05,0,0.01,0.24
7088,Naruto: Ninja Council 2 European Version,DS,Tomy Corporation,0,0,0.23,0,0.23
7491,Dragon Ball Z: Sagas,GC,Atari,0.16,0.04,0,0.01,0.21
7633,The Con,PSP,Sony Computer Entertainment,0.18,0,0,0.02,0.2
8275,Fight Night Round 2,GC,Electronic Arts,0.13,0.03,0,0,0.17
9356,Shonen Jump's One Piece: Grand Battle,PS2,Atari,0.07,0.05,0,0.02,0.13
10172,Mortal Kombat: Deception,GC,Midway Games,0.09,0.02,0,0,0.11
10885,Bleach: Heat the Soul,PSP,Sony Computer Entertainment,0,0,0.09,0,0.09
11170,Bleach GC: Tasogare Ni Mamieru Shinigami,GC,Sega,0,0,0.08,0,0.09
11281,Marvel Nemesis: Rise of the Imperfects,DS,Electronic Arts,0.08,0,0,0.01,0.08
11376,Zatch Bell! Mamodo Battles,PS2,Namco Bandai Games,0.04,0.03,0,0.01,0.08
11868,TMNT: Mutant Melee,GC,Konami Digital Entertainment,0.06,0.01,0,0,0.07
12189,The King of Fighters 02/03,PS2,SNK,0.03,0.03,0,0.01,0.07
12257,Zatch Bell! Mamodo Battles,GC,Namco Bandai Games,0.05,0.01,0,0,0.06
12424,Shonen Jump's One Piece: Grand Battle,GC,Namco Bandai Games,0.05,0.01,0,0,0.06
13703,Capcom Fighting Evolution,XB,Capcom,0.03,0.01,0,0,0.04
13844,Zatch Bell! Mamodo Fury,GC,Namco Bandai Games,0.03,0.01,0,0,0.04
14670,The King of Fighters 02/03,XB,SNK Playmore,0.02,0.01,0,0,0.03
15139,Shonen Jump's One Piece: Grand Adventure,PS2,Namco Bandai Games,0.01,0.01,0,0,0.02
15221,Iron Phoenix,XB,Sega,0.02,0,0,0,0.02
15634,TMNT: Mutant Melee,XB,Konami Digital Entertainment,0.01,0,0,0,0.02
