Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10266,One Piece: Burning Blood,PSV,2016,Namco Bandai Games,0,0.03,0.07,0.01,0.11
10273,Transformers: Beast Wars Transmetals,PS,2000,BAM! Entertainment,0.06,0.04,0,0.01,0.11
10358,BlazBlue: Continuum Shift II,3DS,2011,PQube,0.05,0.01,0.04,0.01,0.11
10379,Fight Club,XB,2004,Vivendi Games,0.08,0.02,0,0,0.11
10382,Kamen Rider: Climax Heroes,PS2,2009,Namco Bandai Games,0,0,0.11,0,0.11
10393,BlazBlue: Chrono Phantasma,PSV,2014,Arc System Works,0.06,0,0.03,0.02,0.11
10414,Fairy Tail: Portable Guild,PSP,2010,Konami Digital Entertainment,0,0,0.11,0,0.11
10434,UFC: Tapout 2,XB,2003,Capcom,0.08,0.02,0,0,0.1
10492,Lucha Libre AAA: Heroes del Ring,PS3,2010,Konami Digital Entertainment,0.1,0,0,0.01,0.1
10503,Bujingai: The Forsaken City,PS2,2003,505 Games,0.05,0.04,0,0.01,0.1
