Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14467,Dennou Senki Virtual-On Force,X360,2010,Sega,0,0,0.03,0,0.03
14494,Senko no Ronde DUO,X360,2010,G.Rev,0,0,0.03,0,0.03
14501,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Marvelous Interactive,0,0,0.03,0,0.03
14525,Samurai Spirits: Tenkaichi Kenkakuden,PS2,N/A,Unknown,0,0,0.03,0,0.03
14526,Robo Pit,PS,1995,Kokopeli Digital Studios,0.02,0.01,0,0,0.03
14636,Hajime no Ippo: The Fighting,GBA,2002,ESP,0,0,0.03,0,0.03
14652,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,SNK Playmore,0,0,0.03,0,0.03
14667,Wrestle Angels: Survivor 2,PS2,2008,Tryfirst,0,0,0.03,0,0.03
14670,The King of Fighters 02/03,XB,2005,SNK Playmore,0.02,0.01,0,0,0.03
14679,Tom and Jerry in War of the Whiskers,XB,N/A,Unknown,0.02,0.01,0,0,0.03
