Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6027,Xena: Warrior Princess - The Talisman of Fate,N64,1999,Titus,0.23,0.06,0,0,0.29
6032,War Gods,N64,1997,Midway Games,0.23,0.06,0,0,0.29
6037,Marvel Super Hero Squad,PS2,2009,THQ,0.14,0.11,0,0.04,0.29
6075,BlazBlue: Chrono Phantasma,PS3,2013,Arc System Works,0.13,0,0.14,0.02,0.29
6117,Super Fire ProWrestling X,SNES,1995,Human Entertainment,0,0,0.28,0,0.28
6126,One Piece: Burning Blood,PS4,2016,Namco Bandai Games,0.1,0.08,0.07,0.04,0.28
6140,Marvel Nemesis: Rise of the Imperfects,XB,2005,Electronic Arts,0.21,0.06,0,0.01,0.28
6141,The King of Fighters '95,SAT,1995,SNK Playmore,0,0,0.28,0,0.28
6156,Kung Fu Chaos,XB,2003,Microsoft Game Studios,0.21,0.06,0,0.01,0.28
6159,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Namco Bandai Games,0.19,0.06,0,0.03,0.28
